lang,file_a,file_b,hapaxes_a,hapaxes_b,overlap,share_a_pct,share_b_pct
slv,slv_glot500_latn.csv,slv_news_2019_20260405090808.csv,2492035,113464,7658,0.31,6.75
sme,sme_glot500_latn.csv,sme_wikipedia_2012_20260405081745.csv,233654,11371,1022,0.44,8.99
sme,sme_glot500_latn.csv,sme_wikipedia_2021_20260405081751.csv,233654,19449,1738,0.74,8.94
sme,sme_wikipedia_2012_20260405081745.csv,sme_wikipedia_2021_20260405081751.csv,11371,19449,6460,56.81,33.22
smi,smi_news_2020_20260405090143.csv,smi_newscrawl_2011_20260405090149.csv,21481,2533,263,1.22,10.38
smo,smo_glot500_latn.csv,smo_wikipedia_2012_20260405090154.csv,793732,1597,107,0.01,6.7
smo,smo_glot500_latn.csv,smo_wikipedia_2021_20260405090200.csv,793732,2925,266,0.03,9.09
smo,smo_wikipedia_2012_20260405090154.csv,smo_wikipedia_2021_20260405090200.csv,1597,2925,619,38.76,21.16
sna,sna-zw_newscrawl_2013_20260405090531.csv,sna_community_2017_20260405090519.csv,72233,74163,44932,62.2,60.59
sna,sna-zw_web_2016_20260405090539.csv,sna-zw_web_2018_100K_20260405090546.csv,92910,108101,56280,60.57,52.06
sna,sna-zw_web_2018_100K_20260405090546.csv,sna_glot500_latn.csv,108101,3047380,36729,33.98,1.21
sna,sna-zw_web_2016_20260405090539.csv,sna_glot500_latn.csv,92910,3047380,28552,30.73,0.94
sna,sna_community_2017_20260405090519.csv,sna_wikipedia_2021_20260405090525.csv,74163,16736,4679,6.31,27.96
sna,sna-zw_newscrawl_2013_20260405090531.csv,sna_glot500_latn.csv,72233,3047380,19966,27.64,0.66
sna,sna_community_2017_20260405090519.csv,sna_glot500_latn.csv,74163,3047380,18447,24.87,0.61
sna,sna_bible.csv,sna_glot500_latn.csv,37759,3047380,8817,23.35,0.29
sna,sna-zw_web_2016_20260405090539.csv,sna_community_2017_20260405090519.csv,92910,74163,11005,11.84,14.84
sna,sna-zw_web_2018_100K_20260405090546.csv,sna_community_2017_20260405090519.csv,108101,74163,10811,10.0,14.58
sna,sna-zw_newscrawl_2013_20260405090531.csv,sna-zw_web_2018_100K_20260405090546.csv,72233,108101,10028,13.88,9.28
sna,sna-zw_web_2018_100K_20260405090546.csv,sna-zw_web_2019_20260405090552.csv,108101,10995,1496,1.38,13.61
sna,sna-zw_newscrawl_2013_20260405090531.csv,sna-zw_web_2016_20260405090539.csv,72233,92910,9757,13.51,10.5
sna,sna-zw_web_2019_20260405090552.csv,sna_glot500_latn.csv,10995,3047380,1437,13.07,0.05
sna,sna-zw_web_2019_20260405090552.csv,sna_community_2017_20260405090519.csv,10995,74163,1311,11.92,1.77
sna,sna-zw_web_2016_20260405090539.csv,sna-zw_web_2019_20260405090552.csv,92910,10995,1269,1.37,11.54
snd,snd-ud.csv,snd_community_2017_20260405090623.csv,4363,12255,710,16.27,5.79
snd,snd-ud.csv,snd_glot500_arab.csv,4363,177085,207,4.74,0.12
snd,snd-ud.csv,snd_wikipedia_2012_20260405090629.csv,4363,12208,653,14.97,5.35
snd,snd-ud.csv,snd_wikipedia_2021_20260405090635.csv,4363,66977,352,8.07,0.53
snd,snd_community_2017_20260405090623.csv,snd_glot500_arab.csv,12255,177085,2904,23.7,1.64
snd,snd_community_2017_20260405090623.csv,snd_wikipedia_2012_20260405090629.csv,12255,12208,5441,44.4,44.57
snd,snd_community_2017_20260405090623.csv,snd_wikipedia_2021_20260405090635.csv,12255,66977,2721,22.2,4.06
snd,snd_glot500_arab.csv,snd_wikipedia_2012_20260405090629.csv,177085,12208,2184,1.23,17.89
snd,snd_glot500_arab.csv,snd_wikipedia_2021_20260405090635.csv,177085,66977,35371,19.97,52.81
snd,snd_wikipedia_2012_20260405090629.csv,snd_wikipedia_2021_20260405090635.csv,12208,66977,2798,22.92,4.18
som,som_community_2017_20260405090935.csv,som_newscrawl_2011_20260404180646.csv,106514,82126,69947,65.67,85.17
som,som_community_2017_20260405090935.csv,som_glot500_latn.csv,106514,3921421,26382,24.77,0.67
som,som_community_2017_20260405090935.csv,som_wikipedia_2021_20260404180658.csv,106514,32234,7301,6.85,22.65
som,som_glot500_latn.csv,som_newscrawl_2011_20260404180646.csv,3921421,82126,18217,0.46,22.18
som,som_news_2019_20260404180632.csv,som_news_2020_20260404180638.csv,19991,23138,2539,12.7,10.97
som,som_news_2020_20260404180638.csv,som_newscrawl_2011_20260404180646.csv,23138,82126,2738,11.83,3.33
som,som_community_2017_20260405090935.csv,som_news_2020_20260404180638.csv,106514,23138,2682,2.52,11.59
som,som_news_2019_20260404180632.csv,som_newscrawl_2011_20260404180646.csv,19991,82126,2218,11.09,2.7
som,som_community_2017_20260405090935.csv,som_news_2019_20260404180632.csv,106514,19991,2167,2.03,10.84
som,som_newscrawl_2011_20260404180646.csv,som_wikipedia_2021_20260404180658.csv,82126,32234,3345,4.07,10.38
som,som_news_2020_20260404180638.csv,som_wikipedia_2021_20260404180658.csv,23138,32234,2224,9.61,6.9
som,som_news_2019_20260404180632.csv,som_wikipedia_2021_20260404180658.csv,19991,32234,1906,9.53,5.91
som,som_glot500_latn.csv,som_wikipedia_2021_20260404180658.csv,3921421,32234,3059,0.08,9.49
som,som_glot500_latn.csv,som_news_2020_20260404180638.csv,3921421,23138,2002,0.05,8.65
som,som_bible.csv,som_glot500_latn.csv,18012,3921421,1509,8.38,0.04
som,som_bible.csv,som_community_2017_20260405090935.csv,18012,106514,1261,7.0,1.18
sot,sot-za_web_2013_20260404180733.csv,sot-za_web_2018_10K_20260404180738.csv,5925,8933,1455,24.56,16.29
sot,sot-za_web_2013_20260404180733.csv,sot_community_2017_20260404180715.csv,5925,7649,2833,47.81,37.04
sot,sot-za_web_2013_20260404180733.csv,sot_glot500_latn.csv,5925,808637,511,8.62,0.06
sot,sot-za_web_2013_20260404180733.csv,sot_web_2012_20260404180721.csv,5925,1414,243,4.1,17.19
sot,sot-za_web_2013_20260404180733.csv,sot_wikipedia_2021_20260404180727.csv,5925,3690,283,4.78,7.67
sot,sot-za_web_2018_10K_20260404180738.csv,sot_community_2017_20260404180715.csv,8933,7649,1743,19.51,22.79
sot,sot-za_web_2018_10K_20260404180738.csv,sot_glot500_latn.csv,8933,808637,875,9.8,0.11
sot,sot-za_web_2018_10K_20260404180738.csv,sot_web_2012_20260404180721.csv,8933,1414,127,1.42,8.98
sot,sot-za_web_2018_10K_20260404180738.csv,sot_wikipedia_2021_20260404180727.csv,8933,3690,333,3.73,9.02
sot,sot_community_2017_20260404180715.csv,sot_glot500_latn.csv,7649,808637,878,11.48,0.11
sot,sot_community_2017_20260404180715.csv,sot_web_2012_20260404180721.csv,7649,1414,610,7.97,43.14
sot,sot_community_2017_20260404180715.csv,sot_wikipedia_2021_20260404180727.csv,7649,3690,452,5.91,12.25
sot,sot_glot500_latn.csv,sot_web_2012_20260404180721.csv,808637,1414,96,0.01,6.79
sot,sot_glot500_latn.csv,sot_wikipedia_2021_20260404180727.csv,808637,3690,252,0.03,6.83
sot,sot_web_2012_20260404180721.csv,sot_wikipedia_2021_20260404180727.csv,1414,3690,151,10.68,4.09
spa,spa_news_2019_20260404180800.csv,spa_newscrawl-public_2019_20260404181129.csv,571725,1108503,92101,16.11,8.31
spa,spa-ud-ancora.csv,spa-ud-gsd.csv,17202,24750,2639,15.34,10.66
spa,spa-ud-gsd.csv,spa-ud-pud.csv,24750,3822,507,2.05,13.27
spa,spa_news_2019_20260404180800.csv,spa_news_2020_20260404180822.csv,571725,759985,74745,13.07,9.84
spa,spa-ud-coser.csv,spa-ud-pud.csv,940,3822,117,12.45,3.06
spa,spa_news_2022_20260404180916.csv,spa_news_2023_20260404180941.csv,659510,690221,80546,12.21,11.67
spa,spa_news_2019_20260404180800.csv,spa_news_2021_20260404180850.csv,571725,735477,69652,12.18,9.47
spa,spa_news_2024_20260404181006.csv,spa_news_2025_20260404181032.csv,655573,844097,79592,12.14,9.43
spa,spa_news_2023_20260404180941.csv,spa_news_2024_20260404181006.csv,690221,655573,79368,11.5,12.11
spa,spa_news_2011_3M_20260404180746.csv,spa_newscrawl_2011_20260404181102.csv,266839,693104,31724,11.89,4.58
spa,spa_news_2020_20260404180822.csv,spa_news_2021_20260404180850.csv,759985,735477,87432,11.5,11.89
spa,spa_news_2020_20260404180822.csv,spa_newscrawl-public_2019_20260404181129.csv,759985,1108503,88742,11.68,8.01
spa,spa_news_2021_20260404180850.csv,spa_newscrawl-public_2019_20260404181129.csv,735477,1108503,84321,11.46,7.61
spa,spa_news_2021_20260404180850.csv,spa_news_2022_20260404180916.csv,735477,659510,75422,10.25,11.44
spa,spa_news_2023_20260404180941.csv,spa_news_2025_20260404181032.csv,690221,844097,77934,11.29,9.23
spa,spa-ud-ancora.csv,spa-ud-pud.csv,17202,3822,425,2.47,11.12
sqi,sqi_community_2017_20260404141617.csv,sqi_newscrawl_2011_20260404141652.csv,483393,116263,51108,10.57,43.96
sqi,sqi_community_2017_20260404141617.csv,sqi_wikipedia_2021_20260404141700.csv,483393,228098,76966,15.92,33.74
sqi,sqi_news_2019_20260404141632.csv,sqi_news_2020_20260404141642.csv,188268,256302,25860,13.74,10.09
sqi,sqi_glot500_latn.csv,sqi_wikipedia_2021_20260404141700.csv,2241960,228098,29602,1.32,12.98
sqi,sqi_community_2017_20260404141617.csv,sqi_news_2019_20260404141632.csv,483393,188268,20946,4.33,11.13
sqi,sqi_community_2017_20260404141617.csv,sqi_news_2020_20260404141642.csv,483393,256302,27012,5.59,10.54
sqi,sqi_community_2017_20260404141617.csv,sqi_glot500_latn.csv,483393,2241960,48535,10.04,2.16
sqi,sqi_news_2020_20260404141642.csv,sqi_newscrawl_2011_20260404141652.csv,256302,116263,11246,4.39,9.67
sqi,sqi_bible.csv,sqi_newscrawl_2011_20260404141652.csv,12502,116263,1155,9.24,0.99
sqi,sqi_news_2019_20260404141632.csv,sqi_newscrawl_2011_20260404141652.csv,188268,116263,10566,5.61,9.09
sqi,sqi_bible.csv,sqi_wikipedia_2021_20260404141700.csv,12502,228098,1066,8.53,0.47
sqi,sqi_glot500_latn.csv,sqi_newscrawl_2011_20260404141652.csv,2241960,116263,9889,0.44,8.51
sqi,sqi_glot500_latn.csv,sqi_news_2019_20260404141632.csv,2241960,188268,15554,0.69,8.26
sqi,sqi_glot500_latn.csv,sqi_news_2020_20260404141642.csv,2241960,256302,20327,0.91,7.93
sqi,sqi_newscrawl_2011_20260404141652.csv,sqi_wikipedia_2021_20260404141700.csv,116263,228098,8976,7.72,3.94
sqi,sqi_news_2019_20260404141632.csv,sqi_wikipedia_2021_20260404141700.csv,188268,228098,14154,7.52,6.21
srd,srd_glot500_latn.csv,srd_wikipedia_2012_20260405090246.csv,194936,17356,2035,1.04,11.73
srd,srd_glot500_latn.csv,srd_wikipedia_2021_20260405090252.csv,194936,39351,6003,3.08,15.26
srd,srd_wikipedia_2012_20260405090246.csv,srd_wikipedia_2021_20260405090252.csv,17356,39351,8479,48.85,21.55
srn,srn_glot500_latn.csv,srn_wikipedia_2021_20260404181228.csv,8273,2132,783,9.46,36.73
srp,srp_news_2019_20260405090344.csv,srp_news_2020_20260405090351.csv,39141,29153,5772,14.75,19.8
srp,srp_news_2019_20260405090344.csv,srp_news_2022_20260405090358.csv,39141,46302,6177,15.78,13.34
srp,srp_news_2020_20260405090351.csv,srp_news_2022_20260405090358.csv,29153,46302,4574,15.69,9.88
srp,srp_glot500_cyrl.csv,srp_wikipedia_2021_20260405090408.csv,1536852,489834,63834,4.15,13.03
srp,srp_news_2022_20260405090358.csv,srp_wikipedia_2021_20260405090408.csv,46302,489834,4166,9.0,0.85
srp,srp_news_2019_20260405090344.csv,srp_wikipedia_2021_20260405090408.csv,39141,489834,3099,7.92,0.63
srp,srp_bible.csv,srp_glot500_latn.csv,15054,2115820,1127,7.49,0.05
srp,srp_glot500_cyrl.csv,srp_news_2022_20260405090358.csv,1536852,46302,3313,0.22,7.16
srp,srp_news_2020_20260405090351.csv,srp_wikipedia_2021_20260405090408.csv,29153,489834,1821,6.25,0.37
srp,srp_glot500_cyrl.csv,srp_news_2019_20260405090344.csv,1536852,39141,2392,0.16,6.11
srp,srp_glot500_cyrl.csv,srp_news_2020_20260405090351.csv,1536852,29153,1466,0.1,5.03
srp,srp-ud.csv,srp_bible.csv,10254,15054,367,3.58,2.44
srp,srp_glot500_latn.csv,srp_news_2020_20260405090351.csv,2115820,29153,1042,0.05,3.57
srp,srp-ud.csv,srp_glot500_cyrl.csv,10254,1536852,302,2.95,0.02
srp,srp-ud.csv,srp_glot500_latn.csv,10254,2115820,299,2.92,0.01
srp,srp-ud.csv,srp_wikipedia_2021_20260405090408.csv,10254,489834,242,2.36,0.05
ssw,ssw_bible.csv,ssw_glot500_latn.csv,9763,140027,12,0.12,0.01
ssw,ssw_bible.csv,ssw_wikipedia_2021_20260404181429.csv,9763,4708,4,0.04,0.08
ssw,ssw_glot500_latn.csv,ssw_wikipedia_2021_20260404181429.csv,140027,4708,916,0.65,19.46
sun,sun_community_2017_20260404181310.csv,sun_glot500_latn.csv,36861,1933388,2324,6.3,0.12
sun,sun_community_2017_20260404181310.csv,sun_wikipedia_2007_20260404181317.csv,36861,17667,6642,18.02,37.6
sun,sun_community_2017_20260404181310.csv,sun_wikipedia_2021_20260404181323.csv,36861,48920,20390,55.32,41.68
sun,sun_glot500_latn.csv,sun_wikipedia_2007_20260404181317.csv,1933388,17667,1889,0.1,10.69
sun,sun_glot500_latn.csv,sun_wikipedia_2021_20260404181323.csv,1933388,48920,3357,0.17,6.86
sun,sun_wikipedia_2007_20260404181317.csv,sun_wikipedia_2021_20260404181323.csv,17667,48920,4755,26.91,9.72
swa,swa_community_2017_20260404181355.csv,swa_glot500_latn.csv,139800,1632372,34910,24.97,2.14
swa,swa_community_2017_20260404181355.csv,swa_news_2019_20260404181403.csv,139800,35918,4961,3.55,13.81
swa,swa_community_2017_20260404181355.csv,swa_news_2020_20260404181409.csv,139800,36215,4942,3.54,13.65
swa,swa_community_2017_20260404181355.csv,swa_newscrawl_2011_20260404181416.csv,139800,72290,54391,38.91,75.24
swa,swa_community_2017_20260404181355.csv,swa_wikipedia_2021_20260404181423.csv,139800,70934,31350,22.42,44.2
swa,swa_glot500_latn.csv,swa_news_2019_20260404181403.csv,1632372,35918,2718,0.17,7.57
swa,swa_glot500_latn.csv,swa_news_2020_20260404181409.csv,1632372,36215,5309,0.33,14.66
swa,swa_glot500_latn.csv,swa_newscrawl_2011_20260404181416.csv,1632372,72290,16109,0.99,22.28
swa,swa_glot500_latn.csv,swa_wikipedia_2021_20260404181423.csv,1632372,70934,11207,0.69,15.8
swa,swa_news_2019_20260404181403.csv,swa_news_2020_20260404181409.csv,35918,36215,4797,13.36,13.25
swa,swa_news_2019_20260404181403.csv,swa_newscrawl_2011_20260404181416.csv,35918,72290,5063,14.1,7.0
swa,swa_news_2019_20260404181403.csv,swa_wikipedia_2021_20260404181423.csv,35918,70934,3850,10.72,5.43
swa,swa_news_2020_20260404181409.csv,swa_newscrawl_2011_20260404181416.csv,36215,72290,5171,14.28,7.15
swa,swa_news_2020_20260404181409.csv,swa_wikipedia_2021_20260404181423.csv,36215,70934,3618,9.99,5.1
swa,swa_newscrawl_2011_20260404181416.csv,swa_wikipedia_2021_20260404181423.csv,72290,70934,5426,7.51,7.65
swe,swe-fi_web_2019_20260404181822.csv,swe_newscrawl_2018_20260404181559.csv,435087,2115320,68317,15.7,3.23
swe,swe_news_2019_20260404181445.csv,swe_news_2020_20260404181459.csv,270314,362121,37184,13.76,10.27
swe,swe-ud-pud.csv,swe-ud-swell.csv,4403,1233,169,3.84,13.71
swe,swe-ud-lines.csv,swe-ud-swell.csv,9505,1233,163,1.71,13.22
swe,swe_news_2022_20260404181514.csv,swe_news_2023_20260404181530.csv,301961,302499,38254,12.67,12.65
swe,swe-se_web_2019_20260404181903.csv,swe_web_2002_20260404181706.csv,4326939,1283116,159972,3.7,12.47
swe,swe_news_2020_20260404181459.csv,swe_news_2022_20260404181514.csv,362121,301961,37330,10.31,12.36
swe,swe_news_2020_20260404181459.csv,swe_news_2023_20260404181530.csv,362121,302499,36464,10.07,12.05
swe,swe_news_2012_300K_20260404181436.csv,swe_news_2019_20260404181445.csv,113815,270314,13459,11.83,4.98
swe,swe_news_2019_20260404181445.csv,swe_news_2022_20260404181514.csv,270314,301961,31930,11.81,10.57
swe,swe_news_2019_20260404181445.csv,swe_news_2023_20260404181530.csv,270314,302499,31761,11.75,10.5
swe,swe-ud-lines.csv,swe-ud-pud.csv,9505,4403,507,5.33,11.51
swe,swe_news_2012_300K_20260404181436.csv,swe_news_2023_20260404181530.csv,113815,302499,12895,11.33,4.26
swe,swe_news_2012_300K_20260404181436.csv,swe_news_2022_20260404181514.csv,113815,301961,12882,11.32,4.27
swe,swe_glot500_latn.csv,swe_wikipedia_2021_20260404181752.csv,4234299,922624,103698,2.45,11.24
swe,swe_news_2012_300K_20260404181436.csv,swe_news_2020_20260404181459.csv,113815,362121,12731,11.19,3.52
swh,swh-tz_web_2013_20260404181336.csv,swh-tz_web_2019_20260404181346.csv,181082,173074,23659,13.07,13.67
swh,swh-tz_web_2013_20260404181336.csv,swh_glot500_latn.csv,181082,65104,2954,1.63,4.54
swh,swh-tz_web_2013_20260404181336.csv,swh_wikipedia_2011_20260404181329.csv,181082,58610,5106,2.82,8.71
swh,swh-tz_web_2019_20260404181346.csv,swh_glot500_latn.csv,173074,65104,3204,1.85,4.92
swh,swh-tz_web_2019_20260404181346.csv,swh_wikipedia_2011_20260404181329.csv,173074,58610,5209,3.01,8.89
swh,swh_glot500_latn.csv,swh_wikipedia_2011_20260404181329.csv,65104,58610,12031,18.48,20.53
szl,szl_glot500_latn.csv,szl_wikipedia_2012_20260405090611.csv,104397,20360,2142,2.05,10.52
szl,szl_glot500_latn.csv,szl_wikipedia_2021_20260405090617.csv,104397,44854,3606,3.45,8.04
szl,szl_wikipedia_2012_20260405090611.csv,szl_wikipedia_2021_20260405090617.csv,20360,44854,9878,48.52,22.02
tah,tah_glot500_latn.csv,tah_wikipedia_2021_20260404182306.csv,3927,326,93,2.37,28.53
tam,tam_community_2017_20260404182451.csv,tam_newscrawl_2011_20260404182711.csv,849926,750062,526198,61.91,70.15
tam,tam_community_2017_20260404182451.csv,tam_wikipedia_2021_20260404182906.csv,849926,713574,122768,14.44,17.2
tam,tam_glot500_taml.csv,tam_wikipedia_2021_20260404182906.csv,3243031,713574,115132,3.55,16.13
tam,tam_community_2017_20260404182451.csv,tam_glot500_taml.csv,849926,3243031,125870,14.81,3.88
tam,tam_news_2019_20260404182634.csv,tam_news_2020_20260404182650.csv,80936,103105,11918,14.73,11.56
tam,tam_glot500_taml.csv,tam_newscrawl_2011_20260404182711.csv,3243031,750062,107411,3.31,14.32
tam,tam-in_web_2019_20260404182951.csv,tam_newscrawl_2011_20260404182711.csv,1098946,750062,89834,8.17,11.98
tam,tam-in_web_2019_20260404182951.csv,tam_glot500_taml.csv,1098946,3243031,128777,11.72,3.97
tam,tam-in_web_2019_20260404182951.csv,tam_community_2017_20260404182451.csv,1098946,849926,99459,9.05,11.7
tam,tam_community_2017_20260404182451.csv,tam_news_2020_20260404182650.csv,849926,103105,11276,1.33,10.94
tam,tam_news_2020_20260404182650.csv,tam_newscrawl_2011_20260404182711.csv,103105,750062,11242,10.9,1.5
tam,tam_news_2020_20260404182650.csv,tam_wikipedia_2021_20260404182906.csv,103105,713574,11101,10.77,1.56
tam,tam_news_2019_20260404182634.csv,tam_newscrawl_2011_20260404182711.csv,80936,750062,8477,10.47,1.13
tam,tam_news_2019_20260404182634.csv,tam_wikipedia_2021_20260404182906.csv,80936,713574,8450,10.44,1.18
tam,tam_community_2017_20260404182451.csv,tam_news_2019_20260404182634.csv,849926,80936,8435,0.99,10.42
tam,tam-in_web_2019_20260404182951.csv,tam_news_2020_20260404182650.csv,1098946,103105,10079,0.92,9.78
tat,tat_community_2017_20260404183100.csv,tat_mixed_2015_20260404183118.csv,312522,322697,269779,86.32,83.6
tat,tat_mixed_2015_20260404183118.csv,tat_news_2005-2011_20260404183135.csv,322697,138354,74191,22.99,53.62
tat,tat_community_2017_20260404183100.csv,tat_news_2005-2011_20260404183135.csv,312522,138354,68208,21.83,49.3
tat,tat_community_2017_20260404183100.csv,tat_glot500_cyrl.csv,312522,1823422,105819,33.86,5.8
tat,tat_glot500_cyrl.csv,tat_mixed_2015_20260404183118.csv,1823422,322697,104359,5.72,32.34
tat,tat_news_2005-2011_20260404183135.csv,tat_web_2018_20260404183150.csv,138354,530897,36484,26.37,6.87
tat,tat_glot500_cyrl.csv,tat_web_2018_1M_20260404183220.csv,1823422,241588,62095,3.41,25.7
tat,tat_web_2018_20260404183150.csv,tat_web_2019_20260404183239.csv,530897,953114,112452,21.18,11.8
tat,tat_glot500_cyrl.csv,tat_news_2005-2011_20260404183135.csv,1823422,138354,29036,1.59,20.99
tat,tat_community_2017_20260404183100.csv,tat_web_2018_1M_20260404183220.csv,312522,241588,50657,16.21,20.97
tat,tat_web_2018_1M_20260404183220.csv,tat_web_2018_20260404183150.csv,241588,530897,50621,20.95,9.53
tat,tat_mixed_2015_20260404183118.csv,tat_web_2018_20260404183150.csv,322697,530897,66271,20.54,12.48
tat,tat_news_2005-2011_20260404183135.csv,tat_web_2018_1M_20260404183220.csv,138354,241588,28309,20.46,11.72
tat,tat_community_2017_20260404183100.csv,tat_web_2018_20260404183150.csv,312522,530897,63360,20.27,11.93
tat,tat_web_2018_1M_20260404183220.csv,tat_web_2019_20260404183239.csv,241588,953114,48801,20.2,5.12
tat,tat_mixed_2015_20260404183118.csv,tat_web_2018_1M_20260404183220.csv,322697,241588,47758,14.8,19.77
tel,tel_community_2017_20260404183332.csv,tel_newscrawl_2011_20260404183431.csv,678894,281295,211188,31.11,75.08
tel,tel_community_2017_20260404183332.csv,tel_wikipedia_2021_20260404183458.csv,678894,518879,155943,22.97,30.05
tel,tel_news_2019_20260404183409.csv,tel_news_2020_20260404183420.csv,74179,113814,10063,13.57,8.84
tel,tel-in_web_2019_20260404183528.csv,tel_news_2020_20260404183420.csv,382674,113814,14464,3.78,12.71
tel,tel-in_web_2019_20260404183528.csv,tel_news_2019_20260404183409.csv,382674,74179,8580,2.24,11.57
tel,tel-in_web_2019_20260404183528.csv,tel_community_2017_20260404183332.csv,382674,678894,41738,10.91,6.15
tel,tel_news_2019_20260404183409.csv,tel_newscrawl_2011_20260404183431.csv,74179,281295,7731,10.42,2.75
tel,tel_community_2017_20260404183332.csv,tel_news_2020_20260404183420.csv,678894,113814,11792,1.74,10.36
tel,tel_news_2020_20260404183420.csv,tel_newscrawl_2011_20260404183431.csv,113814,281295,11447,10.06,4.07
tel,tel_news_2019_20260404183409.csv,tel_wikipedia_2021_20260404183458.csv,74179,518879,7403,9.98,1.43
tel,tel_community_2017_20260404183332.csv,tel_news_2019_20260404183409.csv,678894,74179,7324,1.08,9.87
tel,tel_news_2020_20260404183420.csv,tel_wikipedia_2021_20260404183458.csv,113814,518879,11126,9.78,2.14
tel,tel_newscrawl_2011_20260404183431.csv,tel_wikipedia_2021_20260404183458.csv,281295,518879,27313,9.71,5.26
tel,tel-in_web_2019_20260404183528.csv,tel_newscrawl_2011_20260404183431.csv,382674,281295,27202,7.11,9.67
tel,tel-in_web_2019_20260404183528.csv,tel_wikipedia_2021_20260404183458.csv,382674,518879,33410,8.73,6.44
tel,tel-ud.csv,tel_news_2019_20260404183409.csv,1406,74179,119,8.46,0.16
tet,tet_wikipedia_2012_20260404183554.csv,tet_wikipedia_2021_20260404183559.csv,3492,7639,1751,50.14,22.92
tgk,tgk_community_2017_20260404182314.csv,tgk_newscrawl_2011_20260404182346.csv,263819,104065,64734,24.54,62.21
tgk,tgk_community_2017_20260404182314.csv,tgk_glot500_cyrl.csv,263819,6125768,57116,21.65,0.93
tgk,tgk-tj_web_2019_20260404182411.csv,tgk_glot500_cyrl.csv,431983,6125768,84687,19.6,1.38
tgk,tgk_community_2017_20260404182314.csv,tgk_wikipedia_2021_20260404182358.csv,263819,96103,15099,5.72,15.71
tgk,tgk_glot500_cyrl.csv,tgk_newscrawl_2011_20260404182346.csv,6125768,104065,16272,0.27,15.64
tgk,tgk-tj_web_2019_20260404182411.csv,tgk_wikipedia_2021_20260404182358.csv,431983,96103,10670,2.47,11.1
tgk,tgk_glot500_cyrl.csv,tgk_wikipedia_2021_20260404182358.csv,6125768,96103,10278,0.17,10.69
tgk,tgk-tj_web_2019_20260404182411.csv,tgk_community_2017_20260404182314.csv,431983,263819,23618,5.47,8.95
tgk,tgk-tj_web_2019_20260404182411.csv,tgk_newscrawl_2011_20260404182346.csv,431983,104065,9162,2.12,8.8
tgk,tgk_community_2017_20260404182314.csv,tgk_glot500_latn.csv,263819,1247594,19982,7.57,1.6
tgk,tgk_glot500_latn.csv,tgk_newscrawl_2011_20260404182346.csv,1247594,104065,7735,0.62,7.43
tgk,tgk_newscrawl_2011_20260404182346.csv,tgk_wikipedia_2021_20260404182358.csv,104065,96103,5772,5.55,6.01
tgk,tgk_glot500_arab.csv,tgk_glot500_cyrl.csv,277207,6125768,6820,2.46,0.11
tgk,tgk_glot500_cyrl.csv,tgk_glot500_latn.csv,6125768,1247594,30639,0.5,2.46
tgk,tgk_glot500_latn.csv,tgk_wikipedia_2021_20260404182358.csv,1247594,96103,1709,0.14,1.78
tgk,tgk_glot500_arab.csv,tgk_glot500_latn.csv,277207,1247594,2818,1.02,0.23
tgl,tgl_community_2017_20260404182149.csv,tgl_newscrawl_2011_20260404182235.csv,199709,97757,67917,34.01,69.48
tgl,tgl_community_2017_20260404182149.csv,tgl_newscrawl_2013_300K_20260404182246.csv,199709,84295,45050,22.56,53.44
tgl,tgl_community_2017_20260404182149.csv,tgl_wikipedia_2021_20260404182255.csv,199709,96323,40272,20.17,41.81
tgl,tgl_newscrawl_2011_20260404182235.csv,tgl_newscrawl_2013_300K_20260404182246.csv,97757,84295,30137,30.83,35.75
tgl,tgl_community_2017_20260404182149.csv,tgl_glot500_latn.csv,199709,2012137,66030,33.06,3.28
tgl,tgl_glot500_latn.csv,tgl_newscrawl_2011_20260404182235.csv,2012137,97757,26493,1.32,27.1
tgl,tgl_glot500_latn.csv,tgl_newscrawl_2013_300K_20260404182246.csv,2012137,84295,18756,0.93,22.25
tgl,tgl_glot500_latn.csv,tgl_wikipedia_2021_20260404182255.csv,2012137,96323,18516,0.92,19.22
tgl,tgl_news_2019_20260404182213.csv,tgl_news_2020_20260404182221.csv,35081,41128,4865,13.87,11.83
tgl,tgl_news_2019_20260404182213.csv,tgl_newscrawl_2013_300K_20260404182246.csv,35081,84295,4309,12.28,5.11
tgl,tgl_news_2020_20260404182221.csv,tgl_newscrawl_2013_300K_20260404182246.csv,41128,84295,5025,12.22,5.96
tgl,tgl_glot500_latn.csv,tgl_news_2020_20260404182221.csv,2012137,41128,4892,0.24,11.89
tgl,tgl_community_2017_20260404182149.csv,tgl_news_2020_20260404182221.csv,199709,41128,4404,2.21,10.71
tgl,tgl_community_2017_20260404182149.csv,tgl_news_2019_20260404182213.csv,199709,35081,3545,1.78,10.11
tgl,tgl_news_2020_20260404182221.csv,tgl_newscrawl_2011_20260404182235.csv,41128,97757,4084,9.93,4.18
tgl,tgl_news_2019_20260404182213.csv,tgl_newscrawl_2011_20260404182235.csv,35081,97757,3453,9.84,3.53
tha,tha_community_2017_20260404183606.csv,tha_newscrawl_2011_20260404183640.csv,151250,459139,50074,33.11,10.91
tha,tha_bible.csv,tha_glot500_thai.csv,93351,19583287,25404,27.21,0.13
tha,tha-ud-tud.csv,tha_community_2017_20260404183606.csv,2637,151250,390,14.79,0.26
