file,language,dominant_script,dominant_pct,top_scripts
cym_wikipedia_2007_20260405092547.csv,cym,Latin,98.99,Latin 99.0%; Cyrillic 0.4%; Arabic 0.3%; Greek 0.2%
cym_wikipedia_2021_20260405092555.csv,cym,Latin,99.62,Latin 99.6%; Greek 0.1%; Cyrillic 0.1%; Han 0.1%
dan-dk_web-public_2019_20260404153648.csv,dan,Latin,99.98,Latin 100.0%; Greek 0.0%; Cyrillic 0.0%; Han 0.0%
dan-dk_web_2019_20260404153457.csv,dan,Latin,99.98,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%; Han 0.0%
dan-ud.csv,dan,Latin,100.0,Latin 100.0%
dan_bible.csv,dan,Latin,100.0,Latin 100.0%
dan_glot500_latn.csv,dan,Latin,99.72,Latin 99.7%; Cyrillic 0.1%; Greek 0.1%; Han 0.0%
dan_mixed-freqdic_2018_20260404152912.csv,dan,Latin,99.94,Latin 99.9%; Cyrillic 0.0%; Greek 0.0%; Han 0.0%
dan_mixed_2012_deu_20260404152824.csv,dan,Latin,99.99,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%; Armenian 0.0%
dan_news_2012_1M_20260404153205.csv,dan,Latin,100.0,Latin 100.0%; Han 0.0%
dan_news_2019_20260404153215.csv,dan,Latin,100.0,Latin 100.0%; Armenian 0.0%; Cyrillic 0.0%
dan_news_2020_20260404153225.csv,dan,Latin,100.0,Latin 100.0%; Armenian 0.0%
dan_news_2022_20260404153235.csv,dan,Latin,100.0,Latin 100.0%; Han 0.0%
dan_newscrawl_2023_20260404153319.csv,dan,Latin,99.99,Latin 100.0%; Cyrillic 0.0%; Armenian 0.0%; Greek 0.0%
dan_wikipedia_2021_20260404153423.csv,dan,Latin,99.78,Latin 99.8%; Han 0.1%; Cyrillic 0.1%; Greek 0.1%
deu-ud-gsd.csv,deu,Latin,99.98,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%
deu-ud-hdt.csv,deu,Latin,100.0,Latin 100.0%
deu-ud-lit.csv,deu,Latin,100.0,Latin 100.0%
deu-ud-pud.csv,deu,Latin,100.0,Latin 100.0%
deu_bible.csv,deu,Latin,100.0,Latin 100.0%
deu_glot500_latn.csv,deu,Latin,99.42,Latin 99.4%; Cyrillic 0.2%; Han 0.1%; Greek 0.1%
deu_mixed_2011_dan_20260404155447.csv,deu,Latin,99.99,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%
deu_news-gnd_2010_10K_20260404162055.csv,deu,Latin,100.0,Latin 100.0%
deu_news_2008_100K_20260404155455.csv,deu,Latin,100.0,Latin 100.0%
deu_news_2010_1M_20260404155523.csv,deu,Latin,100.0,Latin 100.0%; Greek 0.0%
