file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
rue,49438,176276,1067,88150,1763,96958,2848,105767,4468,114584,6910,123396,8085,126921,9538,130445,11301,133971,13064,137497,14826,141021,15946,142784,17709,144547,19472,146310,21234,148072,22997,149835,24760,151598,26523,153361,28285,155123,30048,156886,31811,158649,32692,159530,33574,160412,34455,161293,35336,162174,36218,163056,37099,163937,37981,164819,38862,165700,39743,166581,40625,167463,41506,168344,42387,169225,43269,170107,44150,170988,45032,171870,45913,172751,46794,173632,47676,174514,48557,175395,49438,176276,133,57447,1891,98238,2471,103128,14831,141031
run,50832,329931,611,165015,894,181499,1300,197976,1898,214456,2828,230961,3334,237560,3950,244152,4710,250751,5644,257352,6816,263948,7476,267248,8259,270544,9084,273844,10060,277143,11160,280443,12260,283743,13780,287040,15430,290340,17080,293640,18729,296938,19554,298588,21139,300238,22788,301887,24438,303537,26088,305187,27737,306836,29387,308486,31037,310136,32686,311785,34336,313435,35986,315085,37635,316734,39285,318384,40935,320034,42584,321683,44234,323333,45884,324983,47533,326632,49183,328282,50832,329931,395,147333,4009,244742,2541,226592,15249,289978
rup,9581,31471,335,15746,512,17315,771,18885,1135,20457,1641,22032,1912,22661,2226,23289,2541,23919,2856,24549,3287,25177,3602,25492,3917,25807,4231,26121,4546,26436,4861,26751,5176,27066,5490,27380,5805,27695,6120,28010,6434,28324,6592,28482,6749,28639,6906,28796,7064,28954,7221,29111,7379,29269,7536,29426,7693,29583,7851,29741,8008,29898,8165,30055,8323,30213,8480,30370,8637,30527,8795,30685,8952,30842,9109,30999,9267,31157,9424,31314,9581,31471,28,8217,388,16278,479,17060,2874,24585
rus,23435509,4873917160,1403,2437161276,2241,2680870037,3487,2924486010,5375,3168140713,8309,3411795460,9912,3509227802,11870,3606726174,14266,3704200636,17236,3801666652,20971,3899149291,23202,3947879881,25737,3996614442,28632,4045365468,31959,4094092098,35805,4142834819,40291,4191576686,45580,4240315933,51885,4289047514,59505,4337786279,68869,4386527514,74392,4410896180,80613,4435266219,87651,4459634626,95663,4484004574,104874,4508374311,115522,4532744833,127964,4557112955,142690,4581482598,160419,4605851745,182128,4630221613,209235,4654591388,243986,4678960606,290206,4703330342,354462,4727699846,450117,4752069398,606871,4776438918,906338,4800808438,1655479,4825178005,4776821,4849547576,23435509,4873917160,665698,4782812542,2512592,4836681515,1171775,4812628869,7030652,4855418328
sag,679,2837,18,1436,25,1565,36,1704,54,1847,81,1986,96,2046,112,2102,131,2159,149,2213,178,2271,192,2299,206,2327,220,2355,235,2385,254,2412,282,2440,311,2469,339,2497,367,2525,396,2554,410,2568,424,2582,438,2596,453,2611,467,2625,481,2639,495,2653,509,2667,523,2681,538,2696,552,2710,566,2724,580,2738,594,2752,609,2767,623,2781,637,2795,651,2809,665,2823,679,2837,4,913,39,1736,33,1669,203,2321
sah,127387,1153200,861,576629,1259,634311,1846,691934,2751,749591,4165,807246,4948,830321,5901,853373,7075,876438,8528,899501,10361,922569,11466,934098,12715,945627,14144,957161,15785,968693,17685,980224,19877,991752,22376,1003284,25259,1014816,28808,1026348,32652,1037880,34750,1043647,37633,1049413,40516,1055179,43399,1060945,46282,1066711,49165,1072477,52429,1078242,58195,1084008,63961,1089774,69727,1095540,75493,1101306,81259,1107072,87025,1112838,92791,1118604,98557,1124370,104323,1130136,110089,1135902,115855,1141668,121621,1147434,127387,1153200,1525,663241,11754,936978,6369,863141,38216,1050579
san,374967,1473411,2789,736730,4862,810386,8521,884053,15111,957718,27055,1031391,34223,1060856,43549,1090326,55025,1119793,69759,1149261,84493,1178729,95019,1193463,109754,1208198,124488,1222932,139222,1237666,153956,1252400,168690,1267134,183424,1281868,198158,1296602,212892,1311336,227626,1326070,234993,1333437,242361,1340805,249728,1348172,257095,1355539,264462,1362906,271829,1370273,279196,1377640,286563,1385007,293930,1392374,301297,1399741,308664,1407108,316031,1414475,323398,1421842,330765,1429209,338132,1436576,345499,1443943,352866,1451310,360233,1458677,367600,1466044,374967,1473411,1267,633542,13457,942918,18748,985011,112490,1210934
scn,72512,582831,188,291583,336,320579,586,349756,1044,378879,1832,407991,2299,419643,2888,431310,3646,442958,4623,454611,5894,466271,6658,472095,7527,477925,8498,483751,9660,489583,10968,495410,12425,501238,14192,507065,16135,512894,18280,518721,21194,524549,22651,527463,24108,530377,25565,533291,27022,536205,28800,539119,31714,542033,34628,544947,37543,547862,40457,550776,43371,553690,46285,556604,49199,559518,52113,562432,55028,565347,57942,568261,60856,571175,63770,574089,66684,577003,69598,579917,72512,582831,534,344936,5076,459149,3625,442664,21753,525667
sco,50459,640622,157,320659,270,352486,448,384490,723,416435,1157,448441,1396,461286,1691,474078,2055,486885,2504,499696,3056,512514,3380,518921,3743,525318,4153,531726,4625,538128,5178,544531,5810,550941,6549,557348,7410,563752,8414,570158,9602,576561,10243,579766,11014,582969,11815,586173,12676,589374,13744,592578,14811,595779,15879,598983,17477,602185,19079,605389,20680,608591,22282,611795,24835,614998,28038,618201,31241,621404,34444,624607,37647,627810,40850,631013,44053,634216,47256,637419,50459,640622,673,411606,5761,550500,2522,500164,15137,596757
scr,167116,1429595,754,714878,1265,786345,1973,857769,3116,929266,5099,1000733,6297,1029315,7805,1057912,9678,1086494,12018,1115094,14925,1143677,16659,1157977,18600,1172272,20767,1186564,23150,1200862,25999,1215156,29164,1229454,32738,1243750,36974,1258045,41739,1272340,46910,1286636,50484,1293784,54058,1300932,57632,1308080,61206,1315228,64780,1322376,68354,1329524,74193,1336672,81341,1343820,88489,1350968,95637,1358116,102785,1365264,109933,1372412,117081,1379560,124229,1386708,131377,1393856,138525,1401004,145673,1408152,152821,1415300,159969,1422448,167116,1429595,1655,828810,13871,1134191,8355,1066978,50134,1293084
sgs,41292,129647,1101,64829,1776,71311,2817,77790,4389,84272,6771,90754,8067,93346,9364,95940,10660,98532,12770,101125,15363,103718,16660,105015,17956,106311,19253,107608,20549,108904,21845,110200,23142,111497,24438,112793,25735,114090,27031,115386,28328,116683,28976,117331,29624,117979,30273,118628,30921,119276,31569,119924,32217,120572,32865,121220,33514,121869,34162,122517,34810,123165,35458,123813,36107,124462,36755,125110,37403,125758,38051,126406,38700,127055,39348,127703,39996,128351,40644,128999,41292,129647,106,35387,1420,68263,2064,73416,12387,100742
sin,352694,5440746,1174,2720940,1678,2992747,2405,3264594,3499,3536632,5178,3808591,6107,3917416,7242,4026205,8642,4134989,10390,4243815,12620,4352623,13970,4407040,15520,4461415,17316,4515846,19399,4570245,21836,4624652,24712,4679054,28145,4733451,32304,4787865,37356,4842271,43595,4896677,47275,4923881,51390,4951084,55924,4978288,61354,5005491,67368,5032693,74169,5059897,82196,5087098,91264,5114302,101116,5141505,114718,5168709,128320,5195913,141922,5223117,162268,5250320,189472,5277524,216676,5304728,243880,5331932,271083,5359135,298287,5386339,325491,5413543,352694,5440746,6453,3952892,38011,4848821,17634,4524750,105808,5150889
skr,19241,106389,262,53212,402,58514,618,63852,948,69160,1446,74475,1715,76602,2037,78733,2423,80859,2876,82987,3408,85115,3753,86178,4107,87240,4462,88305,4882,89368,5414,90432,5946,91496,6478,92560,7010,93624,7542,94688,8603,95751,9135,96283,9666,96814,10198,97346,10730,97878,11262,98410,11794,98942,12326,99474,12858,100006,13390,100538,13922,101070,14454,101602,14986,102134,15518,102666,16050,103198,16582,103730,17114,104262,17646,104794,18178,105326,18710,105858,19241,106389,101,42688,1315,73296,962,69342,5772,91148
slk,1449804,84048422,1122,42031494,1825,46228047,2910,50431497,4595,54632639,7222,58833981,8644,60515900,10378,62196705,12505,63876816,15121,65558281,18386,67238805,20343,68079377,22569,68919851,25117,69760483,28037,70600680,31402,71441268,35296,72281706,39824,73122129,45161,73962684,51544,74803109,59275,75643676,63773,76063888,68781,76484096,74389,76904320,80702,77324608,87870,77744793,96050,78165068,105459,78585308,116406,79005532,129287,79425776,144630,79846011,163167,80266260,186096,80686496,215107,81106732,252816,81526975,303968,81947217,376482,82367458,487670,82787698,669872,83207938,1029562,83628180,1449804,84048422,58812,75597879,255561,81554425,72490,76767425,434941,82614937
slv,1308165,99224881,581,49616624,1043,54575947,1792,59538295,2950,64499004,4758,69459469,5751,71443267,6960,73426537,8436,75411395,10260,77396021,12525,79380335,13878,80372260,15412,81364971,17158,82356932,19157,83349256,21457,84341541,24128,85333683,27245,86325665,30929,87318090,35310,88310302,40585,89302446,43641,89798644,47041,90294681,50845,90790837,55120,91286907,59968,91783056,65499,92279172,71855,92775335,79245,93271440,87927,93767561,98263,94263647,110774,94759795,126231,95255914,145849,95752030,171587,96248148,206921,96744266,258461,97240387,339922,97736510,482077,98232634,812041,98728757,1308165,99224881,58543,91643853,233096,97023004,65408,92271528,392449,97955641
sme,28563,115042,433,57534,739,63287,1217,69029,1937,74783,3046,80533,3621,82833,4352,85134,5118,87432,6184,89733,7335,92035,7910,93185,8485,94335,9060,95485,10157,96636,11307,97786,12458,98937,13608,100087,14758,101237,15909,102388,17059,103538,17635,104114,18210,104689,18785,105264,19360,105839,19935,106414,20511,106990,21086,107565,21661,108140,22236,108715,22811,109290,23387,109866,23962,110441,24537,111016,25112,111591,25687,112166,26263,112742,26838,113317,27413,113892,27988,114467,28563,115042,105,42384,1279,69649,1428,70990,8568,94501
smi,39077,296833,443,148465,663,163275,976,178108,1445,192963,2125,207795,2483,213728,2911,219657,3429,225600,4058,231533,4847,237471,5309,240440,5803,243404,6396,246374,7020,249340,7763,252312,8512,255279,9501,258246,10491,261216,11650,264183,13134,267151,13876,268635,14618,270119,15360,271603,16102,273087,16844,274571,18299,276055,19783,277539,21268,279024,22752,280508,24236,281992,25720,283476,27204,284960,28688,286444,30173,287929,31657,289413,33141,290897,34625,292381,36109,293865,37593,295349,39077,296833,349,140022,3701,228320,1953,204557,11723,264329
smo,5237,55029,21,27609,36,30339,58,33074,93,35827,143,38527,172,39633,209,40739,254,41827,310,42935,379,44036,420,44581,467,45129,521,45683,581,46229,651,46778,732,47327,824,47879,934,48430,1060,48978,1198,49530,1288,49802,1380,50078,1472,50354,1574,50628,1711,50902,1849,51178,1987,51454,2124,51728,2262,52004,2486,52278,2761,52553,3036,52828,3311,53103,3587,53379,3862,53654,4137,53929,4412,54204,4687,54479,4962,54754,5237,55029,57,32975,527,45743,261,41979,1571,50622
sna,289222,2624424,1118,1312469,1712,1443498,2666,1574661,4223,1705922,6843,1837125,8356,1889589,10256,1942083,12672,1994564,15772,2047063,19764,2099551,22229,2125784,25029,2152032,28244,2178278,31964,2204517,36314,2230761,41434,2257005,47387,2283252,53948,2309496,62478,2335740,71226,2361984,77109,2375105,83670,2388227,90231,2401349,96792,2414471,103353,2427593,109914,2440715,118635,2453837,131757,2466959,144879,2480081,158001,2493203,171123,2506325,184246,2519448,197368,2532570,210490,2545692,223612,2558814,236734,2571936,249856,2585058,262978,2598180,276100,2611302,289222,2624424,2893,1598244,23277,2136264,14461,2026464,86766,2394419
snd,121640,2272873,362,1136953,539,1250591,796,1364000,1177,1477591,1755,1591106,2070,1636575,2448,1681932,2906,1727461,3470,1772843,4184,1818313,4609,1841030,5092,1863782,5645,1886485,6283,1909216,7020,1931961,7877,1954693,8882,1977411,10080,2000132,11525,2022859,13292,2045586,14338,2056960,15503,2068322,16810,2079685,18282,2091047,19955,2102411,21849,2113775,24109,2125138,26701,2136503,29542,2147867,33236,2159230,37024,2170594,42500,2181960,48182,2193324,53864,2204688,64819,2216052,76183,2227416,87547,2238780,98912,2250145,110276,2261509,121640,2272873,2668,1704953,15215,2065730,6082,1902393,36492,2168998
som,246963,5975511,230,2989170,368,3286744,583,3586250,916,3884480,1461,4183217,1773,4302686,2164,4422057,2661,4541526,3298,4660956,4115,4780485,4611,4840173,5182,4899996,5848,4959757,6632,5019495,7561,5079198,8668,5138946,10006,5198696,11631,5258473,13622,5318217,16101,5377965,17587,5407855,19268,5437729,21183,5467605,23388,5497473,25955,5527355,28940,5557231,32450,5587104,36569,5616984,41492,5646860,47447,5676740,54774,5706615,63827,5736491,73958,5766369,88897,5796247,103836,5826125,127453,5856001,157331,5885879,187208,5915756,217086,5945634,246963,5975511,5101,4892019,28423,5552578,12348,5281434,74088,5766629
sot,26220,467315,44,234157,77,257335,131,280551,229,303839,390,327186,482,336508,596,345851,737,355203,911,364521,1128,373887,1256,378532,1402,383213,1570,387896,1761,392564,1981,397232,2230,401901,2520,406573,2860,411242,3265,415921,3752,420587,4034,422924,4341,425258,4675,427596,5054,429931,5464,432271,5931,434606,6453,436941,7037,439277,7724,441614,8503,443951,9334,446286,10503,448624,11671,450960,12839,453296,14538,455633,16874,457969,19211,460306,21547,462642,23884,464979,26220,467315,443,332800,3532,418607,1311,380376,7866,442040
spa,6969897,4160457389,117,2082331538,232,2288281607,428,2496364220,734,2704647300,1219,2912649308,1488,2995673626,1817,3078842174,2219,3162065826,2715,3245230899,3341,3328383590,3717,3370005846,4146,3411617136,4637,3453201170,5204,3494804687,5855,3536397682,6610,3578042487,7490,3619630499,8528,3661229201,9766,3702826903,11275,3744421157,12153,3765227349,13131,3786018324,14228,3806826387,15469,3827622696,16890,3848426544,18516,3869233085,20401,3890031952,22611,3910837694,25230,3931637104,28387,3952434984,32254,3973239775,37092,3994041892,43315,4014843790,51659,4035644259,63465,4056446101,81456,4077248298,112194,4098050864,177859,4118852904,410333,4139655106,6969897,4160457389,255983,4129920998,909662,4149238821,348494,4136747148,2090969,4154755604
sqi,1235489,136118734,135,68123080,269,74880526,524,81691845,950,88482400,1646,95286414,2031,98006836,2499,100729334,3079,103452387,3798,106174690,4696,108897690,5229,110256187,5831,111618396,6515,112980031,7301,114339748,8204,115702191,9247,117062914,10460,118424111,11895,119785045,13604,121146188,15672,122507093,16887,123187653,18248,123868410,19780,124548999,21513,125229418,23492,125909906,25772,126590535,28423,127271168,31534,127951650,35248,128632241,39762,129312884,45366,129993492,52493,130674001,61794,131354626,74484,132035184,92785,132715782,121505,133396377,172189,134076961,278640,134757549,554896,135438141,1235489,136118734,47660,130231921,175499,134110061,61774,131353366,370646,135067391
srd,66052,560782,84,280570,193,308540,413,336546,824,364519,1565,392553,1999,403775,2550,414981,3262,426203,4161,437414,5298,448626,5978,454236,6750,459845,7627,465453,8597,471057,9719,476667,11022,482273,12424,487881,14194,493491,16063,499098,18338,504705,19740,507509,21142,510313,22544,513117,23946,515921,25348,518725,26798,521528,29602,524332,32406,527136,35209,529939,38013,532743,40817,535547,43621,538351,46425,541155,49229,543959,52033,546763,54837,549567,57641,552371,60445,555175,63249,557979,66052,560782,380,333395,4895,444999,3302,426763,19815,507659
srn,2992,14286,27,7198,39,7891,58,8582,93,9288,159,10003,199,10290,249,10572,314,10861,399,11144,498,11430,569,11572,641,11716,712,11858,784,12002,855,12144,992,12286,1135,12429,1278,12572,1421,12715,1564,12858,1635,12929,1707,13001,1778,13072,1850,13144,1921,13215,1992,13286,2064,13358,2135,13429,2207,13501,2278,13572,2350,13644,2421,13715,2492,13786,2564,13858,2635,13929,2707,14001,2778,14072,2850,14144,2921,14215,2992,14286,22,6760,143,9859,149,9913,897,12191
srp,944590,28605504,862,14304967,1485,15733273,2452,17164138,3967,18594315,6347,20024157,7658,20596015,9252,21168273,11196,21740340,13612,22312340,16650,22884568,18468,23170552,20546,23456610,22928,23742606,25668,24028639,28844,24314683,32568,24600771,36967,24886820,42219,25172876,48552,25458913,56315,25744972,60882,25887993,66028,26031031,71831,26174045,78450,26317067,86038,26460102,94836,26603123,105070,26746159,117089,26889177,131341,27032203,148376,27175232,169454,27318258,195508,27461288,228367,27604315,271111,27747339,327176,27890368,398689,28033394,515508,28176422,658535,28319449,801563,28462477,944590,28605504,25195,23982154,128520,27006814,47229,25403680,283377,27784137
ssw,22644,150749,194,75449,277,82941,402,90478,598,98001,922,105526,1109,108548,1343,111559,1641,114571,2018,117585,2494,120604,2791,122111,3124,123615,3501,125123,3939,126630,4442,128139,4944,129645,5628,131153,6382,132661,7135,134167,7889,135675,8323,136428,9077,137182,9831,137936,10585,138690,11338,139443,12092,140197,12846,140951,13600,141705,14353,142458,15107,143212,15861,143966,16615,144720,17368,145473,18122,146227,18876,146981,19630,147735,20383,148488,21137,149242,21891,149996,22644,150749,214,77527,1568,113914,1132,108870,6793,133483
sun,87661,1004095,488,502224,731,552363,1088,602518,1630,652710,2448,702873,2896,722978,3441,743051,4106,763116,4932,783201,5977,803291,6599,813324,7299,823361,8101,833399,9009,843449,10050,853481,11240,863525,12611,873563,14211,883605,16091,893649,18317,903686,19572,908706,20860,913727,22534,918749,24207,923768,25881,928790,28058,933809,30568,938829,33079,943851,35589,948871,38099,953891,42477,958911,47498,963932,52518,968952,57539,973973,62559,978993,67580,984014,72600,989034,77621,994055,82641,999075,87661,1004095,1250,619981,9672,850079,4383,770367,26298,930041
swa,281511,7204953,249,3605473,366,3964521,533,4324714,780,4683856,1162,5044150,1378,5188011,1649,5331724,1997,5475938,2455,5620071,3066,5764112,3450,5836028,3904,5908096,4445,5980116,5095,6052197,5880,6124243,6838,6196286,8021,6268351,9501,6340401,11390,6412432,13823,6484474,15298,6520492,16990,6556511,18939,6592538,21201,6628568,23834,6664582,26935,6700614,30630,6736636,34977,6772659,40333,6808684,46812,6844708,54774,6880734,64507,6916757,76515,6952781,92461,6988805,110474,7024831,137412,7060854,173437,7096879,209462,7132904,245487,7168929,281511,7204953,5144,6057107,29363,6725233,14075,6491013,84453,6972789
swe,11669295,1412366107,176,706538216,313,776812796,560,847479303,997,918110274,1781,988674685,2237,1016906847,2815,1045168399,3561,1073400882,4546,1101658256,5860,1129903975,6685,1144027006,7657,1158140917,8819,1172267471,10207,1186395764,11879,1200512638,13931,1214636544,16512,1228762712,19761,1242885016,23918,1257008009,29347,1271129543,32706,1278191369,36625,1285253745,41229,1292315253,46698,1299377208,53250,1306439164,61177,1313500761,70896,1320562321,82963,1327624194,98247,1334686175,118054,1341747920,144375,1348809697,180422,1355871465,231827,1362933393,308850,1369995190,431942,1377056984,646982,1384118786,1071314,1391180617,2062424,1398242447,4732198,1405304278,11669295,1412366107,253747,1365266960,1225910,1392802194,583464,1382446342,3500788,1402841458
swh,535686,28922174,197,14471352,283,15911873,408,17357667,589,18800386,876,20247583,1032,20826987,1224,21402620,1466,21982422,1785,22559985,2215,23138552,2483,23427488,2797,23716212,3169,24005425,3621,24294940,4172,24584185,4844,24873441,5670,25162419,6697,25451741,7995,25740816,9674,26030039,10697,26174614,11886,26319189,13268,26463836,14877,26608462,16764,26753076,18986,26897666,21643,27042248,24849,27186876,28783,27331472,33697,27476090,39909,27620695,47940,27765303,58600,27909905,73129,28054512,93809,28199120,124346,28343734,170703,28488343,246465,28632953,391076,28777564,535686,28922174,13028,26440213,67447,28003659,26784,27261821,160705,28461602
szl,68966,484530,48,242642,116,266581,271,290718,584,314951,1233,339189,1658,348874,2226,358553,2979,368248,3999,377938,5371,387626,6193,392472,7162,397317,8358,402162,9569,407006,11154,411853,12769,416698,15045,421542,17468,426388,19890,431232,22313,436078,23524,438500,25359,440923,27781,443345,30204,445768,32627,448191,35049,450613,37472,453036,39895,455459,42317,457881,44740,460304,47163,462727,49585,465149,52008,467572,54431,469995,56853,472417,59276,474840,61699,477263,64121,479685,66544,482108,68966,484530,301,293876,3534,373930,3448,373070,20689,432830
tah,499,1939,14,979,21,1069,31,1165,46,1264,68,1358,80,1398,93,1437,106,1476,123,1513,143,1553,152,1571,162,1591,172,1611,189,1629,209,1649,228,1668,247,1687,267,1707,286,1726,306,1746,315,1755,325,1765,335,1775,344,1784,354,1794,364,1804,373,1813,383,1823,393,1833,403,1843,412,1852,422,1862,432,1872,441,1881,451,1891,461,1901,470,1910,480,1920,490,1930,499,1939,3,590,27,1130,24,1100,149,1565
tam,3126892,57506497,3015,28753969,4516,31628936,6842,34504302,10540,37379319,16648,40254746,20186,41404772,24665,42554990,30400,43705040,37845,44855185,47760,46005218,53981,46580295,61275,47155343,69891,47730448,80173,48305469,92571,48880537,107634,49455595,126187,50030673,149366,50605729,178752,51180793,216694,51755858,239822,52043390,266668,52330922,297445,52618453,333303,52905984,375592,53193515,424976,53481046,482482,53768576,554226,54056111,639682,54343641,735526,54631173,866596,54918705,1010363,55206239,1154129,55493771,1401698,55781303,1689230,56068835,1976763,56356368,2264295,56643900,2551828,56931433,2839360,57218965,3126892,57506497,47973,46026518,277206,52436302,156344,50755558,938067,55061647
tat,2448376,232796806,1269,116402568,1823,128045600,2609,139689418,3739,151321489,5438,162959045,6367,167618080,7493,172271229,8855,176925774,10531,181583152,12640,186238757,13902,188566266,15329,190893831,16959,193221963,18842,195550359,21037,197877960,23606,200205632,26643,202533708,30282,204861683,34712,207189484,40206,209517391,43468,210681191,47143,211845240,51326,213009131,56125,214173154,61672,215337132,68171,216501137,75838,217665054,84977,218829085,96071,219993062,109750,221157035,126905,222320962,148992,223484951,178310,224648924,218596,225812923,276658,226976896,365677,228140874,513335,229304858,780404,230468838,1292421,231632823,2448376,232796806,93348,219728423,387042,228354524,122418,222042140,734512,230331153
tcy,45206,139280,2096,69643,2998,76606,4262,83571,6029,90532,8536,97496,9929,100282,11322,103068,12715,105854,14565,108639,17350,111424,18743,112817,20136,114210,21529,115603,22922,116996,24314,118388,25707,119781,27100,121174,28493,122567,29886,123960,31278,125352,31975,126049,32671,126745,33368,127442,34064,128138,34760,128834,35457,129531,36153,130227,36850,130924,37546,131620,38242,132316,38939,133013,39635,133709,40332,134406,41028,135102,41724,135798,42421,136495,43117,137191,43814,137888,44510,138584,45206,139280,97,24852,1992,68707,2260,71114,13561,107546
tel,1915706,30422159,2804,15212408,4199,16732286,6302,18253383,9609,19774570,15012,21295580,18111,21903977,22027,22512509,27034,23120857,33543,23729331,42175,24337780,47565,24641993,53876,24946198,61342,25250401,70275,25554627,81027,25858839,94145,26163060,110316,26467291,130495,26771505,156043,27075731,188872,27379951,208734,27532059,231403,27684168,257034,27836280,287456,27988390,322734,28140500,360761,28292608,408630,28444721,459333,28596830,521836,28748942,597891,28901052,673946,29053162,750002,29205274,850931,29357384,1003042,29509495,1155153,29661606,1307263,29813716,1459374,29965827,1611485,30117938,1763596,30270049,1915706,30422159,28694,23292378,169085,27206923,95785,26197500,574711,28854692
tet,12151,70231,111,35117,185,38637,300,42141,477,45662,748,49163,897,50571,1076,51973,1292,53381,1559,54783,1888,56187,2064,56891,2290,57591,2524,58293,2758,58995,3065,59698,3416,60400,3767,61102,4118,61804,4469,62506,5128,63208,5480,63560,5831,63911,6182,64262,6533,64613,6884,64964,7235,65315,7586,65666,7938,66018,8289,66369,8640,66720,8991,67071,9342,67422,9693,67773,10045,68125,10396,68476,10747,68827,11098,69178,11449,69529,11800,69880,12151,70231,80,32746,815,49833,607,47527,3645,60858
tgk,1067018,56556699,566,28288841,836,31109146,1216,33938660,1763,36765405,2579,39592345,3017,40721746,3547,41852320,4192,42983233,5000,44114495,6022,45245820,6636,45811729,7336,46377019,8147,46942499,9091,47507757,10209,48073566,11535,48638976,13124,49204600,15051,49770075,17431,50335494,20440,50901060,22249,51183946,24314,51466702,26683,51749438,29430,52032188,32648,52315016,36458,52597773,41024,52880551,46567,53163298,53408,53446088,61978,53728865,72956,54011667,87366,54294447,106827,54577224,134022,54860003,173777,55142784,234547,55425569,334413,55708350,501452,55991133,784235,56273916,1067018,56556699,28613,51952620,127037,54797138,53350,53443942,320105,55679734
tgl,426626,21839838,114,10922281,220,12016359,421,13105579,768,14197170,1363,15288742,1702,15724814,2121,16162382,2643,16598813,3293,17035490,4105,17472174,4590,17690423,5139,17908890,5765,18127319,6485,18345609,7315,18564078,8285,18782337,9430,19000673,10794,19219200,12428,19437488,14427,19655879,15601,19765124,16917,19874253,18404,19983453,20092,20092707,22013,20201863,24239,20311092,26844,20420280,29913,20529461,33594,20638656,38084,20747862,43617,20857054,50599,20966247,59598,21075449,71677,21184645,88221,21293845,112625,21403044,149950,21512242,208228,21621440,317427,21730639,426626,21839838,14286,19641956,63559,21115284,21331,20164824,127987,21452860
tha,6300827,15830831,88601,7915417,229654,8706959,513199,9498500,908970,10290042,1551578,11081582,1868195,11398199,2184811,11714815,2501428,12031432,2818045,12348049,3134661,12664665,3292970,12822974,3451278,12981282,3609586,13139590,3767895,13297899,3926203,13456207,4084511,13614515,4242819,13772823,4401128,13931132,4559436,14089440,4717744,14247748,4796899,14326903,4876053,14406057,4955207,14485211,5034361,14564365,5113515,14643519,5192669,14722673,5271823,14801827,5350978,14880982,5430132,14960136,5509286,15039290,5588440,15118444,5667594,15197598,5746748,15276752,5825903,15355907,5905057,15435061,5984211,15514215,6063365,15593369,6142519,15672523,6221673,15751677,6300827,15830831,8831,5980897,84942,7882486,315041,8994395,1890248,11420252
tir,7766,18978,584,9490,816,10439,1132,11387,1584,12336,2073,13285,2453,13665,2832,14044,3212,14424,3591,14803,3971,15183,4161,15373,4350,15562,4540,15752,4730,15942,4920,16132,5110,16322,5299,16511,5489,16701,5679,16891,5869,17081,5964,17176,6058,17270,6153,17365,6248,17460,6343,17555,6438,17650,6533,17745,6628,17840,6723,17935,6818,18030,6912,18124,7007,18219,7102,18314,7197,18409,7292,18504,7387,18599,7482,18694,7577,18789,7672,18884,7766,18978,12,2478,241,7237,388,8392,2329,13541
tlh,1138,2912,126,1458,163,1602,212,1749,273,1894,346,2040,375,2098,404,2156,440,2214,498,2272,556,2330,585,2359,614,2388,643,2417,673,2447,702,2476,731,2505,760,2534,789,2563,818,2592,847,2621,862,2636,876,2650,891,2665,906,2680,920,2694,935,2709,949,2723,964,2738,978,2752,993,2767,1007,2781,1022,2796,1037,2811,1051,2825,1066,2840,1080,2854,1095,2869,1109,2883,1124,2898,1138,2912,0,0,45,980,56,1077,341,2030
ton,6242,57690,31,29053,44,31840,66,34630,104,37514,167,40402,201,41560,245,42706,302,43854,375,44999,471,46161,526,46729,589,47309,662,47885,746,48465,842,49041,953,49615,1082,50192,1226,50768,1407,51345,1599,51921,1706,52211,1850,52499,1994,52787,2138,53075,2283,53365,2427,53653,2571,53941,2781,54229,3070,54518,3358,54806,3646,55094,3935,55383,4223,55671,4512,55960,4800,56248,5089,56537,5377,56825,5666,57114,5954,57402,6242,57690,66,34630,539,46859,312,44030,1872,52543
