lang,language,family,genus,macroarea,lat,lon,countries,n_words_segment_true,has_freq_segment_true,avg_levenshtein_segment_true,levenshtein_score_segment_true,avg_loss_segment_true,word_accuracy_segment_true,n_correct_segment_true,n_words_segment_universal,avg_levenshtein_segment_universal,levenshtein_score_segment_universal,word_accuracy_segment_universal,n_correct_segment_universal,n_words_root_true,has_freq_root_true,avg_levenshtein_root_true,levenshtein_score_root_true,avg_loss_root_true,word_accuracy_root_true,n_correct_root_true,n_words_root_universal,avg_levenshtein_root_universal,levenshtein_score_root_universal,word_accuracy_root_universal,n_correct_root_universal,original_distinct_words_results,original_total_frequency_results,word_count_results,morph_count_results,word_total_frequency_results,morph_total_frequency_results,word_ttr_results,morph_ttr_results,word_hapax_count_results,morph_hapax_count_results,word_hapax_ratio_results,morph_hapax_ratio_results,word_freq_hapax_count_results,morph_freq_hapax_count_results,word_freq_hapax_ratio_results,morph_freq_hapax_ratio_results,word_avg_length_results,morph_avg_length_results,word_avg_length_weighted_results,morph_avg_length_weighted_results,word_frequency_entropy_results,morph_frequency_entropy_results,word_frequency_perplexity_results,morph_frequency_perplexity_results,avg_root_count_results,avg_prefix_count_results,avg_suffix_count_results,avg_interfix_count_results,avg_root_count_weighted_results,avg_prefix_count_weighted_results,avg_suffix_count_weighted_results,avg_interfix_count_weighted_results,cutoff_word_pct_results,distinct_words_statistics,total_frequency_statistics,cutoff_95_words_statistics,cutoff_95_pct_vocab_statistics,cutoff_95_last_freq_statistics,cutoff_99_words_statistics,cutoff_99_pct_vocab_statistics,cutoff_99_last_freq_statistics
bel,Belarusian,Indo-European,Slavic,Eurasia,54.0,28.0,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,138959.0,24520715.0,46620.0,16941.0,23294688.0,53068344.0,0.002001314634478,0.0003192298595185,46620.0,9231.0,1.0,0.5448910926155481,0.0,0.0,0.0,0.0,8.276297726297726,5.225370403163922,5.8023492308632765,2.5469781947595727,12.0718615454362,8.78536304255516,4305.191049235817,441.2226499201404,1.1036465036465035,0.3413985413985414,1.5977048477048477,0.0493135993135993,1.0592387414675826,0.1731335058018377,1.0247428941739851,0.0210155637199347,33.549464230456465,138959.0,24520715.0,46620.0,33.55,37.0,98204.0,70.67,9.0
ben,Bengali,Indo-European,Indic,Eurasia,24.0,90.0,Bangladesh; India,,,,,,,,,,,,,,,,,,,,,,,,,245377.0,70620134.0,47392.0,35970.0,67089168.0,81705245.0,0.0007064031558716,0.0004402410151269,47392.0,29011.0,1.0,0.8065332221295524,0.0,0.0,0.0,0.0,6.967884875084402,6.528940783986656,5.165893188599387,4.241777574989219,12.31814748960602,10.965177317249784,5106.60052307423,1999.1587414775445,1.0397746455097907,0.0071320054017555,0.2985946995273464,0.00050641458474,1.010715932563063,0.0021182107967116,0.2049723138614567,5.4002756450937055e-05,19.313953630535867,245377.0,70620134.0,47392.0,19.31,78.0,141962.0,57.85,11.0
bih,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43883.0,658101.0,17311.0,15590.0,625197.0,764226.0,0.0276888724673982,0.02039972468877,17311.0,13994.0,1.0,0.8976266837716484,0.0,0.0,0.0,0.0,5.83397839524002,5.450032071840924,3.926072901821346,3.211836550967907,9.974162957717455,9.34148596115683,1005.824550720389,648.735222769575,1.0102247126104789,0.0151348853330252,0.3038530414187511,0.0021951360406677,1.002050553665485,0.0051055907178057,0.2150330215915943,0.0001871410131526,39.4480778433562,43883.0,658101.0,17311.0,39.45,2.0,37302.0,85.0,1.0
bik,Bikol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12920.0,1076899.0,5742.0,4515.0,1023060.0,1538844.0,0.0056125740425781,0.0029340206024782,5742.0,3522.0,1.0,0.7800664451827243,0.0,0.0,0.0,0.0,6.948275862068965,5.102990033222591,4.483260023850018,2.9805776284015795,8.516000609156105,7.973316092875203,366.0763110787317,251.3085757437796,1.0740160222918844,0.1283524904214559,0.8956809474050853,0.0182863113897596,1.0256289953668407,0.0551179793951478,0.4198512306218599,0.0036781811428459,44.44272445820434,12920.0,1076899.0,5742.0,44.44,14.0,10793.0,83.54,6.0
bis,Bislama,other,Creoles and Pidgins,Papunesia,-16.0,168.0,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,141.0,4513.0,99.0,109.0,4289.0,5333.0,0.023082303567265,0.0204387774235889,99.0,98.0,1.0,0.8990825688073395,0.0,0.0,0.0,0.0,4.303030303030303,3.5137614678899083,3.515271625087433,2.827114194637165,5.384770608791266,5.4767036314091735,41.78086942232308,44.52993594542546,1.0,0.0202020202020202,0.3434343434343434,0.0,1.0,0.0051294007927255,0.2382839822802518,0.0,70.2127659574468,141.0,4513.0,99.0,70.21,6.0,132.0,93.62,5.0
bjn,Banjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5721.0,304806.0,3431.0,2995.0,289576.0,502711.0,0.011848357598696,0.0059576973648875,3431.0,2504.0,1.0,0.8360601001669449,0.0,0.0,0.0,0.0,6.566598659283008,4.971619365609349,5.448794098958477,3.1386621736942297,9.813279138988884,8.267864359895846,899.6868580114591,308.2301888756997,1.060915185077237,0.0545030603322646,0.851063829787234,0.0139900903526668,1.0281480509434484,0.0339945299334199,0.6690782385280548,0.0048760947039809,59.972032861387866,5721.0,304806.0,3431.0,59.97,11.0,5112.0,89.36,5.0
bod,Tibetan,Sino-Tibetan,Bodic,Eurasia,30.3333333333,79.3333333333,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,23930.0,49048.0,21478.0,23758.0,46596.0,490333.0,0.4609408532921281,0.0484527861677676,21478.0,21385.0,1.0,0.9001178550383029,15167.0,15076.0,0.7061644473414657,0.6345651990908325,29.953161374429648,12.047647108342453,23.467894239848917,2.230137477999645,12.070881369810111,6.152005251882526,4302.267070124662,71.11121750158011,2.0206257565881365,14.57705559176832,0.1596051773908185,0.3536176552751653,1.6137222079148426,8.58069362177011,0.0996222851746931,0.2290325349815434,89.75344755536983,23930.0,49048.0,21478.0,89.75,1.0,23440.0,97.95,1.0
bos,Bosnian,Indo-European,Slavic,Eurasia,43.0,18.0,Bosnia-Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,147276.0,30263839.0,46136.0,14475.0,28750665.0,64051154.0,0.0016046933175284,0.0002259912444356,46136.0,7693.0,1.0,0.5314680483592401,0.0,0.0,0.0,0.0,7.746445292179643,5.100587219343696,5.119356126197429,2.29792726294986,11.633721354650842,8.083228799756563,3177.5989912564387,271.2029008536938,1.0614270851395873,0.2522975550546211,1.7743194035026877,0.0188789665337263,1.0289999553053817,0.1346047821850381,1.058921350167031,0.0052886081069776,31.32621744208153,147276.0,30263839.0,46136.0,31.33,45.0,100675.0,68.36,10.0
bpy,Bishnupriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.0,917093.0,930.0,889.0,871246.0,1026318.0,0.001067436751503,0.0008662032625365,930.0,827.0,1.0,0.9302587176602924,0.0,0.0,0.0,0.0,5.919354838709677,5.822272215973004,5.615706700518568,4.767198860392198,7.18455889713661,6.78734594209498,145.46808902142033,110.45737536627767,1.0010752688172042,0.0021505376344086,0.121505376344086,0.0,1.0036947084979444,0.0007942647656345,0.1734997922515569,0.0,20.1473136915078,4616.0,917093.0,930.0,20.15,34.0,3089.0,66.92,9.0
bre,Breton,Indo-European,Celtic,Eurasia,48.0,-3.0,France,,,,,,,,,,,,,,,,,,,,,,,,,27204.0,4681750.0,8610.0,5951.0,4447666.0,6552416.0,0.0019358468014459,0.000908214618852,8610.0,4341.0,1.0,0.7294572340783062,0.0,0.0,0.0,0.0,6.628106852497097,4.933792639892455,3.885342334608759,2.6373027902990285,9.205974009384656,8.22536687392589,590.5739903144442,299.28307293094014,1.0416957026713125,0.1072009291521486,0.8301974448315912,0.0130081300813008,1.0121603105988624,0.0462249188675588,0.4120750074308637,0.0027654954306371,31.64975738861932,27204.0,4681750.0,8610.0,31.65,32.0,19191.0,70.54,8.0
bua,Buriat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877.0,205980.0,3352.0,2820.0,195684.0,313579.0,0.0171296580200731,0.0089929491451914,3352.0,2229.0,1.0,0.7904255319148936,0.0,0.0,0.0,0.0,6.700477326968974,5.184751773049645,5.650007154391775,3.525797326989371,10.416885415065147,9.100682905684817,1367.0832787336951,549.0078264548441,1.0378878281622912,0.094272076372315,0.7452267303102625,0.0101431980906921,1.0195877026225957,0.0520890823981521,0.5268391897140288,0.003960466875166,68.73077711708018,4877.0,205980.0,3352.0,68.73,11.0,4466.0,91.57,5.0
bug,Buginese,Austronesian,South Sulawesi,Papunesia,-4.0,120.0,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,213.0,3154.0,182.0,205.0,2999.0,5289.0,0.0606868956318772,0.0387596899224806,182.0,179.0,1.0,0.8731707317073171,0.0,0.0,0.0,0.0,5.450549450549451,3.985365853658537,4.900633544514839,2.778786159954622,6.737971902145371,6.287093052981502,106.74109470526476,78.09146934882607,1.021978021978022,0.0384615384615384,0.7527472527472527,0.0054945054945054,1.0170056685561857,0.047349116372124,0.6972324108036012,0.0020006668889629,85.44600938967136,213.0,3154.0,182.0,85.45,5.0,207.0,97.18,5.0
bul,Bulgarian,Indo-European,Slavic,Eurasia,42.5,25.0,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,265535.0,157624016.0,43280.0,13054.0,149742839.0,378295267.0,0.0002890288463143,3.450743675310112e-05,43280.0,6812.0,1.0,0.5218323885399111,0.0,0.0,0.0,0.0,8.023059149722735,4.683698483223533,4.933435040589821,1.9528305888109356,10.950404118149155,7.202246657079829,1978.791810028015,147.26253762261908,1.0860443622920517,0.4351432532347504,2.1271950092421443,0.0369685767097966,1.0562278307011397,0.1968312554832755,1.2607778192318098,0.0124626460434612,16.29916960099422,265535.0,157624016.0,43280.0,16.3,194.0,126288.0,47.56,27.0
cat,Catalan,Indo-European,Romance,Eurasia,41.75,2.0,Spain,,,,,,,,,,,,,,,,,,,,,,,,,393733.0,316192788.0,29491.0,12521.0,300383394.0,564083866.0,9.81778639867156e-05,2.2197053939493457e-05,29491.0,7701.0,1.0,0.6150467215078668,0.0,0.0,0.0,0.0,7.683191482147095,5.18385113010143,4.514169308573695,2.403865062859288,10.080394150179288,7.853937196260697,1082.682226340101,231.3506266192584,1.054965921806653,0.2474314197551795,1.457224237903089,0.0132243735376894,1.0188255280183698,0.0961846013365173,0.7599799641387632,0.0028922071504392,7.490101159923094,393733.0,316192788.0,29491.0,7.49,456.0,129910.0,32.99,35.0
cbk,Chavacano,other,Creoles and Pidgins,Papunesia,7.0,122.083333333,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,3013.0,183238.0,1783.0,1490.0,174087.0,273074.0,0.0102420054340645,0.005456396434666,1783.0,1124.0,1.0,0.7543624161073825,0.0,0.0,0.0,0.0,6.618059450364554,4.799328859060402,4.043817171873833,2.577967876839245,7.927988519069581,6.973102585203944,243.5355406835943,125.63569338827024,1.0241166573191252,0.1160964666292765,0.9556926528323052,0.0039259674705552,1.0083464015118877,0.0340691723103965,0.52531780086968,0.0008731266550632,59.17690009956854,3013.0,183238.0,1783.0,59.18,13.0,2647.0,87.85,5.0
cdo,Min Dong Chinese,Sino-Tibetan,Chinese,Eurasia,26.0,119.5,China; Malaysia; Thailand,,,,,,,,,,,,,,,,,,,,,,,,,13088.0,90428.0,8567.0,7177.0,85907.0,116728.0,0.0997241202695938,0.0614848194092248,8567.0,5699.0,1.0,0.794064372300404,2186.0,1744.0,0.2551651686704797,0.2429984673261808,7.46177191548967,5.19172356137662,5.368351822319485,3.950885820026044,10.146826544208722,9.961826793884471,1133.7026208062691,997.2606353510264,1.1211626006770166,0.1252480448231586,0.499941636512198,0.0262635695109139,1.0617644662251038,0.054221425495012,0.2349401096534624,0.0078456935988918,65.45690709046454,13088.0,90428.0,8567.0,65.46,1.0,12184.0,93.09,1.0
ceb,Cebuano,Austronesian,Greater Central Philippine,Papunesia,10.0,124.0,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,166289.0,50780814.0,7614.0,6218.0,48241871.0,74538638.0,0.0001578296994326,8.341982315265809e-05,7614.0,4917.0,1.0,0.7907687359279512,0.0,0.0,0.0,0.0,6.424087207775151,4.838050820199421,4.963110282352026,3.2121559022852013,6.264371673428679,6.308392975609021,76.87122070956907,79.25296338330399,1.051746782243236,0.0777515103756238,0.8954557394273707,0.0095876017861833,1.0456212819772268,0.0619691139259503,0.4173837494818557,0.0201330292517054,4.578775505294998,166289.0,50780814.0,7614.0,4.58,120.0,84178.0,50.62,9.0
ces,Czech,Indo-European,Slavic,Eurasia,50.0,15.0,Czech Republic,526.0,True,0.6616,0.7141,0.3445,0.4886,257.0,526.0,1.2624,0.4566,0.2814,148.0,533.0,True,0.075,0.9543,0.0877,0.925,493.0,533.0,0.1764,0.8837,0.8274,441.0,1374563.0,1684211307.0,121291.0,25525.0,1600001235.0,3827286398.0,7.580681648661352e-05,6.669216083055199e-06,121291.0,12798.0,1.0,0.5013907933398629,0.0,0.0,0.0,0.0,7.787428580851011,4.760156709108717,5.177856897091708,2.1646086988235886,12.59690320905678,8.615006723780727,6195.062873875799,392.0806745711976,1.055164851472904,0.3876957070186576,2.0036276393137165,0.0166211837646651,1.0362952788595816,0.191775348223403,1.1573334185582675,0.0066481067434926,8.823968053846931,1374563.0,1684211307.0,121291.0,8.82,650.0,464623.0,33.8,59.0
cha,Chamorro,Austronesian,Chamorro,Papunesia,13.45,144.75,Guam,,,,,,,,,,,,,,,,,,,,,,,,,229.0,7906.0,157.0,168.0,7514.0,9706.0,0.0208943305829119,0.0173088811044714,157.0,147.0,1.0,0.875,0.0,0.0,0.0,0.0,4.681528662420382,3.678571428571429,3.6683524088368378,2.839892849783639,5.350396508454395,5.511405675684607,40.79715117021854,45.61402819306,1.019108280254777,0.0318471337579617,0.5286624203821656,0.0,1.003859462336971,0.0452488687782805,0.2426137875964865,0.0,68.5589519650655,229.0,7906.0,157.0,68.56,6.0,214.0,93.45,5.0
che,Chechen,Nakh-Daghestanian,Nakh,Eurasia,43.25,45.8333333333,Russia,,,,,,,,,,,,,,,,,,,,,,,,,14134.0,1101050.0,6399.0,4862.0,1046006.0,1958994.0,0.0061175557310378,0.0024818861109324,6399.0,3598.0,1.0,0.7400246812011518,0.0,0.0,0.0,0.0,6.619315518049695,4.6746194981489095,5.589694514180607,2.984620677756032,9.270800811997288,7.753949235597507,617.7163950052301,215.85956859605187,1.0804813252070635,0.1306454133458353,1.0198468510704797,0.0292233161431473,1.0621019382297998,0.0942690577300703,0.6955409433597896,0.0209205300925616,45.27380783925287,14134.0,1101050.0,6399.0,45.27,12.0,11932.0,84.42,5.0
chr,Cherokee,Iroquoian,Southern Iroquoian,North America,35.5,-83.5,United States,,,,,,,,,,,,,,,,,,,,,,,,,3930.0,241338.0,2245.0,2246.0,229275.0,286357.0,0.0097917348162686,0.007843356369846,2245.0,2157.0,1.0,0.960373998219056,0.0,0.0,0.0,0.0,4.878841870824053,4.673642030276047,3.804557845382183,3.046162657102847,8.97023656911538,8.36840389982194,501.5454276445546,330.4765054766621,1.002672605790646,0.0071269487750556,0.13184855233853,0.0008908685968819,1.0006280667320904,0.0018144150038163,0.2463417293643005,0.0001831861301929,57.12468193384224,3930.0,241338.0,2245.0,57.12,12.0,3450.0,87.79,6.0
chv,Chuvash,Altaic,Turkic,Eurasia,55.5,47.5,Russia,,,,,,,,,,,,,,,,,,,,,,,,,17867.0,1559792.0,9725.0,6150.0,1481813.0,3167617.0,0.0065629063856235,0.0019415226020064,9725.0,4263.0,1.0,0.693170731707317,0.0,0.0,0.0,0.0,6.919691516709512,4.747642276422765,5.7842197362285255,2.7058612199644085,11.28081940702704,8.535680530795084,2488.0838781826264,371.1042031077749,1.0781491002570691,0.1394344473007712,1.2539845758354755,0.0250899742930591,1.0686598106508716,0.0753900795849408,0.9796553276290598,0.013957901570576,54.4299546650249,17867.0,1559792.0,9725.0,54.43,18.0,14912.0,83.46,6.0
ckb,Central Kurdish,Indo-European,Iranian,Eurasia,36.0,44.0,Iran; Iraq,,,,,,,,,,,,,,,,,,,,,,,,,30114.0,1555694.0,17466.0,13687.0,1477913.0,2149262.0,0.0118180163514361,0.006368232444439,17466.0,10685.0,1.0,0.7806677869511215,0.0,0.0,0.0,0.0,6.844211611130196,6.582961934682546,4.8778703482546,3.3542062345121257,10.741939491434186,8.562581112690486,1712.5607984199282,378.08875005911307,1.003377991526394,0.0030344669643879,0.3755868544600939,0.0,1.001040656655703,0.0012531184176605,0.4519609746987813,0.0,57.99960151424587,30114.0,1555694.0,17466.0,58.0,9.0,27003.0,89.67,5.0
cmn,Mandarin Chinese,Sino-Tibetan,Chinese,Eurasia,25.0,102.75,China,,,,,,,,,,,,,,,,,,,,,,,,,3672466.0,4992020.0,3422864.0,3422864.0,4742419.0,4742410.0,0.7217548681379693,0.721756237862184,3422863.0,3422864.0,0.999999707846996,1.0,3265131.0,3265132.0,0.9539178302146974,0.9539181223677016,31.444101489279152,31.444101489279152,24.40184661034801,24.401892919422824,20.18193598870752,20.18193646762285,1189510.015737746,1189510.4106061466,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.20342244148756,3672466.0,4992020.0,3422865.0,93.2,1.0,3622546.0,98.64,1.0
cor,Cornish,Indo-European,Celtic,Eurasia,50.3333333333,-5.0,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,2938.0,123397.0,1881.0,1708.0,117235.0,155127.0,0.0160446965496652,0.0110103334687062,1881.0,1415.0,1.0,0.8284543325526932,0.0,0.0,0.0,0.0,5.9340776182881445,4.742388758782202,3.7388749093700686,2.8256009592140634,8.220899284319454,7.812508252404068,298.357717407443,224.80156241840348,1.0287081339712918,0.0579479000531632,0.5996810207336523,0.0042530568846358,1.0160873459291166,0.033530942124792,0.2726233633300635,0.0009724058514948,64.02314499659633,2938.0,123397.0,1881.0,64.02,8.0,2692.0,91.63,5.0
cos,Corsican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5752.0,331549.0,3120.0,2338.0,314980.0,517782.0,0.0099053908184646,0.0045154138228057,3120.0,1679.0,1.0,0.7181351582549187,0.0,0.0,0.0,0.0,6.476602564102564,4.877673224978614,3.532690964505683,2.149026037985098,8.134478360901854,6.569104805506124,281.0101363730217,94.95057326055746,1.035897435897436,0.0673076923076923,1.149679487179487,0.0067307692307692,1.0098990412089657,0.0206298812623023,0.6113975490507334,0.0019302812877008,54.24200278164116,5752.0,331549.0,3120.0,54.24,10.0,5089.0,88.47,5.0
crh,Crimean Turkish,Altaic,Turkic,Eurasia,45.0,34.0833333333,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,73668.0,1369.0,1277.0,69987.0,117796.0,0.0195607755726063,0.0108407755781181,1369.0,1055.0,1.0,0.8261550509005482,0.0,0.0,0.0,0.0,6.183345507669832,4.804228660924041,5.467329646934431,3.248344595741791,8.51988330311046,7.499648808318217,367.0628512672458,180.9752762578825,1.030679327976625,0.0657414170927684,0.6997808619430241,0.0029218407596785,1.0141740608970238,0.0356780544958349,0.632245988540729,0.0010144741166216,67.90674603174604,2016.0,73668.0,1369.0,67.91,8.0,1869.0,92.71,5.0
csb,Kashubian,Indo-European,Slavic,Eurasia,54.0,18.0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,5796.0,188842.0,4017.0,2966.0,179400.0,278997.0,0.022391304347826,0.0106309386839285,4017.0,2141.0,1.0,0.7218476062036413,0.0,0.0,0.0,0.0,5.933532486930545,4.376601483479433,3.807814938684504,2.448492277694742,9.316385429785289,8.341307707453643,637.5459122566425,324.32753627920874,1.034602937515559,0.1316903161563355,0.989544436146378,0.0072193178989295,1.0140523968784838,0.0419230769230769,0.4961426978818283,0.0030490523968784,69.30641821946169,5796.0,188842.0,4017.0,69.31,6.0,5419.0,93.5,5.0
cym,Welsh,Indo-European,Celtic,Eurasia,52.75,-3.5833,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,176869.0,4775156.0,32235.0,21068.0,4536404.0,6615436.0,0.0071058485972589,0.0031846729376567,32234.0,15711.0,0.9999689778191408,0.7457281184735144,0.0,0.0,0.0,0.0,7.30501008220878,5.550218340611353,4.37638160093325,3.0010168641945896,10.19422655325428,9.317748729837277,1171.5692792042814,638.1486572215105,1.0733651817843406,0.1159573148033254,0.8943107085246308,0.0201948132522645,1.0296280930887107,0.044728600010052,0.3787835034093083,0.0051677496096026,18.22535322752998,176869.0,4775156.0,32236.0,18.23,6.0,129118.0,73.0,1.0
dan,Danish,Indo-European,Germanic,Eurasia,56.0,10.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,2154699.0,2983758417.0,61316.0,21473.0,2834570914.0,5433600994.0,2.163149268806757e-05,3.951891208741928e-06,61316.0,12520.0,1.0,0.5830577935081265,0.0,0.0,0.0,0.0,8.558369756670363,5.147580682717832,4.659225134136122,2.430598798399734,10.577858133563373,8.141917757250111,1528.454757545937,282.4629348164365,1.168308434992498,0.234392328266684,1.534982712505708,0.0831267532128645,1.052383287807913,0.0650514534984041,0.7843344461834832,0.0151356693135107,2.8456874950979234,2154699.0,2983758417.0,61316.0,2.85,1549.0,474199.0,22.01,67.0
deu,German,Indo-European,Germanic,Eurasia,52.5,13.3333333333,Germany,199.0,True,0.6181,0.6802,0.3286,0.5327,106.0,199.0,0.9548,0.4924,0.3367,67.0,199.0,True,0.1558,0.9095,0.1685,0.8492,169.0,199.0,0.1608,0.9095,0.8492,169.0,5433314.0,11322763934.0,102287.0,26432.0,1709426859.0,3848769257.0,5.983701464702445e-05,6.867649951195814e-06,102286.0,14653.0,0.9999902235865752,0.5543659200968523,0.0,0.0,0.0,0.0,9.860070194648392,5.251324152542373,5.573856521462321,2.47562257172748,11.174349344450118,8.01790279547406,2311.076570298237,259.19656619516985,1.1883114343813546,0.4600637415923666,1.723134678554669,0.1209623807289222,1.0577011408710997,0.1651984151958384,1.008143043925344,0.0204856386897334,1.882589520870688,5433314.0,11322763934.0,120336.0,2.21,2975.0,881381.0,16.22,138.0
diq,Dimli,Indo-European,Iranian,Eurasia,39.0,41.0,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,10563.0,792676.0,5607.0,3454.0,753043.0,1254690.0,0.0074457899482499,0.0027528712271557,5607.0,2369.0,1.0,0.685871453387377,0.0,0.0,0.0,0.0,5.560549313358302,4.465257672264042,3.9713123951753087,2.383512261993002,9.823786771134028,7.794640667832573,906.2635002029886,222.03459484927788,1.021936864633494,0.0522561084358837,0.9413233458177278,0.0017834849295523,1.0076024875073537,0.0229548644632511,0.6348893755071091,0.0008366056121629,53.08151093439364,10563.0,792676.0,5607.0,53.08,15.0,8986.0,85.07,6.0
div,Maldivian,Indo-European,Indic,Eurasia,4.16666666667,73.5,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,268161.0,3045521.0,115885.0,103712.0,2893245.0,3179080.0,0.040053642190689,0.0326232746580771,115885.0,98842.0,1.0,0.953043042270904,4440.0,4364.0,0.0383138456228157,0.0420780623264424,10.735876084048842,10.126234186979328,7.768605147507383,7.070120286372158,13.022070698644692,12.43594291940926,8318.286722367246,5541.047117127445,1.062467101005307,0.0494455710402554,0.0117702895111532,0.0102170254994175,1.0322095087004384,0.0176023807178444,0.0464696214803792,0.0025124038925151,43.214710565667644,268161.0,3045521.0,115885.0,43.21,1.0,237706.0,88.64,1.0
dsb,Lower Sorbian,Indo-European,Slavic,Eurasia,51.75,14.3333333333,Germany,,,,,,,,,,,,,,,,,,,,,,,,,31124.0,168013.0,22724.0,14993.0,159613.0,309782.0,0.1423693558795336,0.0483985512392585,22724.0,10550.0,1.0,0.7036617087974388,6271.0,3592.0,0.2759637387783841,0.2395784699526445,8.163483541629995,5.467017941706129,5.425974074793406,2.7956950371551605,11.297872337905638,9.15444204842708,2517.6680053107725,569.8514401067362,1.1020506953001232,0.1956081675761309,1.2889016018306636,0.0435662735433902,1.0468320249603729,0.0916779961531955,0.7860951175656118,0.0165337409860099,73.01118108212312,31124.0,168013.0,22724.0,73.01,1.0,29444.0,94.6,1.0
ekk,Standard Estonian,Uralic,Finnic,Eurasia,59.0,26.0,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,895873.0,11691442.0,364906.0,117940.0,11106871.0,26450489.0,0.0328540774444935,0.0044588967712468,364905.0,75865.0,0.9999972595682176,0.6432508054943191,0.0,0.0,0.0,0.0,10.051969548322033,5.969586230286587,6.579293214083426,2.762722496359141,13.673022260058364,9.33867665035121,13061.4030649608,647.4731919688857,1.1512381202933342,0.3257999276529975,1.8837871463492168,0.1044811294901728,1.063283169490309,0.1078707945739173,1.1835397205927751,0.0267730668700482,40.73188945308096,895873.0,11691442.0,364908.0,40.73,2.0,778959.0,86.95,1.0
ell,Modern Greek,Indo-European,Greek,Eurasia,34.75,33.0,Cyprus,207.0,True,0.6908,0.652,0.2992,0.5072,105.0,207.0,1.0773,0.354,0.2464,51.0,207.0,True,0.0773,0.9509,0.1041,0.9275,192.0,207.0,0.1449,0.8744,0.8551,177.0,2546334.0,398568481.0,59361.0,28890.0,378640282.0,660968913.0,0.0001567741279043,4.370856091986886e-05,59361.0,18187.0,1.0,0.6295257874697127,0.0,0.0,0.0,0.0,8.442613837367968,5.580823814468674,5.255362412813754,3.0105680719056758,10.924173750812733,9.375838807714027,1943.139485098325,664.3680147018271,1.0505719243274203,0.2234800626674078,1.2263607419012483,0.0147908559491922,1.0176253645405853,0.0840194652084059,0.6394138381716079,0.004579459931841,2.331233844421038,2546334.0,398568481.0,59361.0,2.33,264.0,403977.0,15.87,9.0
eml,Emiliano-Romagnolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9671.0,738430.0,4660.0,3834.0,701517.0,985672.0,0.0066427470752668,0.0038897320812602,4660.0,3037.0,1.0,0.7921231090245174,0.0,0.0,0.0,0.0,5.407296137339056,4.47339593114241,3.058567361874338,2.1768265711108765,8.557806074391415,7.257567991035533,376.83941893680185,153.01910619820453,1.0186695278969955,0.0530042918454935,0.651931330472103,0.0025751072961373,1.004233682148829,0.0168007332680462,0.3836899177069123,0.0003335628359683,48.18529624651018,9671.0,738430.0,4660.0,48.19,13.0,8195.0,84.74,6.0
eng,English,Indo-European,Germanic,Eurasia,52.0,0.0,Ireland; United Kingdom,200.0,True,0.33,0.7342,0.1916,0.695,139.0,200.0,1.05,0.305,0.235,47.0,200.0,True,0.07,0.96,0.0822,0.93,186.0,200.0,0.09,0.9475,0.91,182.0,5090214.0,26970419603.0,36665.0,16703.0,25621899350.0,45894206872.0,1.4310024209817216e-06,3.639457164296368e-07,36664.0,10473.0,0.9999727260330016,0.6270131114171107,0.0,0.0,0.0,0.0,7.188108550388654,4.925402622283422,4.789979023549634,2.674157999337307,10.812346751757005,8.800813239044453,1798.2111896331342,445.9732101457989,1.0858561064746632,0.1738940708012873,1.2133311514754814,0.0236731576937762,1.0368136435599573,0.1158652902131551,0.6316153657437578,0.0069241156003526,0.7203037043236297,5090214.0,26970419603.0,36666.0,0.72,24884.0,342402.0,6.73,648.0
epo,Esperanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216173.0,51337080.0,45857.0,15800.0,48770230.0,89110229.0,0.0009402662238828,0.0001773084883442,45857.0,9411.0,1.0,0.595632911392405,0.0,0.0,0.0,0.0,7.583204309047692,5.222151898734177,4.689062220949133,2.566334365496917,10.510123403143377,8.284759771549126,1458.3521373537858,311.86109404078985,1.0709161087729244,0.1836142791722092,1.4702226486686871,0.0152430381403057,1.0211900989599598,0.0656856242014852,0.7372697032595499,0.0029984890372672,21.21310246885596,216173.0,51337080.0,45857.0,21.21,53.0,136311.0,63.06,10.0
