lang,language,family,genus,macroarea,lat,lon,countries,n_words_segment_true,has_freq_segment_true,avg_levenshtein_segment_true,levenshtein_score_segment_true,avg_loss_segment_true,word_accuracy_segment_true,n_correct_segment_true,n_words_segment_universal,avg_levenshtein_segment_universal,levenshtein_score_segment_universal,word_accuracy_segment_universal,n_correct_segment_universal,n_words_root_true,has_freq_root_true,avg_levenshtein_root_true,levenshtein_score_root_true,avg_loss_root_true,word_accuracy_root_true,n_correct_root_true,n_words_root_universal,avg_levenshtein_root_universal,levenshtein_score_root_universal,word_accuracy_root_universal,n_correct_root_universal,original_distinct_words_results,original_total_frequency_results,word_count_results,morph_count_results,word_total_frequency_results,morph_total_frequency_results,word_ttr_results,morph_ttr_results,word_hapax_count_results,morph_hapax_count_results,word_hapax_ratio_results,morph_hapax_ratio_results,word_freq_hapax_count_results,morph_freq_hapax_count_results,word_freq_hapax_ratio_results,morph_freq_hapax_ratio_results,word_avg_length_results,morph_avg_length_results,word_avg_length_weighted_results,morph_avg_length_weighted_results,word_frequency_entropy_results,morph_frequency_entropy_results,word_frequency_perplexity_results,morph_frequency_perplexity_results,avg_root_count_results,avg_prefix_count_results,avg_suffix_count_results,avg_interfix_count_results,avg_root_count_weighted_results,avg_prefix_count_weighted_results,avg_suffix_count_weighted_results,avg_interfix_count_weighted_results,cutoff_word_pct_results,distinct_words_statistics,total_frequency_statistics,cutoff_95_words_statistics,cutoff_95_pct_vocab_statistics,cutoff_95_last_freq_statistics,cutoff_99_words_statistics,cutoff_99_pct_vocab_statistics,cutoff_99_last_freq_statistics
ibo,Igbo,Niger-Congo,Igboid,Africa,6.0,7.33333333333,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,4445.0,319375.0,2199.0,1962.0,303408.0,477209.0,0.0072476665084638,0.0041114061134639,2199.0,1675.0,1.0,0.8537206931702345,0.0,0.0,0.0,0.0,5.28331059572533,4.266564729867482,3.688409666192058,2.345079409650698,8.408571357392134,7.229970622834434,339.8069046959322,150.11981662584483,1.019099590723056,0.1127785356980445,0.6930422919508867,0.0013642564802182,1.005860095976375,0.0571540631756578,0.509561382692612,0.0002537836840162,49.47131608548931,4445.0,319375.0,2199.0,49.47,12.0,3807.0,85.65,5.0
ido,Ido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031.0,2340009.0,2110.0,1574.0,2223010.0,3607128.0,0.0009491635215316,0.000436358232921,2110.0,1097.0,1.0,0.6969504447268107,0.0,0.0,0.0,0.0,6.34739336492891,4.675349428208386,4.195340101933865,2.585514847269074,7.0106861213859295,6.425147937741569,128.95162303965245,85.93345156815461,1.0251184834123224,0.0938388625592417,1.0829383886255923,0.0080568720379146,1.023054327240993,0.0593344159495458,0.5387006806087242,0.0015429530231532,19.12791224730305,11031.0,2340009.0,2110.0,19.13,41.0,7122.0,64.56,8.0
ile,Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22025.0,198762.0,12086.0,8612.0,188824.0,322490.0,0.0640066940643138,0.0267047040218301,12085.0,6392.0,0.999917259639252,0.7422201579191825,1632.0,1052.0,0.1350322687406917,0.1221551323734324,7.518120139003806,5.120993961913609,4.690876159810194,2.746596793699029,9.074033374172323,7.96909529857014,538.9596189349282,250.57441388232635,1.0569206585587825,0.1624058906262927,1.1351865640771075,0.0237445189046082,1.0146220819387366,0.0678144727365165,0.6213193238147693,0.0042367495657331,54.87400681044268,22025.0,198762.0,12087.0,54.88,1.0,20038.0,90.98,1.0
ilo,Iloko,Austronesian,Northern Luzon,Papunesia,16.0,121.0,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,11789.0,1143935.0,4824.0,3936.0,1086752.0,1830586.0,0.0044389152262889,0.0021501311601858,4824.0,3122.0,1.0,0.7931910569105691,0.0,0.0,0.0,0.0,7.370232172470978,5.25025406504065,4.400131768793616,2.6121974056395056,7.656379619118023,6.933344468847614,201.7436730453473,122.22066866327478,1.0798092868988391,0.1480099502487562,1.0147180762852404,0.0153399668325041,1.0288327051618031,0.0504172065015753,0.6017352625069933,0.0034708930832425,40.91950122996013,11789.0,1143935.0,4824.0,40.92,16.0,9571.0,81.19,6.0
ina,Interlingua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9829.0,788069.0,5091.0,3369.0,748675.0,1282143.0,0.0068000133569305,0.0026276320192053,5091.0,2253.0,1.0,0.6687444345503116,0.0,0.0,0.0,0.0,7.529169121979964,5.229741763134461,4.585062944535346,2.6773316236956406,8.865298905402705,7.48480518796337,466.35956770125233,179.12280159963436,1.0439992142997447,0.1824788843056374,1.2052641917108624,0.0125712040856413,1.017643169599626,0.0697739339499783,0.6206872140782048,0.0044451864961431,51.795706582561806,9829.0,788069.0,5091.0,51.8,15.0,8298.0,84.42,6.0
ind,Indonesian,Austronesian,Malayo-Sumbawan,Papunesia,0.0,106.0,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,1130946.0,1868673379.0,28111.0,13425.0,1775241445.0,4202119361.0,1.5835029133177994e-05,3.194816435867539e-06,28111.0,9198.0,1.0,0.6851396648044693,0.0,0.0,0.0,0.0,7.274020845932197,4.84364990689013,6.0194434588586345,2.5429942812136126,11.3163818656501,8.259202249671286,2550.1773488814983,306.38508333045525,1.119668457187578,0.1638504500017786,1.3991320123794957,0.0442175660773362,1.1083007123011372,0.1519850044961067,1.085091712130459,0.0217488421694661,2.48561823464604,1130946.0,1868673379.0,28111.0,2.49,2723.0,177875.0,15.73,103.0
inh,Ingush,Nakh-Daghestanian,Nakh,Eurasia,43.1666666667,45.0833333333,Russia,,,,,,,,,,,,,,,,,,,,,,,,,569.0,10386.0,466.0,461.0,9871.0,16137.0,0.0472089960490325,0.0285678874635929,466.0,373.0,1.0,0.8091106290672451,0.0,0.0,0.0,0.0,5.34549356223176,3.9132321041214753,4.120859082159862,2.520728759992564,7.828937801104796,6.441896911526157,227.3762566543204,86.93690987012364,1.036480686695279,0.0429184549356223,0.8175965665236051,0.0042918454935622,1.0208692128457098,0.0238071117414649,0.588390234018843,0.0017222165940634,81.89806678383128,569.0,10386.0,466.0,81.9,5.0,549.0,96.49,5.0
isl,Icelandic,Indo-European,Germanic,Eurasia,65.0,-17.0,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,1541527.0,2367440111.0,80585.0,22780.0,2249068521.0,4319724015.0,3.58303890021855e-05,5.273485046937658e-06,80585.0,13020.0,1.0,0.5715539947322212,0.0,0.0,0.0,0.0,8.611788794440653,5.122212467076383,4.729854898004684,2.462603565195588,10.941326214423649,8.521786766473069,1966.37970351898,367.5474663740255,1.181559843643358,0.2728919774151517,1.638170875473103,0.0833157535521499,1.0568266537042514,0.0781391044154852,0.7671769814433324,0.0185297409175734,5.227608728228568,1541527.0,2367440111.0,80585.0,5.23,1053.0,439080.0,28.48,73.0
ita,Italian,Indo-European,Romance,Eurasia,43.75,11.25,Italy,,,,,,,,,,,,,,,,,,,,,,,,,1012960.0,2217374925.0,37555.0,15620.0,2106506703.0,4557612889.0,1.7828094231324173e-05,3.427232715990329e-06,37555.0,9589.0,1.0,0.6138924455825864,0.0,0.0,0.0,0.0,8.088829716415923,5.40921895006402,5.000365657037266,2.3111448976771576,10.784664539803735,7.712729219929915,1764.0363078737412,209.7794022711877,1.0802822526960458,0.2095593130075888,1.6526161629609906,0.0264412195446678,1.027400275497723,0.0861278522122034,1.04409006573192,0.005969932107071,3.7074514294740166,1012960.0,2217374925.0,37555.0,3.71,2503.0,178577.0,17.63,156.0
jap,,,,,,,,200.0,False,0.31,0.7175,0.4475,0.705,141.0,200.0,0.65,0.4,0.4,80.0,200.0,False,0.015,0.9875,0.042,0.985,197.0,200.0,0.05,0.975,0.95,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jav,Javanese,Austronesian,Javanese,Papunesia,-7.0,111.0,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,37110.0,3986481.0,16219.0,11015.0,3787164.0,7329348.0,0.0042826241483072,0.0015028621918347,16219.0,8412.0,1.0,0.7636858828869723,0.0,0.0,0.0,0.0,6.84160552438498,5.099863822060827,5.594035008782297,2.8905064952571498,11.058114084487144,8.724076202651261,2132.1808325806714,422.8716997936037,1.071151119057895,0.0942104938652198,1.0466736543560022,0.0192983537826006,1.0365709010753166,0.0689946355637094,0.8231689992828407,0.0065906836883747,43.705200754513605,37110.0,3986481.0,16219.0,43.71,20.0,29670.0,79.95,6.0
kaa,Kara-Kalpak,Altaic,Turkic,Eurasia,43.0,60.0,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,3615.0,153301.0,2381.0,1888.0,145636.0,236943.0,0.0163489796478892,0.0079681611189188,2381.0,1455.0,1.0,0.770656779661017,0.0,0.0,0.0,0.0,6.120117597648047,4.618114406779661,4.238395726331402,2.605111777938154,9.356152497290354,8.048922385436443,655.363946206197,264.82993308119103,1.0449391012179756,0.0831583368332633,0.8849223015539689,0.0075598488030239,1.0202628470982449,0.0380331786096844,0.5661237606086407,0.0027740393858661,65.86445366528353,3615.0,153301.0,2381.0,65.86,10.0,3309.0,91.54,5.0
kab,Kabyle,Afro-Asiatic,Berber,Africa,36.5,5.0,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,3324.0,154711.0,2021.0,1845.0,146979.0,217659.0,0.0137502636431054,0.0084765619616004,2021.0,1572.0,1.0,0.8520325203252033,0.0,0.0,0.0,0.0,6.084611578426522,4.665582655826558,3.8344865593043904,2.5893209102311414,8.229701825299333,7.499618065067866,300.1836989389385,180.97141978871383,1.0316674913409205,0.0796635329045027,0.7733795150915388,0.003958436417615,1.0097496921328897,0.03160995788514,0.4378312548051082,0.0016941195681015,60.80024067388688,3324.0,154711.0,2021.0,60.8,9.0,3015.0,90.7,5.0
kal,Kalaallisut,Eskimo-Aleut,Eskimo,Eurasia,65.0,-40.0,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,9334.0,314840.0,6432.0,5150.0,299098.0,611676.0,0.0215046573363914,0.0084194900568274,6432.0,3758.0,1.0,0.7297087378640776,0.0,0.0,0.0,0.0,11.066386815920398,6.607961165048543,8.772111481855445,4.289396674056199,10.175710136580204,9.062215264387778,1156.6287368261883,534.5626629329038,1.107276119402985,0.5212997512437811,1.0763370646766168,0.0693407960199005,1.0725681883529814,0.2556620238182803,0.6867147222649432,0.0301239058770035,68.9093636168845,9334.0,314840.0,6432.0,68.91,7.0,8705.0,93.26,5.0
kan,Kannada,Dravidian,Dravidian,Eurasia,14.0,76.0,India,,,,,,,,,,,,,,,,,,,,,,,,,139146.0,12560367.0,67243.0,56573.0,11932351.0,13735504.0,0.0056353521615312,0.0041187422026887,67243.0,50771.0,1.0,0.8974422427659837,0.0,0.0,0.0,0.0,8.78845381675416,8.370954342177363,6.692180023869563,5.813652050918554,13.210222633923104,12.2150037297673,9477.051970141436,4754.255524370561,1.066118406376872,0.0214743542078729,0.1679431316270838,0.0012194577874276,1.0272595065297694,0.0080410809236168,0.1153232921156945,0.0004907666561266,48.325499834706,139146.0,12560367.0,67243.0,48.33,17.0,115133.0,82.74,6.0
kas,Kashmiri,Indo-European,Indic,Eurasia,34.0,76.0,Pakistan; India,,,,,,,,,,,,,,,,,,,,,,,,,154.0,1958.0,135.0,133.0,1863.0,2225.0,0.072463768115942,0.0597752808988764,135.0,124.0,1.0,0.9323308270676692,0.0,0.0,0.0,0.0,3.762962962962963,3.691729323308271,3.418142780461621,2.8620224719101124,6.468982609001686,6.263708481305581,88.58451397693479,76.83589191808005,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1943102522812667,0.0,87.66233766233766,154.0,1958.0,135.0,87.66,5.0,151.0,98.05,5.0
kat,Georgian,Kartvelian,Kartvelian,Eurasia,42.0,44.0,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,1860200.0,1531483121.0,183019.0,65082.0,1454909085.0,3223071368.0,0.0001257941144824,2.019254076908172e-05,183019.0,38539.0,1.0,0.592160658861129,0.0,0.0,0.0,0.0,8.82865713395877,6.06607049568237,6.813598012552104,3.075689154271312,13.377552432534698,9.357976726798626,10642.521856545512,656.1931515381951,1.0430720307727612,0.0837454034826985,1.7124178363994995,0.0193149345149957,1.0203467813248277,0.0301539267658088,1.159634866806815,0.0051721726653456,9.838673260939684,1860200.0,1531483121.0,183019.0,9.84,348.0,773047.0,41.56,34.0
kaz,Kazakh,Altaic,Turkic,Eurasia,50.0,70.0,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,647674.0,208203161.0,100685.0,24829.0,197793028.0,533130994.0,0.0005090422095161,4.657204379304948e-05,100685.0,13926.0,1.0,0.5608763945386444,0.0,0.0,0.0,0.0,8.663534786711029,4.962302146683314,6.579313912925182,2.4409430996240298,13.272743823037672,8.790901559433262,9896.78226182657,442.9197624493491,1.1293539256095744,0.3425733723990664,2.0668123355018126,0.0630481203754283,1.090118489919675,0.1939215370119112,1.380747919992407,0.030610366104512,15.545629437031591,647674.0,208203161.0,100685.0,15.55,96.0,357187.0,55.15,12.0
kbd,Kabardian,Northwest Caucasian,Northwest Caucasian,Eurasia,43.5,43.5,Russia,,,,,,,,,,,,,,,,,,,,,,,,,3177.0,137238.0,2194.0,2005.0,130383.0,195652.0,0.0168273471234746,0.0102477868869216,2194.0,1603.0,1.0,0.799501246882793,0.0,0.0,0.0,0.0,6.783956244302644,5.229426433915212,5.425914421358613,3.6158434363052767,9.655916962597228,8.921647685603894,806.7159457143222,484.9350377706864,1.0546946216955333,0.0879671832269826,0.5720145852324522,0.0255241567912488,1.0284162812636617,0.055942875988434,0.4035035242324536,0.0127317211599671,69.058860560277,3177.0,137238.0,2194.0,69.06,11.0,2903.0,91.38,5.0
kbp,Kabiyè,Niger-Congo,Grusi,Africa,9.66666666667,1.16666666667,Togo,,,,,,,,,,,,,,,,,,,,,,,,,4960.0,253960.0,2890.0,2788.0,241270.0,326084.0,0.0119782815932357,0.0085499441861606,2890.0,2548.0,1.0,0.9139167862266858,0.0,0.0,0.0,0.0,5.470934256055363,4.827833572453372,4.1358022132880174,3.0600857447774192,8.864846915365494,8.119449776252713,466.2134821765496,278.0980418680088,1.01280276816609,0.0262975778546712,0.4321799307958477,0.0013840830449826,1.0057777593567372,0.0117751896215857,0.3337422804327102,0.0002362498445724,58.266129032258064,4960.0,253960.0,2890.0,58.27,9.0,4453.0,89.78,5.0
kck,Kalanga,Niger-Congo,Bantu,Africa,-20.5,27.5,Botswana; Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,475.0,9857.0,379.0,351.0,9368.0,14932.0,0.0404568744662681,0.0235065630859898,379.0,300.0,1.0,0.8547008547008547,0.0,0.0,0.0,0.0,4.427440633245382,3.4643874643874644,3.3520495303159694,2.1030002678810606,7.542791873654316,6.323743564378419,186.4689842145191,80.10073437287721,1.0211081794195251,0.0448548812664907,0.8258575197889182,0.0079155672823219,1.0097139197267293,0.0224167378309137,0.5579632792485055,0.0038428693424423,79.78947368421052,475.0,9857.0,379.0,79.79,6.0,456.0,96.0,5.0
khk,Halh Mongolian,Altaic,Mongolic,Eurasia,47.0,105.0,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,7691.0,251964.0,5464.0,4417.0,239371.0,375630.0,0.0228264910954125,0.011758911695019,5464.0,3489.0,1.0,0.78990264885669,0.0,0.0,0.0,0.0,6.520497803806735,5.184967172288884,5.383642964268855,3.430737694007401,10.869903724258291,9.560745023140422,1871.4019211537857,755.21574005075,1.0431918008784773,0.0968155197657393,0.6255490483162518,0.0089677891654465,1.024990495924736,0.0611185147741372,0.4792393397696463,0.0038893600310814,71.04407749317384,7691.0,251964.0,5464.0,71.04,7.0,7188.0,93.46,5.0
khm,Central Khmer,Austro-Asiatic,Khmer,Eurasia,12.5,105.0,Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,625.0,12915.0,496.0,492.0,12270.0,14266.0,0.0404237978810105,0.0344875928781718,496.0,462.0,1.0,0.9390243902439024,0.0,0.0,0.0,0.0,5.566532258064516,5.471544715447155,4.373023634881825,3.761180428992009,7.6253802845413,7.484873941576171,197.45502658704245,179.13133814606508,1.0,0.002016129032258,0.0987903225806451,0.0,1.0,0.0008149959250203,0.1618581907090464,0.0,79.36,625.0,12915.0,496.0,79.36,5.0,600.0,96.0,5.0
kin,Kinyarwanda,Niger-Congo,Bantu,Africa,-2.0,30.0,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,17160.0,876855.0,10095.0,6895.0,833013.0,1738347.0,0.0121186584122936,0.0039664117693417,10095.0,5262.0,1.0,0.7631617113850616,0.0,0.0,0.0,0.0,7.341951461119366,5.219579405366208,5.375941311840271,2.5761421626407155,10.72178741101356,7.995001537457606,1688.8054345216374,255.1145791554177,1.0820208023774145,0.2394254581475978,1.2845963348192175,0.0281327389796929,1.0432526263095534,0.1558883234715424,0.8757366331617874,0.0119409901166008,58.82867132867133,17160.0,876855.0,10095.0,58.83,9.0,15407.0,89.78,5.0
kir,Kyrgyz,Altaic,Turkic,Eurasia,47.75,124.416666667,China,,,,,,,,,,,,,,,,,,,,,,,,,1197857.0,44894552.0,132964.0,31901.0,42649830.0,113304689.0,0.0031175739739173,0.0002815505720156,132964.0,18307.0,1.0,0.5738691577066549,0.0,0.0,0.0,0.0,8.763334436388797,5.084981662016864,6.475782646730362,2.437595755635497,13.053168801559345,8.802619863865115,8499.538544938054,446.5320329976229,1.1442871754760686,0.3946105712824524,2.1326374056135498,0.0761258686561776,1.1091460388001546,0.1835462650144209,1.333704847123658,0.0302298274108009,11.100156362570823,1197857.0,44894552.0,132964.0,11.1,12.0,748912.0,62.52,1.0
kng,Koongo,Niger-Congo,Bantu,Africa,-5.5,14.0,Democratic Republic of Congo,,,,,,,,,,,,,,,,,,,,,,,,,577.0,1543.0,500.0,583.0,1466.0,2469.0,0.3410641200545702,0.2361279870392871,500.0,525.0,1.0,0.9005145797598628,362.0,388.0,0.724,0.6655231560891939,6.282,4.413379073756432,4.7537517053206,2.822600243013366,6.941191269248051,6.752389644142114,122.88723644512676,107.81317239131296,1.048,0.064,0.968,0.006,1.0259208731241474,0.0416098226466575,0.6145975443383356,0.0020463847203274,86.65511265164645,577.0,1543.0,500.0,86.66,1.0,562.0,97.4,1.0
koi,Komi-Permyak,Uralic,Permic,Eurasia,59.5,54.5,Russia,,,,,,,,,,,,,,,,,,,,,,,,,19607.0,153836.0,11916.0,9058.0,146145.0,268740.0,0.0815354613568716,0.0337054402024261,11916.0,6614.0,1.0,0.7301832634135571,5085.0,3202.0,0.4267371601208459,0.3534996688010598,7.5180429674387375,4.937182601015677,5.514304286838414,2.998764605194612,10.774899521321789,9.145920148524466,1752.1365781462753,566.4952890668088,1.0952500839207788,0.2165156092648539,1.030043638804968,0.0458207452165156,1.047781313079476,0.1080160114954326,0.6720722570050293,0.010989086181532,60.77421329117152,19607.0,153836.0,11916.0,60.77,1.0,18069.0,92.16,1.0
kom,Komi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646.0,109769.0,2637.0,2367.0,104285.0,169878.0,0.0252864745648942,0.0139335287677038,2637.0,1849.0,1.0,0.7811575834389523,0.0,0.0,0.0,0.0,6.268107698141828,4.650612589776088,5.024576880663566,3.0844959323749985,9.9348783427778,8.773435537177383,978.8054626334203,437.589872001369,1.055365946150929,0.1528251801289344,0.6602199469093667,0.0163064087978763,1.0293810231576928,0.1034376947787313,0.4904636333125569,0.0056959294241741,72.32583653318704,3646.0,109769.0,2637.0,72.33,7.0,3427.0,93.99,5.0
krc,Karachay-Balkar,Altaic,Turkic,Eurasia,43.5,42.0,Russia,,,,,,,,,,,,,,,,,,,,,,,,,3719.0,138983.0,2553.0,1984.0,132041.0,288692.0,0.0193349035526843,0.0068723760963241,2553.0,1401.0,1.0,0.7061491935483871,0.0,0.0,0.0,0.0,7.388170779475128,4.817540322580645,6.03676130898736,2.76107408587699,9.855837506031245,7.819051197318774,926.6222445786872,225.82340320598271,1.0940070505287895,0.154328241284763,1.2291421856639249,0.045436741088915,1.054823880461372,0.0784831984004968,1.0258707522663415,0.0272036715868555,68.64748588330197,3719.0,138983.0,2553.0,68.65,10.0,3442.0,92.55,5.0
ksh,Kölsch,Indo-European,Germanic,Eurasia,51.0,7.0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,4899.0,337159.0,2741.0,2259.0,320303.0,441178.0,0.0085575220962651,0.0051203822493415,2741.0,1785.0,1.0,0.7901726427622842,0.0,0.0,0.0,0.0,5.533017147026633,4.517042939353696,3.5810997711541885,2.59994152020273,9.003350903574024,7.977869609360012,513.1905888515848,252.10302330440965,1.0404961692812842,0.0623859905144108,0.5815395840933966,0.0102152499087924,1.0131531705915962,0.0218824050976731,0.3397782724482755,0.0025631979719203,55.95019391712594,4899.0,337159.0,2741.0,55.95,14.0,4225.0,86.24,5.0
kur,Kurdish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221783.0,1794081.0,132079.0,117950.0,1704377.0,2111309.0,0.0774940051408814,0.0558658159464105,132079.0,107979.0,1.0,0.9154641797371768,51224.0,50031.0,0.3878284965815913,0.4241712590080542,9.804995495120345,9.782390843577788,6.805597001132965,5.493891704151311,12.85601732479805,11.31572394849442,7413.901974244348,2549.0146479150494,1.0066626791541426,0.0144307573497679,0.1537034653502828,0.0043988824869964,1.0046087221313125,0.0056137814579755,0.2279677559600957,0.000566776012584,59.553257012485176,221783.0,1794081.0,132079.0,59.55,1.0,203843.0,91.91,1.0
lad,Ladino,Indo-European,Romance,Eurasia,40.0,33.0,Turkey; Israel,,,,,,,,,,,,,,,,,,,,,,,,,34671.0,341410.0,18868.0,11745.0,324341.0,579676.0,0.0581733422539857,0.0202613183916532,18868.0,8474.0,1.0,0.7214985100042571,0.0,0.0,0.0,0.0,7.5499788000848,5.193103448275863,4.636999330951067,2.5944993410111854,9.81707057056202,8.012654752549091,902.0543627251,258.2554084649801,1.0486538053847785,0.1540703837184651,1.2562539749841,0.0156349374602501,1.018708704727432,0.0567026678711602,0.7067654104784779,0.0050656562075099,54.42012056185285,34671.0,341410.0,18868.0,54.42,2.0,31257.0,90.15,1.0
lao,Lao,Tai-Kadai,Kam-Tai,Eurasia,18.0,103.0,Laos; Thailand,,,,,,,,,,,,,,,,,,,,,,,,,38986.0,234744.0,27249.0,28878.0,223007.0,413310.0,0.1221889895832866,0.0698700733105901,27249.0,26775.0,1.0,0.9271763972574278,12984.0,13477.0,0.4764945502587251,0.46668744372879,16.83654446034717,10.947399404390886,6.438528835417722,3.4739953061866395,11.080588642658826,9.3061322154771,2165.6563892840354,633.0309449182266,1.1616940071195274,3.8908216815295975,0.3217365774890822,0.2183199383463613,1.028223329312533,0.6069943992789464,0.1796535534758998,0.0384830969431452,69.89432103832145,38986.0,234744.0,27249.0,69.89,1.0,36639.0,93.98,1.0
lat,Latin,,,,,,,189.0,True,0.6931,0.6534,0.3456,0.4497,85.0,189.0,1.0847,0.3757,0.2169,41.0,191.0,True,0.0524,0.9686,0.0693,0.9476,181.0,191.0,0.0471,0.9712,0.9529,182.0,357308.0,6871526.0,139642.0,49208.0,6527952.0,14495257.0,0.0213913950347674,0.0033947656119515,139642.0,32185.0,1.0,0.6540603153958706,0.0,0.0,0.0,0.0,8.577412239870526,5.598175093480735,6.124026187692556,2.757960690176104,12.680379361769615,8.809685652210378,6564.090261076224,448.7243464346769,1.0627390040245772,0.2348004182122857,1.6058993712493377,0.0220420790306641,1.0255286803579438,0.1250928315649379,1.0644070299536517,0.0054622031534545,39.08168862717879,357308.0,6871526.0,139642.0,39.08,3.0,288593.0,80.77,1.0
lav,Latvian,Indo-European,Baltic,Eurasia,57.0,24.0,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,324806.0,9829885.0,69137.0,23707.0,9338391.0,20104543.0,0.007403523797622,0.001179186216767,69137.0,13097.0,1.0,0.5524528620238748,0.0,0.0,0.0,0.0,8.37023590841373,5.40511241405492,6.149246909879871,2.856273430338605,12.42785178824602,9.123397223588162,5510.057994667668,557.7200102239822,1.0791761285563446,0.2250169952413324,1.591434398368457,0.0262956159509379,1.0377344448310206,0.1031406802306735,1.0042916386773697,0.0077247782835394,21.28562896005616,324806.0,9829885.0,69137.0,21.29,7.0,226508.0,69.74,1.0
lbe,Lak,Nakh-Daghestanian,Lak,Eurasia,42.1666666667,47.1666666667,Russia,,,,,,,,,,,,,,,,,,,,,,,,,5877.0,23366.0,4709.0,4062.0,22198.0,51295.0,0.212136228489053,0.0791890047762939,4709.0,3024.0,1.0,0.7444608567208272,26.0,21.0,0.0055213421108515,0.0051698670605613,7.707156508812911,4.715411127523388,6.646905126587981,2.8764596939272837,11.125289540568204,8.775279904985762,2233.8081039086514,438.1496526625816,1.1320874920365258,0.2129963898916967,1.267572733064345,0.0688044170736886,1.0841967744841878,0.1419947743039913,1.0458149382827282,0.0387872781331651,80.12591458226986,5877.0,23366.0,4709.0,80.13,1.0,5644.0,96.04,1.0
lij,Ligurian,Indo-European,Romance,Eurasia,44.4166666667,8.95,Italy,,,,,,,,,,,,,,,,,,,,,,,,,48885.0,335729.0,32099.0,22030.0,318943.0,528218.0,0.1006418074703003,0.0417062652162554,32099.0,16898.0,1.0,0.7670449387199274,11169.0,7002.0,0.3479547649459484,0.3178393100317748,7.347580921524035,5.422560145256468,4.020066281435867,2.427353857687545,10.059193821532949,8.20998991087749,1066.8885947977187,296.1101043014668,1.0486931057042277,0.1309698121436804,1.1059846101124646,0.01542104115393,1.013927253459082,0.0455096992252534,0.5928551496662413,0.0038658945328789,65.6622685895469,48885.0,335729.0,32099.0,65.66,1.0,45528.0,93.13,1.0
lim,Limburgish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214868.0,4475352.0,79889.0,37964.0,4251587.0,7413212.0,0.0187903952100709,0.0051211269824739,79889.0,25496.0,1.0,0.6715836055210199,0.0,0.0,0.0,0.0,8.573082652179899,5.442524496891792,4.7265776285420005,2.710762352405408,11.009157850107774,8.963591267813223,2061.0415156587155,499.2405356479776,1.1209177734106073,0.3201692348133034,1.3434640563782247,0.0643017186346055,1.0330857630338977,0.1132692333474535,0.5850071984884703,0.0122725937397023,37.180501517210566,214868.0,4475352.0,79889.0,37.18,3.0,170115.0,79.17,1.0
lin,Lingala,Niger-Congo,Bantu,Africa,2.0,18.5,Democratic Republic of Congo,,,,,,,,,,,,,,,,,,,,,,,,,12404.0,85280.0,8140.0,6783.0,81016.0,158338.0,0.1004739804483065,0.0428387373845823,8140.0,5540.0,1.0,0.8167477517322719,932.0,722.0,0.1144963144963144,0.1064425770308123,6.902825552825552,5.017249004865104,4.806457983608176,2.459295936540818,9.936883289936542,8.012806920635807,980.1666771944869,258.282649359859,1.0621621621621622,0.1314496314496314,1.1544226044226045,0.0192874692874692,1.0302285968203813,0.0606793719759059,0.8562135874395181,0.007282512096376,65.62399226056111,12404.0,85280.0,8140.0,65.62,1.0,11552.0,93.13,1.0
lit,Lithuanian,Indo-European,Baltic,Eurasia,55.0,24.0,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,1980433.0,96795445.0,190361.0,47167.0,91955690.0,221365828.0,0.0020701383459794,0.0002130726337761,190361.0,25665.0,1.0,0.5441304301736384,0.0,0.0,0.0,0.0,8.789063936415547,5.592872135179257,6.235489908237326,2.5902316639404703,13.23032419032558,9.061957920110768,9610.02314526964,534.4673175068465,1.0828268395312064,0.3138037728316199,1.951171721098334,0.0282148129081061,1.04882437400013,0.1317802628635596,1.215683716798819,0.011021677940756,9.612089881354228,1980433.0,96795445.0,190361.0,9.61,20.0,1012479.0,51.12,1.0
