language,lang,script,word_count,morph_count,word_total_frequency,morph_total_frequency,word_ttr,morph_ttr,word_zipf_slope,morph_zipf_slope,word_hapax_count,morph_hapax_count,word_hapax_ratio,morph_hapax_ratio,word_freq_hapax_count,morph_freq_hapax_count,word_freq_hapax_ratio,morph_freq_hapax_ratio,word_avg_length,morph_avg_length,word_avg_length_weighted,morph_avg_length_weighted,word_frequency_entropy,morph_frequency_entropy,word_frequency_perplexity,morph_frequency_perplexity,avg_root_count,avg_prefix_count,avg_suffix_count,avg_interfix_count,avg_root_count_weighted,avg_prefix_count_weighted,avg_suffix_count_weighted,avg_interfix_count_weighted
mar_Deva,mar,Deva,153312,153312,261630443.0,261630443.0,0.1630979710667352,0.1630979710667352,-1.3407636492653456,-1.3407636492653456,153312,153312,1.0,1.0,0,0,0.0,0.0,7.925256992277187,7.925256992277187,5.606882567561145,5.606882567561145,13.000831864888216,13.000831864888216,8196.724908608538,8196.724908608538,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
min_Latn,min,Latn,26493,26493,11638575.0,11638575.0,0.028184018386894296,0.028184018386894296,-1.1161740038754302,-1.1161740038754302,26493,26493,1.0,1.0,0,0,0.0,0.0,7.969992073377873,7.969992073377873,6.234296294864277,6.234296294864277,8.656262741433787,8.656262741433787,403.454659517925,403.454659517925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mkd_Cyrl,mkd,Cyrl,46170,46170,736140290.0,736140290.0,0.04911700680275438,0.04911700680275438,-1.1889794952494017,-1.1889794952494017,46170,46170,1.0,1.0,0,0,0.0,0.0,7.972124756335282,7.972124756335282,4.9839970639292135,4.9839970639292135,10.921837913707652,10.921837913707652,1939.9959344661524,1939.9959344661524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mlg_Latn,mlg,Latn,95481,95481,96352451.0,96352451.0,0.10157551224813037,0.10157551224813037,-1.273036051294053,-1.273036051294053,95441,95441,0.9995810684848294,0.9995810684848294,0,0,0.0,0.0,8.333040081272713,8.333040081272713,5.562894565079616,5.562894565079616,11.388885489949361,11.388885489949361,2681.6132921629037,2681.6132921629037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mlt_Latn,mlt,Latn,1203355,1203355,454445613.0,454445613.0,1.2800656258933383,1.2800656258933383,-1.440411507642948,-1.440411507642948,1203175,1203175,0.9998504182057664,0.9998504182057664,0,0,0.0,0.0,10.121890880081107,10.121890880081107,7.09992636236539,7.09992636236539,14.573038692725317,14.573038692725317,24373.71757205725,24373.71757205725,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mon_Cyrl,mon,Cyrl,69694,69694,148361900.0,148361900.0,0.07414245885703916,0.07414245885703916,-1.3616844480061085,-1.3616844480061085,69694,69694,1.0,1.0,0,0,0.0,0.0,7.739762389875742,7.739762389875742,5.850891974287199,5.850891974287199,12.528340579644189,12.528340579644189,5907.535095463292,5907.535095463292,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mri_Latn,mri,Latn,76748,76748,72456675.0,72456675.0,0.08164664278532545,0.08164664278532545,-1.23133672256298,-1.23133672256298,76747,76747,0.9999869703445041,0.9999869703445041,0,0,0.0,0.0,6.898082034711003,6.898082034711003,3.8876401518562647,3.8876401518562647,10.430456924339625,10.430456924339625,1380.0041826576114,1380.0041826576114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
msa_Latn,msa,Latn,40163,40163,106871111.0,106871111.0,0.0427265876993537,0.0427265876993537,-1.3451885015277774,-1.3451885015277774,40163,40163,1.0,1.0,0,0,0.0,0.0,7.165525483654109,7.165525483654109,5.8696390458596435,5.8696390458596435,11.490891339153732,11.490891339153732,2878.080718693551,2878.080718693551,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mwl_Latn,mwl,Latn,33516,33516,5924394.0,5924394.0,0.035655255310853805,0.035655255310853805,-1.1548783927497166,-1.1548783927497166,33516,33516,1.0,1.0,0,0,0.0,0.0,7.991765127103473,7.991765127103473,4.822008124375253,4.822008124375253,10.25420269846828,10.25420269846828,1221.3006657997275,1221.3006657997275,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nan_Latn,nan,Latn,73355,73355,11081765.0,11081765.0,0.07803708701732077,0.07803708701732077,-1.0656060372432372,-1.0656060372432372,73355,73355,1.0,1.0,0,0,0.0,0.0,8.81729943425806,8.81729943425806,5.162617056037553,5.162617056037553,9.12587741597919,9.12587741597919,558.6796327149967,558.6796327149967,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nds_Latn,nds,Latn,115101,115101,22220060.0,22220060.0,0.12244795753288155,0.12244795753288155,-1.1889194343334701,-1.1889194343334701,115101,115101,1.0,1.0,0,0,0.0,0.0,8.420456816187523,8.420456816187523,4.848970569836445,4.848970569836445,10.948513159345774,10.948513159345774,1976.1998813551215,1976.1998813551215,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nep_Deva,nep,Deva,166313,166314,66009190.0,66012362.0,0.17692825924991018,0.1769208209244839,-1.335611148361802,-1.3356415542292128,166266,166266,0.9997174003234864,0.9997113892997583,0,0,0.0,0.0,7.6387353965113975,7.638695479634907,5.463261327703006,5.462998809223036,13.016796752357955,13.01688745777725,8287.933732064985,8288.454829120054,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
new_Deva,new,Deva,49090,49090,3139711.0,3139711.0,0.05222325953023071,0.05222325953023071,-1.076187924080898,-1.076187924080898,49090,49090,1.0,1.0,0,0,0.0,0.0,6.954613974332858,6.954613974332858,5.141720050030083,5.141720050030083,9.649209772926174,9.649209772926174,802.9741717505418,802.9741717505418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nld_Latn,nld,Latn,47786,47786,2212143445.0,2212143445.0,0.050836150202791586,0.050836150202791586,-1.2751393461984248,-1.2751393461984248,47786,47786,1.0,1.0,0,0,0.0,0.0,8.44818566107228,8.44818566107228,4.815140800238657,4.815140800238657,10.26680722675828,10.26680722675828,1232.0176651420227,1232.0176651420227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nno_Latn,nno,Latn,116915,116915,101948236.0,101948236.0,0.12437770403290187,0.12437770403290187,-1.2452842153521355,-1.2452842153521355,116915,116915,1.0,1.0,0,0,0.0,0.0,8.605046401231665,8.605046401231665,4.681264882307527,4.681264882307527,10.947085705619418,10.947085705619418,1974.2455260001698,1974.2455260001698,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nob_Latn,nob,Latn,77896,77896,1064765114.0,1064765114.0,0.08286806421305276,0.08286806421305276,-1.3052341271365158,-1.3052341271365158,77846,77846,0.9993581185169971,0.9993581185169971,0,0,0.0,0.0,8.609736058334189,8.609736058334189,4.780364537750999,4.780364537750999,10.876951364547814,10.876951364547814,1880.5661825668717,1880.5661825668717,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nor_Latn,nor,Latn,73282,73282,271235821.0,271235821.0,0.0779595857473423,0.0779595857473423,-1.2928639130011577,-1.2928639130011577,73282,73282,1.0,1.0,0,0,0.0,0.0,8.238025708905324,8.238025708905324,4.539722907764458,4.539722907764458,10.70098907752406,10.70098907752406,1664.6337500681504,1664.6337500681504,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nso_Latn,nso,Latn,11677,11677,4343013.0,4343013.0,0.012422315686622649,0.012422315686622649,-1.2366979128138869,-1.2366979128138869,11677,11677,1.0,1.0,0,0,0.0,0.0,7.307099426222488,7.307099426222488,4.084080107519825,4.084080107519825,8.870575076933237,8.870575076933237,468.06824340176365,468.06824340176365,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nya_Latn,nya,Latn,384099,384099,39594195.0,39594195.0,0.4086164577866263,0.4086164577866263,-1.28291384364726,-1.28291384364726,384067,384067,0.9999166881455042,0.9999166881455042,0,0,0.0,0.0,8.67411006016678,8.67411006016678,5.921907138154975,5.921907138154975,13.561922052761407,13.561922052761407,12093.31420513389,12093.31420513389,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
oci_Latn,oci,Latn,137110,137110,39288992.0,39288992.0,0.14586104978738101,0.14586104978738101,-1.2243746959256927,-1.2243746959256927,137104,137104,0.9999562395157173,0.9999562395157173,0,0,0.0,0.0,7.613791845963095,7.613791845963095,4.765683756915932,4.765683756915932,11.508845109435658,11.508845109435658,2914.121086067351,2914.121086067351,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ori_Orya,ori,Orya,91169,91169,11799762.0,11799762.0,0.09698788722154389,0.09698788722154389,-1.3226139131776873,-1.3226139131776873,91169,91169,1.0,1.0,0,0,0.0,0.0,7.494762474086587,7.494762474086587,5.650120146491091,5.650120146491091,12.68092785694032,12.68092785694032,6566.586323100295,6566.586323100295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
orm_Latn,orm,Latn,115175,115175,15164144.0,15164144.0,0.12252502351403528,0.12252502351403528,-1.2680291567446793,-1.2680291567446793,115175,115175,1.0,1.0,0,0,0.0,0.0,8.715658780117213,8.715658780117213,6.4353769655577,6.4353769655577,12.380400809792501,12.380400809792501,5331.777309464236,5331.777309464236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ory_Orya,ory,Orya,76492,76492,83740889.0,83740889.0,0.0813744271381859,0.0813744271381859,-1.356431657706721,-1.356431657706721,76492,76492,1.0,1.0,0,0,0.0,0.0,7.363332113162161,7.363332113162161,5.702071768070196,5.702071768070196,12.622860701219823,12.622860701219823,6307.535480646636,6307.535480646636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pam_Latn,pam,Latn,465119,465119,9181141.0,9181141.0,0.49479786878814636,0.49479786878814636,-1.116473472975432,-1.116473472975432,465022,465022,0.9997914512200103,0.9997914512200103,46388,46388,0.09973361655834313,0.09973361655834313,8.044859487571998,8.044859487571998,5.470290457362544,5.470290457362544,14.376685004498947,14.376685004498947,21272.24981438997,21272.24981438997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pan_Guru,pan,Guru,18941,18941,336630146.0,336630146.0,0.020149977599227244,0.020149977599227244,-1.2788548255563552,-1.2788548255563552,18941,18941,1.0,1.0,0,0,0.0,0.0,5.3549970962462385,5.3549970962462385,3.882955408277665,3.882955408277665,10.509828150620235,10.509828150620235,1458.053711089798,1458.053711089798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pap_Latn,pap,Latn,8812,8812,8900527.0,8900527.0,0.009374416067069917,0.009374416067069917,-1.175277617211277,-1.175277617211277,8812,8812,1.0,1.0,0,0,0.0,0.0,7.012142532909668,7.012142532909668,4.0684010059179645,4.0684010059179645,9.00941190076649,9.00941190076649,515.3511214217382,515.3511214217382,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pcm_Latn,pcm,Latn,4477,4477,8307460.0,8307460.0,0.004762764883291318,0.004762764883291318,-1.3646589882799591,-1.3646589882799591,4477,4477,1.0,1.0,0,0,0.0,0.0,6.136251954433773,6.136251954433773,4.581899160513562,4.581899160513562,9.031767730727564,9.031767730727564,523.3991353073081,523.3991353073081,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pes_Arab,pes,Arab,32841,32841,756486902.0,756486902.0,0.03493720464326727,0.03493720464326727,-1.329756520709035,-1.329756520709035,32841,32841,1.0,1.0,0,0,0.0,0.0,5.6877378886148415,5.6877378886148415,3.91077172278655,3.91077172278655,10.930933931072483,10.930933931072483,1952.2660137226142,1952.2660137226142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
plt_Latn,plt,Latn,14585,14585,4411898.0,4411898.0,0.015515919713409761,0.015515919713409761,-1.1995985072713538,-1.1995985072713538,14585,14585,1.0,1.0,0,0,0.0,0.0,8.297840246828933,8.297840246828933,5.8237921638260906,5.8237921638260906,7.901135635590374,7.901135635590374,239.04453871629954,239.04453871629954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pms_Latn,pms,Latn,26657,26657,5463545.0,5463545.0,0.028358524877899367,0.028358524877899367,-1.2042076758201732,-1.2042076758201732,26657,26657,1.0,1.0,0,0,0.0,0.0,7.0258468694901905,7.0258468694901905,4.330999744671271,4.330999744671271,8.913765886322695,8.913765886322695,482.29294168812555,482.29294168812555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pnb_Arab,pnb,Arab,35574,35574,33941423.0,33941423.0,0.037844685682298894,0.037844685682298894,-1.341580210646777,-1.341580210646777,35574,35574,1.0,1.0,0,0,0.0,0.0,5.11871029403497,5.11871029403497,3.7341902253184847,3.7341902253184847,10.858335322565171,10.858335322565171,1856.4558915568991,1856.4558915568991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pol_Latn,pol,Latn,118787,118787,763722362.0,763722362.0,0.12636920674335822,0.12636920674335822,-1.2258072971734806,-1.2258072971734806,118787,118787,1.0,1.0,0,0,0.0,0.0,8.487157685605327,8.487157685605327,5.744675159845588,5.744675159845588,12.568043174350255,12.568043174350255,6072.366592163817,6072.366592163817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
por_Latn,por,Latn,23005,23005,2180998593.0,2180998593.0,0.02447339826714718,0.02447339826714718,-1.204448893816123,-1.204448893816123,23005,23005,1.0,1.0,0,0,0.0,0.0,7.748228645946534,7.748228645946534,4.8127904890399895,4.8127904890399895,10.355481933531392,10.355481933531392,1310.118808463966,1310.118808463966,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pus_Arab,pus,Arab,43717,43717,18190674.0,18190674.0,0.04650745279510163,0.04650745279510163,-1.3005891298476335,-1.3005891298476335,43717,43717,1.0,1.0,0,0,0.0,0.0,5.397122400896676,5.397122400896676,3.5416871854225964,3.5416871854225964,10.65844723976083,10.65844723976083,1616.264099096872,1616.264099096872,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
roh_Latn,roh,Latn,25279,25279,10770305.0,10770305.0,0.026892543607444343,0.026892543607444343,-1.2041597286130423,-1.2041597286130423,25279,25279,1.0,1.0,0,0,0.0,0.0,7.8000712053483126,7.8000712053483126,4.876329871809573,4.876329871809573,10.431872097131608,10.431872097131608,1381.3585246869839,1381.3585246869839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ron_Latn,ron,Latn,44259,44259,753681691.0,753681691.0,0.04708400243160991,0.04708400243160991,-1.1932578257224433,-1.1932578257224433,44259,44259,1.0,1.0,0,0,0.0,0.0,7.786529293477033,7.786529293477033,4.883971209538113,4.883971209538113,11.059630606233146,11.059630606233146,2134.4233014225315,2134.4233014225315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rus_Cyrl,rus,Cyrl,133555,133555,4584050909.0,4584070336.0,0.14207976032957806,0.14207915815589836,-1.2397905837793242,-1.2397873073098633,133553,133548,0.9999850248961102,0.9999475871363858,0,0,0.0,0.0,8.71463442027629,8.714574519860731,5.940423647681614,5.94039847254211,12.770505351433954,12.77049950289316,6987.232112831647,6987.2037873518575,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sah_Cyrl,sah,Cyrl,152966,152966,13986704.0,13986704.0,0.1627309215033121,0.1627309215033121,-1.2520774886196078,-1.2520774886196078,152966,152966,1.0,1.0,0,0,0.0,0.0,9.324326974621812,9.324326974621812,7.005904250207911,7.005904250207911,13.506793653968717,13.506793653968717,11639.921062070593,11639.921062070593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scn_Latn,scn,Latn,116061,116061,5572845.0,5572845.0,0.123469216844003,0.123469216844003,-1.1297926431087417,-1.1297926431087417,116061,116061,1.0,1.0,0,0,0.0,0.0,7.948389209122789,7.948389209122789,4.802119563705792,4.802119563705792,11.917409329969118,11.917409329969118,3868.0998733344195,3868.0998733344195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sco_Latn,sco,Latn,106884,106884,11657065.0,11657065.0,0.11370699977855502,0.11370699977855502,-1.2457606176895002,-1.2457606176895002,106884,106884,1.0,1.0,0,0,0.0,0.0,6.912391003330714,6.912391003330714,4.610983296395791,4.610983296395791,11.50985998826153,11.50985998826153,2916.171776047799,2916.171776047799,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sin_Sinh,sin,Sinh,112453,112453,102173575.0,102173575.0,0.11963092042429824,0.11963092042429824,-1.3426156800600255,-1.3426156800600255,112449,112449,0.9999644295839151,0.9999644295839151,0,0,0.0,0.0,7.0401589997599,7.0401589997599,4.977714306267545,4.977714306267545,12.918905708656304,12.918905708656304,7744.22797834046,7744.22797834046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
slk_Latn,slk,Latn,109848,109848,290049788.0,290049788.0,0.11685956253349768,0.11685956253349768,-1.2424572134446086,-1.2424572134446086,109848,109848,1.0,1.0,0,0,0.0,0.0,8.004515330274561,8.004515330274561,5.369204738050007,5.369204738050007,12.436058001273443,12.436058001273443,5541.489136714099,5541.489136714099,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
slv_Latn,slv,Latn,81280,81280,291828464.0,291828464.0,0.08646804178036942,0.08646804178036942,-1.2118313830267324,-1.2118313830267324,81280,81280,1.0,1.0,0,0,0.0,0.0,7.767999507874015,7.767999507874015,4.976393711204264,4.976393711204264,11.82786689253963,11.82786689253963,3635.320616175323,3635.320616175323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sme_Latn,sme,Latn,115169,115169,2764460.0,2764460.0,0.12252165786956831,0.12252165786956831,-1.1138310526753938,-1.1138310526753938,115169,115169,1.0,1.0,0,0,0.0,0.0,10.482577777005964,10.482577777005964,6.6578666357986735,6.6578666357986735,12.551962314739201,12.551962314739201,6005.057374698772,6005.057374698772,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
smo_Latn,smo,Latn,35057,35057,36281636.0,36281636.0,0.037294656411161115,0.037294656411161115,-1.274450019166173,-1.274450019166173,35057,35057,1.0,1.0,0,0,0.0,0.0,6.636477736258094,6.636477736258094,3.8274193589285774,3.8274193589285774,9.425416279184972,9.425416279184972,687.5954934927425,687.5954934927425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sna_Latn,sna,Latn,634673,634673,57964944.0,57964944.0,0.6751714685720606,0.6751714685720606,-1.2639885167126013,-1.2639885167126013,634629,634629,0.9999306729607215,0.9999306729607215,0,0,0.0,0.0,9.746701057079788,9.746701057079788,6.455570491019538,6.455570491019538,14.388337834263822,14.388337834263822,21444.764230955345,21444.764230955345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
snd_Arab,snd,Arab,23432,23432,6950430.0,6950430.0,0.02492762491446264,0.02492762491446264,-1.2876294158011476,-1.2876294158011476,23432,23432,1.0,1.0,0,0,0.0,0.0,4.958048822123592,4.958048822123592,3.643388538550852,3.643388538550852,10.851544995414852,10.851544995414852,1847.7386486159157,1847.7386486159157,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
som_Latn,som,Latn,305976,305976,109252079.0,109252079.0,0.32550737577684324,0.32550737577684324,-1.3017965449278617,-1.3017965449278617,305967,305967,0.9999705859283081,0.9999705859283081,0,0,0.0,0.0,9.873156718173975,9.873156718173975,5.684163026316415,5.684163026316415,12.267260298122427,12.267260298122427,4929.618540241292,4929.618540241292,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sot_Latn,sot,Latn,31633,31633,39009499.0,39009499.0,0.0336520889596722,0.0336520889596722,-1.263832281340308,-1.263832281340308,31633,31633,1.0,1.0,0,0,0.0,0.0,7.158378908102298,7.158378908102298,4.168773251868731,4.168773251868731,9.91956357301231,9.91956357301231,968.4700158703189,968.4700158703189,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
spa_Latn,spa,Latn,22685,22685,4491584733.0,4491584733.0,0.024132972125346822,0.024132972125346822,-1.1825022297731838,-1.1825022297731838,22685,22685,1.0,1.0,0,0,0.0,0.0,7.861053559620895,7.861053559620895,4.740173583184187,4.740173583184187,9.887565930265055,9.887565930265055,947.2266953460323,947.2266953460323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sqi_Latn,sqi,Latn,42951,42951,264377424.0,264377424.0,0.04569250117981186,0.04569250117981186,-1.2003512512468748,-1.2003512512468748,42951,42951,1.0,1.0,0,0,0.0,0.0,7.518451258410747,7.518451258410747,4.584810600166828,4.584810600166828,10.435386301356141,10.435386301356141,1384.727423117122,1384.727423117122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
srd_Latn,srd,Latn,70932,70932,3827262.0,3827262.0,0.07545987743147432,0.07545987743147432,-1.114695263662182,-1.114695263662182,70932,70932,1.0,1.0,0,0,0.0,0.0,7.976371736310833,7.976371736310833,4.735876456850876,4.735876456850876,10.732745044940206,10.732745044940206,1701.6811745231387,1701.6811745231387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sun_Latn,sun,Latn,174133,174133,56132718.0,56132718.0,0.18524826333229485,0.18524826333229485,-1.3472034447788555,-1.3472034447788555,174113,174113,0.9998851452625293,0.9998851452625293,0,0,0.0,0.0,7.523364324969994,7.523364324969994,5.596632983280802,5.596632983280802,13.133781050697124,13.133781050697124,8987.979076653577,8987.979076653577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
swa_Latn,swa,Latn,41114,41114,107510540.0,107510540.0,0.043738282238229544,0.043738282238229544,-1.3459179102466334,-1.3459179102466334,41114,41114,1.0,1.0,0,0,0.0,0.0,7.812010507369752,7.812010507369752,5.153344509291833,5.153344509291833,10.519286231350344,10.519286231350344,1467.6438823105184,1467.6438823105184,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
swe_Latn,swe,Latn,84450,84450,1613460301.0,1613460301.0,0.08984040135146573,0.08984040135146573,-1.2837026742502615,-1.2837026742502615,84450,84450,1.0,1.0,0,0,0.0,0.0,8.647282415630551,8.647282415630551,4.828511239583328,4.828511239583328,10.870116251405255,10.870116251405255,1871.6776225294377,1871.6776225294377,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
swh_Latn,swh,Latn,25480,25480,27905186.0,27905186.0,0.027106357487213732,0.027106357487213732,-1.3197297153762293,-1.3197297153762293,25480,25480,1.0,1.0,0,0,0.0,0.0,8.05408163265306,8.05408163265306,5.3017085426343336,5.3017085426343336,10.2650891956002,10.2650891956002,1230.5513920388128,1230.5513920388128,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tam_Taml,tam,Taml,831230,831230,108473417.0,108473417.0,0.8842987760246285,0.8842987760246285,-1.2918752235523392,-1.2918752235523392,831109,831109,0.9998544325878518,0.9998544325878518,0,0,0.0,0.0,10.826264692082818,10.826264692082818,7.661436137851175,7.661436137851175,14.74002112651681,14.74002112651681,27364.561661667754,27364.561661667754,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tat_Cyrl,tat,Cyrl,92866,92866,298422807.0,298422807.0,0.09879360525011938,0.09879360525011938,-1.3197434925449782,-1.3197434925449782,92866,92866,1.0,1.0,0,0,0.0,0.0,8.456841039777744,8.456841039777744,6.2012325385036675,6.2012325385036675,12.936429966787001,12.936429966787001,7838.869903474612,7838.869903474612,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tel_Telu,tel,Telu,446905,446905,28601531.0,28601531.0,0.4754379664446337,0.4754379664446337,-1.2705722984879304,-1.2705722984879304,446905,446905,1.0,1.0,0,0,0.0,0.0,9.267889148700506,9.267889148700506,6.697697791072793,6.697697791072793,14.333292350147676,14.333292350147676,20641.960089153003,20641.960089153003,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tgk_Cyrl,tgk,Cyrl,220085,220085,362561788.0,362561788.0,0.23413302828993124,0.23413302828993124,-1.3338840002128958,-1.3338840002128958,220085,220085,1.0,1.0,0,0,0.0,0.0,8.350119272099416,8.350119272099416,6.01945077841463,6.01945077841463,13.372288956972723,13.372288956972723,10603.764813837088,10603.764813837088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tgl_Latn,tgl,Latn,36451,36451,148346513.0,148346513.0,0.03877761522772713,0.03877761522772713,-1.2376146607159475,-1.2376146607159475,36451,36451,1.0,1.0,0,0,0.0,0.0,7.56766618199775,7.56766618199775,4.760962173745196,4.760962173745196,10.138582725144767,10.138582725144767,1127.2429135726666,1127.2429135726666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tha_Thai,tha,Thai,12548,12548,243687383.0,243687383.0,0.013348933457822988,0.013348933457822988,-1.210286787058194,-1.210286787058194,12548,12548,1.0,1.0,0,0,0.0,0.0,6.124083519285942,6.124083519285942,4.334470344736723,4.334470344736723,10.772799264189722,10.772799264189722,1749.587695716728,1749.587695716728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tir_Ethi,tir,Ethi,126571,126571,6224994.0,6224994.0,0.13465073370318278,0.13465073370318278,-1.170616822601224,-1.170616822601224,126571,126571,1.0,1.0,0,0,0.0,0.0,4.98313989776489,4.98313989776489,3.7869000355662994,3.7869000355662994,12.447561755383902,12.447561755383902,5585.852470577196,5585.852470577196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tsn_Latn,tsn,Latn,23362,23362,7834774.0,7834774.0,0.024853139694354928,0.024853139694354928,-1.2149032851724182,-1.2149032851724182,23362,23362,1.0,1.0,0,0,0.0,0.0,7.391661672801986,7.391661672801986,4.086099867079765,4.086099867079765,9.400975802027322,9.400975802027322,676.0451553637862,676.0451553637862,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tso_Latn,tso,Latn,13721,13721,2753795.0,2753795.0,0.014596784425944233,0.014596784425944233,-1.2500195902335838,-1.2500195902335838,13721,13721,1.0,1.0,0,0,0.0,0.0,7.640915385176007,7.640915385176007,4.660291706535889,4.660291706535889,9.518721001676383,9.518721001676383,733.534495310485,733.534495310485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tuk_Latn,tuk,Latn,64804,64804,10175459.0,10175459.0,0.06894044687418022,0.06894044687418022,-1.2993540614861867,-1.2993540614861867,64804,64804,1.0,1.0,0,0,0.0,0.0,8.973952225171285,8.973952225171285,7.002779530633458,7.002779530633458,12.583055492277632,12.583055492277632,6135.883995442088,6135.883995442088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tur_Latn,tur,Latn,155131,155131,1510230359.0,1510230359.0,0.16503297486093285,0.16503297486093285,-1.2856777399882184,-1.2856777399882184,155131,155131,1.0,1.0,0,0,0.0,0.0,8.954825276701627,8.954825276701627,6.349690593791063,6.349690593791063,13.310124672261498,13.310124672261498,10156.563131838446,10156.563131838446,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uig_Arab,uig,Arab,228941,228941,6446662.0,6446662.0,0.24355482119485977,0.24355482119485977,-1.223102987528248,-1.223102987528248,228940,228940,0.999995632062409,0.999995632062409,0,0,0.0,0.0,8.849157643235593,8.849157643235593,6.786926319388235,6.786926319388235,14.445740901778665,14.445740901778665,22315.22761648146,22315.22761648146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ukr_Cyrl,ukr,Cyrl,131368,131368,2904328925.0,2904328925.0,0.1397531617546453,0.1397531617546453,-1.2646146054263159,-1.2646146054263159,131368,131368,1.0,1.0,0,0,0.0,0.0,8.704029900736861,8.704029900736861,5.917283354536022,5.917283354536022,12.83730303593535,12.83730303593535,7318.351709870744,7318.351709870744,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
