used_shortcut,name,alternative_name,ud_name,leipzig_shortcut,ud_shortcut,til_shortcut,wals_shortcut,iso_code,primary_script,primary_script_pct,secondary_script,secondary_script_pct,distinct_words,total_frequency,family,genus,macroarea,latitude,longitude,countries,data_sources
roa,Tarantino,,,roa,,,,roa,Latin,99.77,,0.0,28107,220045,,,,,,,wikipedia
roh,Romansh,Romansch,,roh,,,roh,roh,Latin,99.89,,0.0,326916,11457764,Indo-European,Romance,Eurasia,46.6666666667,9.16666666667,Switzerland,"glot500, newscrawl, wikipedia"
rom,Romany,,,rom,,,,rom,Latin,97.6,Devanagari,2.1,17407,227820,,,,,,,"bible, news, wikipedia"
ron,Romanian,Moldavian,,ron,,,ron,ron,Latin,93.22,Cyrillic,6.73,5826486,801788368,Indo-European,Romance,Eurasia,47.0,29.0,Moldova,"bible, glot500, news, newscrawl, wikipedia"
rop,Kriol (Fitzroy Crossing),,,,,,rop,rop,Latin,100.0,,0.0,6693,907709,other,Creoles and Pidgins,Australia,-18.1666666667,125.583333333,Australia,glot500
rue,Rusyn,,,rue,,,,rue,Cyrillic,95.13,Latin,4.61,172305,1136369,,,,,,,"glot500, wikipedia"
rug,Roviana,,,,,,rug,rug,Latin,100.0,,0.0,12322,917956,Austronesian,Oceanic,Papunesia,-8.25,157.333333333,Solomon Islands,glot500
run,Rundi,,,run,,,run,run,Latin,100.0,,0.0,217790,2725310,Niger-Congo,Bantu,Africa,-3.5,30.0,Burundi,"community, glot500, wikipedia"
rup,Macedo-Romanian,,,rup,,,,rup,Latin,99.51,,0.0,9581,31471,,,,,,,wikipedia
rus,Russian,,,rus,,,rus,rus,Cyrillic,92.81,Latin,7.14,23436011,4876649342,Indo-European,Slavic,Eurasia,56.0,38.0,Russia,"bible, mixed, news, newscrawl-public, web, web-public, wikipedia"
sag,Sango,,,sag,,,sag,sag,Latin,99.96,,0.0,8989,336128,Niger-Congo,Ubangi,Africa,5.0,18.0,Central African Republic,"glot500, wikipedia"
sah,Yakut,,,sah,,sah,sah,sah,Cyrillic,98.04,Latin,1.87,894074,14879468,Altaic,Turkic,Eurasia,62.0,130.0,Russia,"glot500, wikipedia"
san,Sanskrit,,,san,,,,san,Devanagari,60.98,Latin,38.53,375233,1475059,,,,,,,"glot500, newscrawl, wikipedia"
sat,Santali,,,,,,sat,sat,Latin,7.75,,0.0,141954,1644772,Austro-Asiatic,Munda,Eurasia,24.5,87.0,India,glot500
scn,Sicilian,,,scn,,,,scn,Latin,99.84,,0.0,469559,5928558,,,,,,,"glot500, wikipedia"
sco,Scots,,,sco,,,,sco,Latin,99.06,,0.0,747655,12401131,,,,,,,"glot500, wikipedia"
scr,Croatian (Serbia),,,scr,,,,scr,Latin,99.4,,0.0,167101,1429595,,,,,,,wikipedia
seh,Sena,,,,,,seh,seh,Latin,100.0,,0.0,15643,135343,Niger-Congo,Bantu,Africa,-18.0,35.25,Mozambique,glot500
sgs,Samogitian,,,sgs,,,,sgs,Latin,99.67,,0.0,120965,746497,,,,,,,"glot500, wikipedia"
sin,Sinhalese,Sinhala,Sinhala,sin,Sinhala,,sin,sin,Sinhala,88.16,Latin,11.52,2634324,108695258,Indo-European,Indic,Eurasia,7.0,80.5,Sri Lanka,"community, glot500, wikipedia"
skr,Seraiki,,,skr,,,,skr,Arabic,99.17,Latin,0.83,19241,106389,,,,,,,wikipedia
slk,Slovak,,,slk,,,slk,slk,Latin,99.91,,0.0,4481265,308563497,Indo-European,Slavic,Eurasia,49.0,20.0,Slovakia,"bible, glot500, news, newscrawl, wikipedia"
slv,Slovenian,Slovene,,slv,,,slv,slv,Latin,99.86,,0.0,3966842,310455683,Indo-European,Slavic,Eurasia,46.0,15.0,Slovenia,"bible, glot500, news, newscrawl, wikipedia"
sme,Northern Sami,Saami (Northern),North_Sami,sme,North_Sami,,sme,sme,Latin,99.88,,0.0,325677,2940913,Uralic,Saami,Eurasia,69.0,24.0,Norway; Finland; Sweden,"glot500, wikipedia"
smi,Sami,,,smi,,,,smi,Latin,99.94,,0.0,39077,296833,,,,,,,"news, newscrawl"
smo,Samoan,,,smo,,,smo,smo,Latin,98.51,,0.0,1085041,38597481,Austronesian,Oceanic,Papunesia,-13.9166666667,-171.833333333,American Samoa; Samoa,"glot500, wikipedia"
sna,Shona,Karanga,,sna,,,sna,sna,Latin,99.72,,0.0,4120552,61664832,Niger-Congo,Bantu,Africa,-20.0,31.0,Zimbabwe,"bible, community, glot500, newscrawl, web, wikipedia"
snd,Sindhi,,,snd,,,snd,snd,Arabic,94.95,Latin,5.0,273166,7394065,Indo-European,Indic,Eurasia,26.0,69.0,Pakistan; India,"community, glot500, wikipedia"
som,Somali,,,som,,,som,som,Latin,86.21,Arabic,13.7,5239936,116225609,Afro-Asiatic,Lowland East Cushitic,Africa,3.0,45.0,Somalia,"bible, community, glot500, news, newscrawl, wikipedia"
sot,Southern Sotho,Sesotho,,sot,,,sot,sot,Latin,99.81,,0.0,1069665,41499433,Niger-Congo,Bantu,Africa,-28.0,27.0,Lesotho; South Africa,"community, glot500, web, wikipedia"
spa,Spanish,,,spa,,,spa,spa,Latin,99.88,,0.0,11259324,4778280127,Indo-European,Romance,Eurasia,40.0,-4.0,Spain,"bible, glot500, news, newscrawl, newscrawl-public, wikipedia"
sqi,Albanian,,,sqi,,,sqi,sqi,Latin,99.88,,0.0,3542941,281252419,Indo-European,Albanian,Eurasia,41.0,20.0,Serbia and Montenegro; Albania,"bible, community, glot500, news, newscrawl, wikipedia"
srd,Sardinian,,,srd,,,,srd,Latin,99.69,,0.0,301074,4071555,,,,,,,"glot500, wikipedia"
srm,Saramaccan,,,,,,srm,srm,Latin,100.0,,0.0,4235,417236,other,Creoles and Pidgins,South America,4.5,-55.5,French Guiana; Suriname,glot500
srn,Sranan Tongo,Sranan,,srn,,,srn,srn,Latin,97.76,Arabic,1.92,11030,290560,other,Creoles and Pidgins,South America,5.83333333333,-55.3333333333,Suriname,"glot500, wikipedia"
srp,Serbian,,,srp,,,,srp,Cyrillic,60.0,Latin,39.92,2405774,183058612,,,,,,,"bible, glot500, news, wikipedia"
ssw,Swati,,,ssw,,,ssw,ssw,Latin,99.95,,0.0,201244,987929,Niger-Congo,Bantu,Africa,-26.5,31.0,South Africa; Swaziland,"bible, glot500, wikipedia"
sun,Sundanese,,,sun,,,sun,sun,Latin,99.23,,0.0,2630660,59715653,Austronesian,Malayo-Sumbawan,Papunesia,-7.0,107.0,Indonesia,"community, glot500, wikipedia"
suz,,,,,,,,suz,Devanagari,100.0,,0.0,26699,702822,,,,,,,glot500
swa,Swahili (macrolanguage),,,swa,,,,swa,Latin,99.84,,0.0,2242619,114372880,,,,,,,"community, glot500, news, newscrawl, wikipedia"
swc,,,,,,,,swc,Latin,100.0,,0.0,27160,169669,,,,,,,glot500
swe,Swedish,,,swe,,,swe,swe,Latin,99.95,,0.0,15676442,1716447069,Indo-European,Germanic,Eurasia,60.0,15.0,Finland; Sweden,"bible, glot500, news, newscrawl, web, wikipedia"
swh,Swahili,,,swh,,,swh,swh,Latin,99.79,,0.0,574203,29686344,Niger-Congo,Bantu,Africa,-6.5,39.0,Tanzania,"glot500, web, wikipedia"
szl,Silesian,,,szl,,,,szl,Latin,99.47,,0.0,205117,2801027,,,,,,,"glot500, wikipedia"
tah,Tahitian,,,tah,,,tah,tah,Latin,98.38,,0.0,5344,27528,Austronesian,Oceanic,Papunesia,-17.6666666667,-149.583333333,French Polynesia,"glot500, wikipedia"
tam,Tamil,,,tam,,,tam,tam,Tamil,96.7,Latin,3.23,6061799,115397249,Dravidian,Dravidian,Eurasia,11.0,78.5,India; Sri Lanka,"community, glot500, news, newscrawl, web, wikipedia"
tat,Tatar,Tatar (Mishar),,tat,,tt,tat,tat,Cyrillic,85.78,Latin,14.06,4200574,317471066,Altaic,Turkic,Eurasia,55.5,49.0,Russia,"community, glot500, mixed, news, web, wikipedia"
tbz,,,,,,,,tbz,Latin,99.99,,0.0,23895,699558,,,,,,,glot500
tca,Ticuna,,,,,,tca,tca,Latin,100.0,,0.0,17961,311905,Ticuna,Ticuna,South America,-4.0,-70.5,Brazil; Peru,glot500
tcy,Tulu,,,tcy,,,tcy,tcy,Kannada,97.88,Latin,2.12,45205,139280,Dravidian,Dravidian,Eurasia,12.75,75.3333333333,India,wikipedia
tdt,,,,,,,,tdt,Latin,100.0,,0.0,4509,208754,,,,,,,glot500
tel,Telugu,,,tel,,,tel,tel,Telugu,98.32,Latin,1.64,1915953,30427159,Dravidian,Dravidian,Eurasia,16.0,79.0,India,"bible, community, news, newscrawl, web, wikipedia"
teo,Teso,,,,,,teo,teo,Latin,100.0,,0.0,87,108,Eastern Sudanic,Eastern Nilotic,Africa,1.83333333333,33.8333333333,Uganda,glot500
tet,Tetum,Tetun Dili,,tet,,,tet,tet,Latin,99.82,,0.0,12151,70231,Austronesian,Central Malayo-Polynesian,Papunesia,-8.58333333333,125.583333333,East Timor,wikipedia
tgk,Tajik,,,tgk,,,tgk,tgk,Cyrillic,63.81,Latin,20.72,8915666,385704024,Indo-European,Iranian,Eurasia,38.6666666667,70.0,Tajikistan,"community, glot500, newscrawl, web, wikipedia"
tgl,Tagalog,,,tgl,,,tgl,tgl,Latin,99.87,,0.0,2650722,157815301,Austronesian,Greater Central Philippine,Papunesia,15.0,121.0,Philippines,"bible, community, glot500, news, newscrawl, wikipedia"
tha,Thai,,,tha,,,tha,tha,Thai,93.54,Latin,6.39,28249045,63974881,Tai-Kadai,Kam-Tai,Eurasia,16.0,101.0,Thailand,"bible, community, glot500, news, newscrawl, web, wikipedia"
tir,Tigrinya,,,tir,,,tir,tir,Ethiopic,98.03,Latin,1.91,400078,6622331,Afro-Asiatic,Semitic,Africa,14.5,38.5,Ethiopia; Eritrea,"glot500, wikipedia"
tlh,tlhIngan-Hol,,,tlh,,,,tlh,Latin,100.0,,0.0,6018,19487,,,,,,,"glot500, wikia"
tls,,,,,,,,tls,Latin,99.87,,0.0,68622,708763,,,,,,,glot500
toi,Tonga,Tonga (in Zambia),,toi,,,toi,toi,Latin,100.0,,0.0,6,6,Niger-Congo,Bantu,Africa,-17.0,27.0,Zambia,glot500
toj,Tojolabal,,,,,,toj,toj,Latin,100.0,,0.0,10793,285194,Mayan,Mayan,North America,16.3333333333,-91.5,Mexico,glot500
tok,,,,,,,,tok,Latin,100.0,,0.0,1580,432782,,,,,,,glot500
ton,Tonga (Tonga Islands),Tongan,,ton,,,ton,ton,Latin,96.63,,0.0,14826,119786,Austronesian,Oceanic,Papunesia,-21.1666666667,-175.166666667,Tonga,"glot500, wikipedia"
top,Totonac (Papantla),,,,,,top,top,Latin,100.0,,0.0,20399,167371,Totonacan,Totonacan,North America,20.3333333333,-97.3333333333,Mexico,glot500
tpi,Tok Pisin,,,tpi,,,tpi,tpi,Latin,99.59,,0.0,21843,1540419,other,Creoles and Pidgins,Papunesia,-9.5,147.166666667,Papua New Guinea,"glot500, newscrawl, wikipedia"
tsn,Tswana,,,tsn,,,tsn,tsn,Latin,99.95,,0.0,325153,8334857,Niger-Congo,Bantu,Africa,-24.0,26.0,South Africa; Botswana,"community, glot500, web, wikipedia"
tso,Tsonga,,,tso,,,tso,tso,Latin,99.95,,0.0,126934,2929564,Niger-Congo,Bantu,Africa,-24.0,32.0,Mozambique; South Africa,"community, glot500, web, wikipedia"
tuc,,,,,,,,tuc,Latin,100.0,,0.0,11805,768149,,,,,,,glot500
tuk,Turkmen,,,tuk,,tk,tuk,tuk,Latin,82.13,Cyrillic,17.23,460556,10824949,Altaic,Turkic,Eurasia,40.0,58.0,Turkmenistan,"glot500, web, wikipedia"
tum,Tumbuka,,,tum,,,,tum,Latin,99.77,,0.0,26364,221560,,,,,,,"glot500, wikipedia"
tur,Turkish,,,tur,,tr,tur,tur,Latin,99.94,,0.0,16594358,1606627974,Altaic,Turkic,Eurasia,39.0,35.0,Turkey,"bible, glot500, news, newscrawl, web, wikipedia"
tvl,Nanumea,,,,,,tvl,tvl,Latin,100.0,,0.0,16,16,Austronesian,Oceanic,Papunesia,-5.66666666667,176.116666667,Tuvalu,glot500
twi,,,,,,,,twi,Latin,99.35,,0.0,52929,635006,,,,,,,glot500
tyv,Tuvinian,Tuvan,,tyv,,tyv,tyv,tyv,Cyrillic,97.7,Latin,2.19,167640,1446211,Altaic,Turkic,Eurasia,52.0,95.0,Russia; Mongolia,"glot500, wikipedia"
tzo,Tzotzil,,,,,,tzo,tzo,Latin,100.0,,0.0,34802,1149659,Mayan,Mayan,North America,16.5,-92.6666666667,Mexico,glot500
udm,Udmurt,,,udm,,,udm,udm,Cyrillic,96.49,Latin,3.39,79006,500480,Uralic,Permic,Eurasia,57.5,52.5,Russia,"glot500, wikipedia"
uig,Uyghur,,,uig,,ug,uig,uig,Arabic,79.36,Latin,19.96,632955,6858150,Altaic,Turkic,Eurasia,40.0,80.0,China,"community, glot500, newscrawl, wikipedia"
ukr,Ukrainian,,,ukr,,,ukr,ukr,Cyrillic,94.86,Latin,5.08,19893572,3089710709,Indo-European,Slavic,Eurasia,49.0,33.0,Ukraine,"bible, glot500, mixed, news, newscrawl, web, wikipedia"
umb,UMbundu,,,,,,umb,umb,Latin,99.99,,0.0,11821,34455,Niger-Congo,Bantu,Africa,-12.5,15.0,Angola,glot500
urd,Urdu,,,urd,,,urd,urd,Arabic,95.84,Latin,4.09,3499100,374972832,Indo-European,Indic,Eurasia,25.0,67.0,Pakistan,"glot500, news, web, wikipedia"
uzb,Uzbek,,,uzb,,uz,,uzb,Latin,77.09,Cyrillic,20.46,2835549,78579570,,,,,,,"community, glot500, news, newscrawl, wikipedia"
uzn,Northern Uzbek,Uzbek (Northern),,uzn,,,uzn,uzn,Cyrillic,72.69,Latin,27.16,2871181,119088176,Altaic,Turkic,Eurasia,40.6666666667,66.5,Uzbekistan,"glot500, newscrawl, web"
vec,Venetian,,,vec,,,,vec,Latin,99.78,,0.0,645332,12041552,,,,,,,"glot500, wikipedia"
ven,Venda,,,ven,,,ven,ven,Latin,99.91,,0.0,70191,1319804,Niger-Congo,Bantu,Africa,-22.0,30.0,South Africa; Zimbabwe,"community, glot500, wikipedia"
vep,Veps,,,,,,vep,vep,Latin,98.14,Cyrillic,1.35,137002,827853,Uralic,Finnic,Eurasia,60.0,35.0,Russia,glot500
vie,Vietnamese,,,vie,,,vie,vie,Latin,99.1,,0.0,5514002,2127249850,Austro-Asiatic,Vietic,Eurasia,10.5,106.5,Vietnam,"bible, glot500, mixed, news, newscrawl, wikipedia"
vls,Vlaams,,,vls,,,,vls,Latin,99.81,,0.0,184506,2807778,,,,,,,"community, glot500, wikipedia"
vol,Volapük,,,vol,,,,vol,Latin,99.28,,0.0,260737,8837143,,,,,,,"glot500, wikipedia"
vro,Võro,,,vro,,,,vro,Latin,99.75,,0.0,33962,124346,,,,,,,wikipedia
wal,Wolaytta,,,,,,wal,wal,Latin,100.0,,0.0,55573,532245,Afro-Asiatic,Ta-Ne-Omotic,Africa,6.83333333333,37.75,Ethiopia,glot500
war,Waray (Philippines),Waray-Waray,,war,,,war,war,Latin,99.81,,0.0,879203,70452317,Austronesian,Greater Central Philippine,Papunesia,12.0,125.0,Philippines,"community, glot500, wikipedia"
way,Wayana,,,way,,,way,way,Latin,100.0,,0.0,41,94,Cariban,Cariban,South America,3.25,-54.1666666667,French Guiana; Suriname; Brazil,wikipedia
wbm,,,,,,,,wbm,Latin,100.0,,0.0,58,101,,,,,,,glot500
wln,Walloon,,,wln,,,,wln,Latin,99.79,,0.0,725983,21304361,,,,,,,"glot500, wikipedia"
wol,Wolof,,,wol,,,wol,wol,Latin,99.73,,0.0,214516,2197659,Niger-Congo,Wolof,Africa,15.25,-16.0,Gambia; Senegal,"bible, community, glot500, wikipedia"
wuu,Wu,,,,,,wuu,wuu,Han,81.73,Latin,16.45,277491,323110,Sino-Tibetan,Chinese,Eurasia,31.6666666667,119.916666667,China,glot500
xal,Oirat,Kalmyk (Issyk-Kul),,xal,,,xal,xal,Cyrillic,97.39,Latin,2.27,8013,23008,Altaic,Mongolic,Eurasia,42.4166666667,78.3333333333,Kyrgyzstan,wikipedia
xav,Xavánte,,,,,,xav,xav,Latin,100.0,,0.0,10736,845231,Macro-Ge,Je Central,South America,-15.0,-52.5,Brazil,glot500
xho,Xhosa,,,xho,,,xho,xho,Latin,99.93,,0.0,2409249,28789289,Niger-Congo,Bantu,Africa,-32.0,27.0,South Africa,"bible, community, glot500, web, wikipedia"
xmf,Mingrelian,,,xmf,,,xmf,xmf,Georgian,93.77,Latin,5.72,225121,2268262,Kartvelian,Kartvelian,Eurasia,42.5,42.0,Georgia,"glot500, web, wikipedia"
yao,Yao (in Malawi),,,,,,yao,yao,Latin,100.0,,0.0,17068,101416,Niger-Congo,Bantu,Africa,-14.5,35.5,Mozambique; Malawi,glot500
yap,Yapese,,,,,,yap,yap,Latin,100.0,,0.0,5601,180180,Austronesian,Yapese,Papunesia,9.58333333333,138.166666667,Micronesia,glot500
ydd,Eastern Yiddish,Yiddish (Bessarabian),,ydd,,,ydd,ydd,Hebrew,99.05,Latin,0.95,29564,450024,Indo-European,Germanic,Eurasia,47.0,28.5,Moldova,community
yid,Yiddish,,,yid,,,,yid,Hebrew,97.36,Latin,2.42,387300,8429414,,,,,,,"glot500, wikipedia"
yom,Iwoyo,,,,,,yom,yom,Latin,100.0,,0.0,13299,142978,Niger-Congo,Bantu,Africa,-5.5,12.25,Angola,glot500
yor,Yoruba,,,yor,,,yor,yor,Latin,99.65,,0.0,1227424,40756583,Niger-Congo,Defoid,Africa,8.0,4.33333333333,Nigeria; Benin,"community, glot500, web, wikipedia"
yue,Cantonese,,,,,,yue,yue,Han,82.5,Latin,17.09,612567,719173,Sino-Tibetan,Chinese,Eurasia,23.0,113.0,China,glot500
zai,Zapotec (Isthmus),,,,,,zai,zai,Latin,100.0,,0.0,6675,192606,Oto-Manguean,Zapotecan,North America,16.416667,-95.0,Mexico,glot500
zea,Zeeuws,Dutch (Zeeuws),,zea,,,zea,zea,Latin,99.8,,0.0,78471,921920,Indo-European,Germanic,Eurasia,51.5,3.75,Netherlands; Belgium,"glot500, wikipedia"
zha,Zhuang,,,zha,,,,zha,Latin,98.51,Han,1.03,2929,7204,,,,,,,wikipedia
zho,,,,,,,,zho,Han,93.78,Latin,6.11,28188159,41096944,,,,,,,glot500
zlm,Malay (Kuala Lumpur),,,,,,zlm,zlm,Latin,100.0,,0.0,25659,625203,Austronesian,Malayo-Sumbawan,Eurasia,3.16666666667,101.7,Malaysia,glot500
zsm,Malay,,,,,,zsm,zsm,Latin,99.4,,0.0,437881,12911567,Austronesian,Malayo-Sumbawan,Eurasia,3.0,102.0,Malaysia,glot500
zul,Zulu,Zulu (Northern),,zul,,,zul,zul,Latin,99.96,,0.0,8380058,91845880,Niger-Congo,Bantu,Africa,-28.0,31.0,South Africa,"bible, community, glot500, mixed, web, wikipedia"
