file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
lit,6091288,327524691,2013,163768683,3081,180143804,4682,196518427,7111,212891785,10944,229269649,13065,235819998,15686,242370487,18947,248919029,23093,255470052,28452,262020217,31726,265295109,35502,268570642,39894,271846146,45029,275120945,51079,278396444,58324,281671628,67078,284946756,77804,288221986,91124,291497164,107953,294772225,118101,296409968,129698,298047497,143050,299685184,158529,301322758,176657,302960420,198105,304597982,223762,306235632,254889,307873233,293195,309510837,341212,311148472,402727,312786086,483635,314423721,593405,316061330,747651,317698955,973992,319336574,1321553,320974201,1885822,322611822,2816042,324249445,4453665,325887068,6091288,327524691,156986,301170493,716677,317420189,304564,309934587,1827386,322494950
lmo,616382,10938540,184,5470345,331,6017455,620,6563841,1205,7110577,2388,7657265,3168,7875755,4238,8094564,5686,8313313,7702,8532152,10529,8750891,12367,8860252,14579,8969635,17238,9078995,20465,9188395,24386,9297777,29190,9407159,35085,9516530,42331,9625917,51207,9735310,62056,9844693,68378,9899386,75417,9954073,83322,10008770,92437,10063460,102961,10118152,114776,10172843,128449,10227535,144528,10282230,162759,10336923,180989,10391613,206166,10446307,233512,10500999,260859,10555693,288226,10610384,342919,10665077,397612,10719770,452304,10774462,506997,10829155,561690,10883848,616382,10938540,7219,8485922,59790,9824299,30819,9439738,184914,10403388
ltg,13730,39000,761,19505,1118,21452,1588,23402,2236,25352,3145,27301,3535,28081,3925,28861,4370,29640,5150,30420,5930,31200,6320,31590,6710,31980,7100,32370,7490,32760,7880,33150,8270,33540,8660,33930,9050,34320,9440,34710,9830,35100,10025,35295,10220,35490,10415,35685,10610,35880,10805,36075,11000,36270,11195,36465,11390,36660,11585,36855,11780,37050,11975,37245,12170,37440,12365,37635,12560,37830,12755,38025,12950,38220,13145,38415,13340,38610,13535,38805,13730,39000,24,6154,502,17500,686,18987,4119,29249
ltz,11833466,252895650,2741,126456414,4474,139095681,7301,151739160,12087,164384150,20546,177027492,25719,182085563,32529,187143304,41704,192200933,54172,197258624,71563,202316620,82907,204845622,96663,207374491,113560,209903438,134405,212432388,160339,214961386,193320,217490283,235687,220019259,291279,222548209,365688,225077154,467446,227606091,532506,228870574,609507,230135046,701162,231399525,810770,232664000,939957,233928485,1090808,235192956,1272465,236457436,1494780,237721914,1769146,238986391,2095716,240250869,2517209,241515348,3049265,242779825,3681504,244044303,4313743,245308781,5511075,246573259,6775553,247837737,8040032,249102216,9304510,250366694,10568988,251631172,11833466,252895650,144754,213513539,903227,233597915,591673,229862534,3550039,243781373
lua,10440,44218,187,22123,299,24333,466,26536,720,28747,1104,30955,1314,31840,1549,32724,1843,33606,2143,34492,2585,35376,2806,35818,3027,36260,3248,36702,3469,37144,3808,37586,4250,38028,4692,38470,5134,38912,5577,39355,6019,39797,6240,40018,6461,40239,6682,40460,6903,40681,7124,40902,7345,41123,7566,41344,7787,41565,8009,41787,8230,42008,8451,42229,8672,42450,8893,42671,9114,42892,9335,43113,9556,43334,9777,43555,9998,43776,10219,43997,10440,44218,41,15866,532,27212,522,27112,3132,36470
lue,579,1150,89,577,117,634,145,690,177,748,234,805,257,828,280,851,303,874,326,897,349,920,361,932,372,943,384,955,395,966,407,978,418,989,430,1001,441,1012,453,1024,464,1035,470,1041,476,1047,482,1053,487,1058,493,1064,499,1070,505,1076,510,1081,516,1087,522,1093,528,1099,533,1104,539,1110,545,1116,551,1122,556,1127,562,1133,568,1139,574,1145,579,1150,0,0,12,238,28,349,173,744
lug,808373,10088346,1240,5044586,1969,5548843,3156,6053106,5128,6557613,8547,7061878,10598,7263624,13244,7465389,16692,7667188,21258,7868912,27395,8070700,31264,8171584,35805,8272454,41184,8373336,47545,8474222,55179,8575100,64369,8675978,75482,8776864,88997,8877750,105289,8978633,125244,9079516,137646,9129956,150256,9180396,164815,9230837,181629,9281279,198443,9331721,216348,9382162,241569,9432604,266790,9483046,292011,9533488,317232,9583930,354398,9634371,404840,9684813,455281,9735254,505723,9785696,556165,9836138,606607,9886580,657048,9937021,707490,9987463,757932,10037905,808373,10088346,9435,7155778,67118,8703468,40418,8360024,242511,9434488
luo,18928,151163,141,75688,212,83227,315,90711,480,98289,736,105824,877,108844,1047,111861,1258,114884,1525,117912,1862,120938,2063,122446,2290,123956,2545,125470,2847,126980,3178,128491,3556,130003,3993,131512,4497,133024,5005,134537,5760,136047,6138,136803,6516,137559,6894,138315,7272,139071,7650,139827,8347,140582,9103,141338,9859,142094,10615,142850,11370,143605,12126,144361,12882,145117,13638,145873,14394,146629,15149,147384,15905,148140,16661,148896,17417,149652,18173,150408,18928,151163,183,80473,1611,118772,946,110146,5678,135883
lup,20870,92750,393,46399,591,51018,893,55654,1356,60295,2069,64928,2440,66782,2904,68638,3456,70492,4074,72346,4871,74200,5335,75128,5799,76056,6263,76984,6726,77910,7190,78838,7885,79765,8813,80693,9740,81620,10668,82548,11595,83475,12059,83939,12523,84403,12987,84867,13450,85330,13914,85794,14378,86258,14842,86722,15305,87185,15769,87649,16233,88113,16697,88577,17160,89040,17624,89504,18088,89968,18552,90432,19015,90895,19479,91359,19943,91823,20407,92287,20870,92750,105,31977,1171,58689,1043,57395,6261,76980
lus,181836,6540838,145,3273070,221,3599493,336,3926539,516,4252605,796,4578686,948,4710133,1138,4840732,1377,4971307,1691,5102024,2105,5232768,2358,5298211,2652,5363637,2993,5429058,3389,5494450,3854,5559804,4407,5625192,5073,5690539,5887,5755998,6896,5821396,8168,5886770,8925,5919498,9784,5952181,10763,5984890,11886,6017585,13178,6050276,14671,6082992,16412,6115686,18468,6148396,20939,6181095,23938,6213806,27609,6246504,32132,6279207,37970,6311910,45477,6344616,55533,6377319,69589,6410023,85941,6442727,116428,6475430,149132,6508134,181836,6540838,4677,5653214,24580,6220226,9091,5926152,54550,6374370
lvs,549921,9447747,1594,4724325,2354,5196708,3438,5668808,5139,6141060,7992,6613512,9641,6802416,11699,6991409,14265,7180289,17510,7369272,21650,7558198,24163,7652681,27041,7747159,30358,7841642,34203,7936118,38660,8030597,43887,8125065,50083,8219547,57455,8314024,66339,8408504,77199,8502975,83503,8550212,90432,8597450,98306,8644694,107067,8691932,116514,8739167,128118,8786408,139927,8833644,154156,8880884,169902,8928122,187071,8975360,210691,9022600,234310,9069838,257929,9117076,281549,9164316,313728,9211554,360967,9258793,408205,9306031,455444,9353270,502683,9400509,549921,9447747,9916,6830189,67197,8417084,27496,7760888,164976,8913344
lzh,67634,69834,32717,34917,36209,38409,39701,41901,43193,45393,46684,48884,48081,50281,49478,51678,50874,53074,52271,54471,53668,55868,54366,56566,55064,57264,55763,57963,56461,58661,57159,59359,57858,60058,58556,60756,59254,61454,59953,62153,60651,62851,61000,63200,61349,63549,61699,63899,62048,64248,62397,64597,62746,64946,63095,65295,63444,65644,63794,65994,64143,66343,64492,66692,64841,67041,65190,67390,65539,67739,65889,68089,66238,68438,66587,68787,66936,69136,67285,69485,67634,69834,1,209,21,726,3381,5581,20290,22490
mad,23844,132604,418,66308,619,72959,908,79579,1322,86199,1925,92825,2239,95478,2610,98128,3064,100783,3598,103433,4261,106085,4627,107410,5069,108736,5511,110062,5953,111388,6595,112715,7258,114041,7921,115367,8584,116693,9258,118018,10584,119344,11247,120007,11910,120670,12573,121333,13236,121996,13899,122659,14562,123322,15225,123985,15888,124648,16551,125311,17214,125974,17877,126637,18540,127300,19203,127963,19866,128626,20529,129289,21192,129952,21855,130615,22518,131278,23181,131941,23844,132604,149,49453,1868,92312,1192,84374,7153,113831
mah,259,480,43,241,55,265,67,288,91,312,115,336,125,346,135,356,144,365,154,375,163,384,168,389,173,394,178,399,183,404,187,408,192,413,197,418,202,423,207,428,211,432,214,435,216,437,219,440,221,442,223,444,226,447,228,449,231,452,233,454,235,456,238,459,240,461,243,464,245,466,247,468,250,471,252,473,255,476,257,478,259,480,0,0,6,93,12,131,77,298
mai,106830,947371,474,473904,740,521083,1163,568466,1826,615842,2902,663178,3521,682111,4300,701067,5288,720016,6562,738953,8220,757903,9221,767374,10369,776852,11691,786318,13225,795797,14995,805267,17014,814743,19382,824215,22215,833689,25373,843163,29190,852635,31558,857371,33927,862109,36295,866845,38664,871583,41032,876319,43401,881057,45769,885793,49988,890529,54725,895266,59462,900003,64199,904740,68936,909477,73673,914214,78409,918950,83146,923687,87883,928424,92620,933161,97357,937898,102094,942635,106830,947371,1048,557569,8682,762523,5341,720917,32049,858353
mal,10451766,169069615,6642,84535842,10178,92989658,15687,101442850,24581,109895911,39744,118349112,48760,121730394,60388,125111724,75632,128492973,96020,131874316,124118,135255782,142180,136946449,163831,138637120,190035,140327816,222078,142018504,261693,143709206,311264,145399891,374151,147090571,455012,148781273,560803,150471970,700969,152162657,789178,153008005,891026,153853356,1010019,154698701,1150789,155544047,1319494,156389397,1522330,157234743,1757050,158080091,2038833,158925440,2372301,159770788,2794975,160616136,3217649,161461484,3688982,162306831,4534330,163152179,5379678,163997527,6225026,164842875,7070374,165688223,7915722,166533571,8761070,167378919,9606418,168224267,10451766,169069615,126778,135524135,752436,152677327,522588,149914867,3135529,161297244
mam,45334,1312189,150,656245,214,722014,305,787348,436,853253,636,918646,744,944825,874,971080,1029,997312,1221,1023551,1458,1049849,1598,1062950,1753,1076007,1927,1089128,2125,1102277,2350,1115369,2612,1128521,2917,1141619,3275,1154755,3704,1167876,4225,1180974,4527,1187547,4860,1194100,5231,1200661,5649,1207225,6122,1213786,6652,1220336,7257,1226897,7950,1233466,8743,1240025,9665,1246582,10768,1253145,12080,1259705,13706,1266266,15762,1272826,18228,1279386,21508,1285946,25652,1292507,32213,1299068,38774,1305629,45334,1312189,1449,1048958,7589,1230217,2266,1110684,13600,1265842
mar,5439313,278330210,1251,139180759,1829,153090071,2699,166999206,4045,180919717,6245,194834685,7493,200399521,9035,205967231,10955,211533017,13396,217098180,16575,222665465,18529,225448754,20786,228231784,23417,231014945,26528,233797789,30236,236581284,34711,239364394,40177,242147361,46989,244930913,55637,247713989,66865,250497334,73799,251888964,81871,253280619,91359,254672211,102580,256063870,116016,257455448,132314,258847122,152294,260238777,177160,261630439,208661,263022074,249370,264413728,303167,265805369,376124,267197012,477792,268588653,625529,269980309,847715,271371957,1194082,272763608,1760277,274155257,2656011,275546908,4047662,276938559,5439313,278330210,111981,257064852,545099,269292714,271965,265047971,1631793,273898289
mau,16647,145816,78,72953,119,80320,182,87529,277,94804,425,102086,511,104995,622,107904,764,110822,947,113742,1191,116661,1340,118114,1511,119577,1706,121030,1932,122491,2192,123947,2483,125402,2847,126861,3266,128319,3752,129777,4306,131236,4670,131964,5035,132694,5399,133422,5764,134152,6128,134880,6493,135610,7169,136338,7899,137068,8628,137797,9357,138526,10086,139255,10815,139984,11544,140713,12273,141442,13002,142171,13731,142900,14460,143629,15189,144358,15918,145087,16647,145816,174,86745,1293,117691,832,112010,4994,132612
mco,21441,214869,47,107739,72,118376,111,129032,174,139683,287,150438,357,154711,448,159025,567,163331,724,167611,933,171903,1065,174051,1220,176193,1406,178350,1623,180498,1878,182643,2181,184793,2548,186937,2987,189088,3524,191236,4207,193384,4565,194458,4965,195532,5502,196606,6039,197680,6576,198754,7114,199830,7651,200904,8549,201977,9624,203052,10698,204126,11772,205200,12847,206275,13921,207349,14995,208423,16070,209498,17144,210572,18218,211646,19293,212721,20367,213795,21441,214869,223,145220,1559,179922,1072,174156,6432,198466
mdf,14745,41905,851,20957,1224,23052,1723,25145,2407,27241,3381,29334,3800,30172,4219,31010,4688,31848,5526,32686,6364,33524,6784,33944,7203,34363,7622,34782,8041,35201,8460,35620,8879,36039,9298,36458,9717,36877,10136,37296,10555,37715,10765,37925,10974,38134,11184,38344,11393,38553,11603,38763,11812,38972,12022,39182,12231,39391,12441,39601,12650,39810,12860,40020,13069,40229,13279,40439,13488,40648,13698,40858,13907,41067,14117,41277,14326,41486,14536,41696,14745,41905,31,6206,573,18755,737,20148,4423,31418
meu,21198,718965,66,360298,95,396441,135,432092,198,467488,289,503303,337,517684,395,532047,468,546446,559,560821,669,575183,733,582393,805,589611,886,596788,977,603940,1083,611160,1202,618321,1341,625545,1502,632703,1692,639890,1917,647073,2045,650665,2188,654276,2346,657872,2523,661452,2723,665044,2949,668640,3204,672233,3493,675831,3827,679429,4212,683025,4672,686612,5220,690207,5883,693805,6706,697397,7763,700992,9146,704586,10944,708182,14009,711776,17604,715371,21198,718965,775,586694,3958,680739,1059,609605,6359,696009
mgh,9166,36154,228,18077,322,19892,466,21694,685,23506,1022,25308,1203,26032,1429,26754,1671,27480,2012,28201,2374,28925,2554,29285,2735,29647,3020,30008,3382,30370,3743,30731,4105,31093,4466,31454,4828,31816,5190,32178,5551,32539,5732,32720,5913,32901,6093,33081,6274,33262,6455,33443,6636,33624,6816,33804,6997,33985,7178,34166,7359,34347,7540,34528,7720,34708,7901,34889,8082,35070,8263,35251,8443,35431,8624,35612,8805,35793,8986,35974,9166,36154,43,9903,506,22094,458,21614,2749,29675
mhr,175991,1957943,920,978978,1363,1076983,2030,1174781,3058,1272679,4734,1370561,5683,1409736,6867,1448901,8350,1488055,10213,1527203,12591,1566366,14040,1585943,15702,1605522,17591,1625099,19756,1644680,22273,1664256,25189,1683834,28516,1703412,32432,1722992,37156,1742571,42270,1762150,45533,1771939,48797,1781731,52060,1791520,55323,1801309,58586,1811098,63350,1820888,68245,1830678,73140,1840468,78035,1850258,82929,1860046,87884,1869836,97674,1879626,107463,1889415,117253,1899205,127043,1908995,136833,1918785,146622,1928574,156412,1938364,166202,1948154,175991,1957943,2420,1217357,17845,1627639,8799,1498348,52797,1793731
min,309426,12381459,33,6232451,45,6810784,64,7431291,104,8051145,204,8668948,291,8916203,432,9163024,666,9410328,1032,9657676,1596,9905454,1983,10029114,2459,10152847,3053,10276754,3791,10400536,4704,10524315,5849,10648131,7291,10771887,9093,10895741,11371,11019517,14315,11143319,16110,11205228,18171,11267150,20543,11329056,23283,11390943,26475,11452862,30206,11514765,34616,11576667,39839,11638581,46085,11700485,53493,11762391,62594,11824299,72989,11886203,86557,11948110,102034,12010018,121576,12071924,142212,12133832,166523,12195739,197476,12257645,247519,12319552,309426,12381459,5695,10633042,44462,11685878,15471,11184153,92827,11973190
miq,35,45,13,23,15,25,17,27,20,30,22,32,23,33,24,34,25,35,26,36,26,36,27,37,27,37,28,38,28,38,29,39,29,39,30,40,30,40,31,41,31,41,31,41,31,41,32,42,32,42,32,42,32,42,33,43,33,43,33,43,33,43,33,43,34,44,34,44,34,44,34,44,35,45,35,45,35,45,35,45,35,45,0,0,0,0,1,3,10,20
mkd,6535618,783127716,379,391591381,701,430783323,1220,469890615,2049,509042515,3391,548191023,4133,563866790,5029,579516286,6142,595178037,7539,610846852,9313,626502593,10387,634333842,11611,642165575,13012,650000983,14637,657830958,16528,665660992,18747,673493011,21383,681322391,24540,689154042,28378,696983730,33127,704816077,35950,708731762,39153,712646512,42802,716562222,46994,720478264,51860,724393431,57580,728309254,64397,732224824,72652,736140460,82814,740055935,95570,743971417,112046,747887094,133988,751802666,164498,755718315,209088,759633885,279107,763549542,400587,767465183,641681,771380811,1208724,775296442,2732437,779212078,6535618,783127716,172334,756530289,715322,772146033,326780,765377341,1960685,777668574
mkw,182327,1577045,558,788552,1040,867452,1833,946256,3135,1025097,5237,1103947,6415,1135494,7857,1167023,9624,1198559,11828,1230104,14617,1261636,16287,1277410,18184,1293184,20358,1308950,22849,1324721,25680,1340490,28849,1356261,32792,1372033,37149,1387801,42406,1403572,48155,1419342,52097,1427226,56040,1435112,59983,1442998,63925,1450882,67868,1458768,71934,1466652,79820,1474538,87705,1482423,95590,1490308,103475,1498193,111360,1506078,119246,1513964,127131,1521849,135016,1529734,142901,1537619,150787,1545505,158672,1553390,166557,1561275,174442,1569160,182327,1577045,1397,907838,15361,1269076,9116,1190175,54698,1432428
mlg,2918490,102502583,515,51266198,874,56381725,1477,61504408,2512,66629336,4341,71753134,5437,73802557,6840,75853156,8664,77902942,11054,79952538,14277,82002149,16311,83027477,18705,84052285,21546,85077281,24940,86102333,29045,87127361,34067,88152341,40357,89177278,48273,90202314,57553,91227350,69614,92252383,77100,92764852,85807,93277379,96007,93789871,108071,94302400,122564,94814895,140134,95327417,161718,95839916,188510,96352439,222152,96864951,265280,97377457,321599,97889974,395904,98402480,493535,98914994,629197,99427508,806784,99940020,1063040,100452532,1380952,100965045,1893465,101477558,2405978,101990071,2918490,102502583,57086,91181194,284612,97570777,145924,95475540,875547,100077546
mlt,24243992,483452772,5721,241728460,9592,265903628,16028,290071778,27402,314245614,43714,338417604,51460,348087061,61408,357755324,74163,367424238,89683,377093433,107828,386762605,119308,391596927,133156,396431322,150100,401265924,171165,406100520,197887,410934922,232266,415769420,276472,420603982,333218,425438472,410233,430272969,520133,435107525,593340,437524774,683579,439942025,795499,442359300,936409,444776557,1116943,447193825,1351502,449611081,1658335,452028343,2062152,454445607,2602081,456862873,3325588,459280135,4318333,461697398,5526965,464114662,7323145,466531925,9740409,468949189,12157673,471366453,14574937,473783717,16992201,476200981,19409465,478618245,21826729,481035509,24243992,483452772,272386,420201737,1305728,449199115,1212199,448263047,7273197,466481977
mon,3259876,157831794,1216,78922743,1730,86810558,2476,94701654,3567,102592855,5211,110485959,6117,113638971,7235,116797402,8621,119952355,10378,123109414,12660,126266237,14057,127844093,15674,129422969,17557,131001132,19767,132579364,22380,134157062,25532,135735428,29363,137313947,34107,138892251,40047,140470449,47685,142048771,52373,142837922,57810,143627001,64187,144416191,71708,145205338,80671,145994450,91456,146783599,104616,147572762,120949,148361911,141497,149151062,167600,149940213,201550,150729382,247438,151518528,311627,152307690,404550,153096844,542525,153886003,760233,154675159,1104264,155464319,1681559,156253477,2470718,157042636,3259876,157831794,70288,145066200,330117,152492590,162993,149814193,977962,155211715
mos,11805,48623,167,24333,278,26757,453,29184,713,31610,1133,34039,1370,35010,1649,35984,1973,36956,2390,37927,2876,38899,3119,39385,3362,39871,3606,40359,4026,40844,4512,41330,4998,41816,5485,42303,5971,42789,6457,43275,6943,43761,7186,44004,7429,44247,7673,44491,7916,44734,8159,44977,8402,45220,8645,45463,8888,45706,9131,45949,9374,46192,9617,46435,9861,46679,10104,46922,10347,47165,10590,47408,10833,47651,11076,47894,11319,48137,11562,48380,11805,48623,54,18813,562,30321,590,30573,3541,40229
mps,7596,325868,39,163199,52,179715,69,195601,93,212233,125,228131,143,234739,164,241274,188,247848,217,254326,252,260715,273,264014,296,267272,322,270586,350,273800,381,276991,418,280274,459,283528,507,286780,565,290029,634,293301,673,294912,717,296575,765,298172,821,299808,884,301435,955,303079,1033,304697,1121,306328,1223,307958,1340,309578,1475,311209,1640,312840,1843,314463,2097,316096,2423,317723,2867,319352,3489,320980,4338,322610,5967,324239,7596,325868,372,276117,1591,312399,379,276799,2278,317046
mri,2083923,77081541,190,38562185,333,42405579,610,46256735,1123,50105976,2131,53957199,2763,55500291,3603,57041809,4725,58582770,6253,60123707,8360,61665412,9719,62436220,11322,63207062,13237,63977937,15543,64748636,18349,65519467,21785,66290278,26064,67061059,31451,67831792,38323,68602613,47232,69373424,52701,69758819,59026,70144213,66383,70529642,75017,70915058,85233,71300454,97433,71685851,112147,72071255,130171,72456660,152492,72842068,180684,73227469,216611,73612877,263387,73998284,323777,74383690,408062,74769095,523604,75154503,693694,75539912,927700,75925318,1313108,76310726,1698516,76696134,2083923,77081541,38270,68597366,215329,73601339,104196,71872447,625176,75402876
mrj,28907,127677,404,63861,643,70226,1011,76612,1571,82999,2461,89379,2953,91929,3562,94484,4287,97037,5138,99590,6263,102142,6902,103420,7540,104696,8178,105972,8817,107250,9756,108526,11033,109803,12309,111079,13586,112356,14863,113633,16140,114910,16778,115548,17417,116187,18055,116825,18693,117463,19332,118102,19970,118740,20608,119378,21247,120017,21885,120655,22524,121294,23162,121932,23800,122570,24439,123209,25077,123847,25716,124486,26354,125124,26992,125762,27631,126401,28269,127039,28907,127677,141,49679,1520,82540,1445,81790,8672,106960
msa,2559818,113692657,668,56861287,1003,62537417,1490,68221314,2208,73903471,3320,79587285,3937,81862009,4699,84134102,5646,86407793,6845,88681150,8409,90954258,9370,92092124,10486,93228327,11788,94364997,13323,95502506,15159,96639226,17365,97776058,20046,98912916,23361,100049734,27546,101186519,32934,102323549,36240,102891891,40078,103460407,44564,104028859,49855,104597323,56188,105165754,63848,105734184,73273,106302682,85078,106871119,100111,107439586,119695,108008030,145843,108576501,181775,109144952,232910,109713422,308368,110281878,424788,110850341,603113,111418805,887345,111987269,1422892,112555731,1991355,113124194,2559818,113692657,49550,104567128,229422,109682030,127990,108207357,767945,111748469
mwl,231629,6302540,240,3152220,462,3467255,827,3782168,1428,4097048,2407,4411951,2960,4537996,3650,4663920,4510,4789977,5590,4916073,6973,5042101,7811,5105065,8775,5168125,9880,5231157,11158,5294163,12655,5357165,14420,5420186,16519,5483213,19031,5546236,22056,5609276,25723,5672291,27876,5703808,30250,5735313,32939,5766827,35945,5798342,39333,5829855,43177,5861369,47593,5892881,52701,5924390,58422,5955902,64992,5987415,72870,6018927,81986,6050439,92491,6081954,102995,6113466,116981,6144978,132737,6176490,148493,6208002,168604,6239515,200117,6271028,231629,6302540,5797,4937079,36966,5808552,11581,5313046,69488,6005399
mya,7306494,19461030,183986,9730516,342469,10703568,606448,11676619,1014067,12649671,1500592,13622721,1857406,14011942,2246627,14401163,2635847,14790383,3025068,15179604,3414288,15568824,3608899,15763435,3803509,15958045,3998119,16152655,4192730,16347266,4387340,16541876,4581950,16736486,4776561,16931097,4971171,17125707,5165781,17320317,5360391,17514927,5457697,17612233,5555002,17709538,5652307,17806843,5749612,17904148,5846917,18001453,5944222,18098758,6041528,18196064,6138833,18293369,6236138,18390674,6333443,18487979,6430748,18585284,6528053,18682589,6625358,18779894,6722664,18877200,6819969,18974505,6917274,19071810,7014579,19169115,7111884,19266420,7209189,19363725,7306494,19461030,13753,5965421,158911,9509919,365324,10816850,2191948,14346484
myv,125124,677041,1940,338527,3039,372383,4769,406237,7454,440084,11596,473932,13813,487472,16443,501012,19587,514555,23142,528093,27656,541635,29913,548406,32169,555174,34426,561945,37315,568716,40700,575486,44085,582256,47470,589026,50856,595798,54241,602568,57626,609338,60806,612723,64191,616108,67576,619493,70961,622878,74346,626263,77732,629649,81117,633034,84502,636419,87887,639804,91272,643189,94658,646575,98043,649960,101428,653345,104813,656730,108198,660115,111584,663501,114969,666886,118354,670271,121739,673656,125124,677041,725,266209,8023,445774,6256,426726,37537,569160
mzh,26346,684575,60,343374,92,377327,143,411219,226,445205,352,479420,420,492920,505,506607,611,520383,742,534025,908,547672,1006,554531,1116,561352,1243,568245,1388,575045,1553,581889,1741,588739,1958,595597,2213,602428,2518,609275,2882,616125,3091,619556,3320,622974,3575,626396,3856,629817,4173,633240,4527,636660,4927,640079,5381,643501,5903,646926,6507,650349,7199,653771,8055,657195,9083,660617,10224,664040,11824,667461,13536,670885,16078,674307,19501,677730,22924,681153,26346,684575,702,530160,4407,635580,1317,571829,7903,656587
mzn,90057,1944415,145,972507,241,1070015,390,1166995,647,1264093,1079,1361118,1326,1400081,1638,1438909,2037,1477765,2551,1516693,3217,1555560,3628,1575009,4101,1594430,4655,1613889,5302,1633332,6058,1652757,6960,1672204,8051,1691645,9368,1711089,10979,1730536,12958,1749976,14115,1759699,15417,1769419,16870,1779142,18490,1788862,20270,1798587,22229,1808309,24659,1818029,27090,1827753,29949,1837474,33190,1847197,36430,1856917,39671,1866640,42912,1876363,46846,1886084,51707,1895806,56568,1905528,61429,1915250,70613,1924971,80335,1934693,90057,1944415,1785,1454371,12256,1743658,4502,1608805,27017,1827461
nah,16710,56511,310,28270,516,31086,866,33912,1437,36734,2307,39560,2789,40689,3354,41819,3919,42949,4484,44079,5408,45209,5973,45774,6539,46340,7104,46905,7669,47470,8234,48035,8799,48600,9364,49165,9929,49730,10494,50295,11059,50860,11342,51143,11625,51426,11907,51708,12190,51991,12472,52273,12755,52556,13037,52838,13320,53121,13602,53403,13885,53686,14168,53969,14450,54251,14733,54534,15015,54816,15298,55099,15580,55381,15863,55664,16145,55946,16428,56229,16710,56511,54,18947,571,31636,835,33716,5013,44814
nan,532383,11789109,40,5905747,59,6485137,107,7081809,217,7663353,485,8252949,685,8488927,987,8724040,1449,8959959,2141,9195531,3188,9431300,3917,9549205,4844,9667100,6027,9785033,7517,9902867,9422,10020786,11856,10138649,15012,10256547,19175,10374429,24845,10492319,32607,10610202,37506,10669152,43112,10728093,49308,10787040,55873,10845986,63241,10904930,70891,10963878,79311,11022818,88520,11081766,98887,11140709,111476,11199657,126953,11258601,146601,11317545,172900,11376492,202372,11435436,237656,11494382,296601,11553327,355547,11612273,414492,11671218,473438,11730164,532383,11789109,5424,9728432,46295,10759923,26619,10522853,159714,11350120
nap,159809,1154696,537,577458,990,635157,1774,692818,3140,750578,5471,808290,6848,831389,8581,854482,10742,877572,13473,900669,16968,923762,19024,935308,21333,946853,24012,958398,26899,969946,30323,981493,34172,993040,38021,1004587,43416,1016133,49190,1027681,54963,1039227,57850,1045001,60737,1050775,63623,1056547,67434,1062321,73207,1068094,78981,1073868,84754,1079641,90528,1085415,96301,1091188,102075,1096962,107848,1102735,113622,1108509,119395,1114282,125169,1120056,130942,1125829,136716,1131603,142489,1137376,148263,1143150,154036,1148923,159809,1154696,959,632115,10780,877952,7990,847184,47942,1025185
naq,12241,170555,63,85439,93,94038,139,102476,210,110936,320,119393,381,122831,451,126247,535,129631,641,133037,774,136459,852,138151,941,139869,1042,141570,1157,143267,1289,144982,1440,146686,1616,148383,1819,150090,2056,151799,2332,153503,2491,154356,2661,155206,2847,156061,3060,156913,3273,157765,3530,158619,3814,159471,4098,160323,4455,161175,4882,162029,5308,162881,5734,163733,6272,164586,7125,165439,7978,166292,8830,167144,9683,167997,10536,168850,11389,169703,12241,170555,205,110441,1552,147807,612,132186,3672,159045
nau,517,1281,41,643,57,707,78,770,108,834,140,898,159,923,184,948,210,974,236,1000,261,1025,274,1038,287,1051,300,1064,313,1077,325,1089,338,1102,351,1115,364,1128,377,1141,389,1153,396,1160,402,1166,409,1173,415,1179,421,1185,428,1192,434,1198,441,1205,447,1211,453,1217,460,1224,466,1230,473,1237,479,1243,485,1249,492,1256,498,1262,505,1269,511,1275,517,1281,0,0,15,473,25,554,155,919
