file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
aze,13245703,494773437,2542,247404118,3818,272133888,5721,296865194,8667,321608834,13436,346342448,16156,356238539,19572,366132700,23932,376028395,29588,385924444,37066,395819889,41750,400767276,47265,405714825,53801,410662585,61642,415610038,71143,420557527,82837,425505217,97444,430452995,115984,435400628,140030,440348383,172072,445296193,192197,447770048,215882,450243894,244059,452717695,277830,455191598,318736,457665452,369001,460139300,431661,462613184,511064,465087035,613681,467560902,749002,470034775,931522,472508634,1184528,474982501,1544527,477456367,2071069,479930237,2832682,482404104,4000667,484877969,5824102,487351836,8297969,489825703,10771836,492299570,13245703,494773437,210767,449744113,1074507,474014536,662285,468533235,3973710,484824055
azj,1003045,18912444,1797,9456903,2672,10402659,3964,11347743,5887,12293436,8844,13238763,10480,13617118,12470,13995314,14935,14373550,18050,14751766,22030,15130028,24441,15319123,27216,15508205,30430,15697377,34154,15886481,38524,16075590,43716,16264722,49953,16453854,57545,16642959,66955,16832086,78753,17021210,85810,17115763,93947,17210327,103139,17304894,113909,17399454,126395,17494015,140993,17588577,158219,17683136,178594,17777698,202235,17872262,233156,17966822,267125,18061386,314406,18155948,361687,18250510,435672,18345071,530234,18439633,624797,18534196,719359,18628758,813921,18723320,908483,18817882,1003045,18912444,19264,14877522,103288,17306384,50152,16459353,300913,18128962
bak,1900113,46265335,2158,23133336,3235,25446229,4878,27759396,7448,30072480,11598,32386032,13961,33311271,16918,34236571,20669,35161840,25520,36087021,31895,37012380,35843,37475009,40433,37937600,45813,38400297,52187,38862937,59792,39325572,68953,39788215,80131,40250870,93935,40713504,111257,41176159,133344,41638806,146729,41870134,162007,42101467,179543,42332783,199774,42564116,223447,42795440,250914,43026763,282939,43258093,320829,43489419,366070,43720746,420456,43952070,481922,44183397,559031,44414724,641174,44646050,756837,44877376,872500,45108702,988164,45340030,1206133,45571355,1437460,45802682,1668787,46034009,1900113,46265335,38456,37746949,216583,42733664,95005,40745604,570033,44447730
bam,50153,457506,99,229105,156,251872,262,274599,445,297466,781,320289,989,329439,1262,338559,1620,347721,2096,356871,2737,366006,3140,370589,3617,375162,4168,379732,4809,384306,5563,388882,6463,393459,7532,398032,8719,402606,10244,407181,11769,411756,12780,414043,13924,416331,15068,418619,16212,420907,17356,423195,18499,425481,20416,427769,22703,430056,24991,432344,27278,434631,29566,436919,31853,439206,34141,441494,36428,443781,38716,446069,41003,448356,43291,450644,45578,452931,47866,455219,50153,457506,430,296006,3420,373389,2507,363053,15045,418573
ban,95097,989938,608,495056,914,544559,1355,593997,2010,643517,3001,692989,3543,712778,4198,732571,5000,752353,6003,772154,7269,791955,8023,801850,8884,811757,9860,821650,10991,831548,12282,841448,13773,851350,15476,861249,17456,871149,19876,881045,22577,890945,24227,895895,25877,900845,27527,905795,29935,910743,32410,915693,34885,920643,37360,925593,39835,930543,42310,935493,45601,940442,50550,945391,55500,950341,60450,955291,65399,960240,70349,965190,75299,970140,80248,975089,85198,980039,90148,984989,95097,989938,1260,584918,9803,821137,4754,746720,28529,907931
bar,728260,8818632,644,4409687,1246,4850497,2436,5291331,4792,5732146,9507,6173074,12526,6349452,16517,6525817,21858,6702168,29062,6878550,38801,7054920,44899,7143099,51994,7231280,60341,7319470,70002,7407655,81434,7495842,94778,7584028,110175,7672213,127950,7760400,149996,7848584,173091,7936771,187788,7980862,202486,8024956,217184,8069050,231882,8113144,246579,8157235,267413,8201329,289459,8245421,311506,8289515,333553,8333609,355599,8377701,377646,8421795,399692,8465887,421739,8509981,463702,8554074,507795,8598167,551888,8642260,595981,8686353,640074,8730446,684167,8774539,728260,8818632,6467,5926006,62334,7339400,36413,7016395,218478,8072932
bcl,212381,2821080,275,1410734,523,1551988,963,1692874,1717,1833735,2996,1974775,3743,2031180,4690,2087650,5883,2144039,7423,2200458,9428,2256873,10660,2285094,12081,2313293,13730,2341510,15641,2369718,17883,2397928,20525,2426133,23639,2454342,27369,2482553,31808,2510764,37145,2538974,40213,2553079,43739,2567183,47266,2581291,51591,2595394,56293,2609500,60995,2623606,65697,2637712,72261,2651816,79314,2665922,86366,2680026,93419,2694132,100472,2708238,113644,2722343,127749,2736448,141854,2750553,155960,2764659,170065,2778764,184171,2792870,198276,2806975,212381,2821080,2552,1933973,21137,2432253,10619,2284233,63714,2631763
bel,3916397,131123017,1956,65563235,3168,72120432,4995,78674799,7800,85231745,12254,91786543,14768,94408947,17893,97031693,21812,99654046,26812,102276086,33312,104898700,37328,106209936,41970,107521068,47400,108832151,53790,110143426,61369,111454657,70491,112765900,81539,114077057,95084,115388284,111983,116699519,133444,118010760,146415,118666334,161275,119321963,178372,119977579,198215,120633199,221472,121288793,248951,121944412,281709,122600028,321398,123255636,370023,123911254,430529,124566868,507163,125222485,607168,125878099,737193,126533714,914335,127189327,1150279,127844943,1478086,128500557,1949552,129156172,2605167,129811787,3260782,130467402,3916397,131123017,86305,114570402,435244,124614018,195819,120558923,1174919,127894223
bem,13100,44810,376,22409,581,24654,874,26886,1309,29128,1957,31367,2256,32264,2688,33160,3136,34056,3584,34952,4138,35848,4587,36297,5035,36745,5483,37193,5931,37641,6379,38089,6827,38537,7275,38985,7723,39433,8171,39881,8619,40329,8844,40554,9068,40778,9292,41002,9516,41226,9740,41450,9964,41674,10188,41898,10412,42122,10636,42346,10860,42570,11084,42794,11308,43018,11532,43242,11756,43466,11980,43690,12204,43914,12428,44138,12652,44362,12876,44586,13100,44810,47,12856,551,24384,655,25306,3930,35640
ben,1851983,66691412,1023,33351018,1473,36684229,2114,40015793,3080,43350452,4600,46684287,5448,48019107,6489,49352164,7785,50686006,9431,52019781,11576,53353309,12896,54020067,14418,54687133,16191,55354208,18271,56020911,20739,56687894,23698,57354734,27296,58021685,31750,58688522,37383,59355377,44603,60022332,49016,60355737,54114,60689226,60045,61022685,67019,61356105,75296,61689592,85216,62023026,97243,62356485,112076,62689932,130635,63023391,154230,63356849,184866,63690304,225787,64023761,280931,64357213,356867,64690672,462734,65024129,621117,65357584,851612,65691041,1185069,66024498,1518526,66357955,1851983,66691412,38848,59505311,184836,63690034,92599,62235550,555594,65226538
ber,100921,2060473,109,1030594,179,1134281,299,1236286,517,1339406,904,1442346,1142,1483541,1452,1524794,1843,1566038,2327,1607222,2929,1648435,3304,1669028,3734,1689608,4228,1710209,4795,1730814,5443,1751406,6201,1772017,7097,1792628,8175,1813231,9481,1833821,11079,1854434,12010,1864736,13055,1875033,14211,1885334,15499,1895638,16968,1905938,18650,1916240,20550,1926545,22640,1936845,25216,1947149,27888,1957450,31322,1967752,34832,1978056,39983,1988358,45134,1998660,50285,2008962,59712,2019264,70014,2029566,80317,2039869,90619,2050171,100921,2060473,1738,1555902,12902,1873656,5046,1739138,30276,1964614
bew,380317,3003510,2758,1501826,4270,1651963,6498,1802118,9799,1952301,14851,2102464,17620,2162534,21008,2222612,25177,2282679,30385,2342741,36952,2402815,40880,2432850,45293,2462881,50299,2492917,56190,2522952,62734,2552986,70243,2583022,79039,2613055,89051,2643091,99994,2673124,115012,2703160,122521,2718178,130030,2733196,137538,2748212,145047,2763230,155054,2778247,170072,2793265,185089,2808282,200107,2823300,215124,2838317,230142,2853335,245160,2868353,260177,2883370,275195,2898388,290212,2913405,305230,2928423,320247,2943440,335265,2958458,350282,2973475,365300,2988493,380317,3003510,3458,1578556,32575,2364641,19015,2188725,114095,2701326
bih,64908,1132676,165,567030,255,623147,391,679611,612,736403,959,792912,1154,815561,1395,838228,1690,860852,2056,883515,2530,906177,2818,917476,3153,928810,3539,940132,3988,951461,4514,962777,5136,974104,5880,985442,6770,996764,7851,1008085,9181,1019415,9953,1025074,10788,1030740,11732,1036404,12794,1042065,13927,1047730,15304,1053389,16720,1059053,18449,1064718,20336,1070379,22224,1076043,24722,1081707,27553,1087369,30385,1093033,33217,1098697,36592,1104360,42255,1110023,47918,1115686,53582,1121350,59245,1127013,64908,1132676,1207,820959,7810,1007716,3245,931663,19472,1067787
bik,97913,999732,139,500139,273,550002,520,599980,965,649908,1759,699846,2234,719822,2840,739830,3601,759812,4579,779801,5852,799792,6637,809793,7533,819787,8579,829780,9778,839775,11162,849776,12778,859774,14682,869769,16895,879767,19394,889763,22572,899759,24239,904760,25905,909758,28036,914756,30535,919754,33035,924754,35534,929752,38033,934750,40533,939750,43032,944748,47927,949746,52926,954745,57924,959743,62923,964742,67922,969741,72920,974739,77919,979738,82918,984737,87916,989735,92915,994734,97913,999732,804,635018,8112,825577,4895,785319,29373,917430
bis,7753,44962,50,22509,78,24792,123,26984,199,29242,332,31476,411,32379,514,33274,652,34173,821,35075,1037,35971,1166,36422,1315,36869,1465,37319,1636,37769,1861,38219,2086,38669,2310,39117,2535,39567,2808,40017,3257,40466,3482,40691,3707,40916,3932,41141,4157,41366,4381,41590,4606,41815,4831,42040,5056,42265,5281,42490,5505,42714,5730,42939,5955,43164,6180,43389,6405,43614,6629,43838,6854,44063,7079,44288,7304,44513,7529,44738,7753,44962,54,22929,430,32569,387,32131,2325,39147
bjn,109200,1220053,818,610166,1241,671058,1854,732103,2771,793041,4189,854062,4967,878457,5904,902841,7042,927253,8437,951651,10161,976053,11171,988246,12315,1000445,13597,1012645,15049,1024848,16699,1037051,18582,1049249,20663,1061448,23103,1073648,25999,1085851,29049,1098051,31027,1104148,33061,1110250,35094,1116349,37128,1122451,39161,1128550,41508,1134651,44558,1140751,47608,1146851,50658,1152951,53708,1159051,56758,1165151,60398,1171251,66499,1177352,72599,1183452,78699,1189552,84799,1195652,90900,1201753,97000,1207853,103100,1213953,109200,1220053,1542,704093,12977,1007065,5460,891844,32760,1109347
bod,1499452,1839367,579769,919684,671737,1011652,763706,1103621,855674,1195589,947642,1287557,984430,1324345,1021217,1361132,1058004,1397919,1094792,1434707,1131579,1471494,1149973,1489888,1168366,1508281,1186760,1526675,1205154,1545069,1223547,1563462,1241941,1581856,1260335,1600250,1278728,1618643,1297122,1637037,1315516,1655431,1324713,1664628,1333909,1673824,1343106,1683021,1352303,1692218,1361500,1701415,1370697,1710612,1379894,1719809,1389090,1729005,1398287,1738202,1407484,1747399,1416681,1756596,1425878,1765793,1435075,1774990,1444271,1784186,1453468,1793383,1462665,1802580,1471862,1811777,1481059,1820974,1490256,1830171,1499452,1839367,234,69749,4770,168102,74972,372015,449835,789750
bos,3025295,175151853,770,87592995,1337,96336582,2304,105097827,3902,113852709,6552,122607451,8066,126110769,9952,129613032,12319,133116430,15322,136619164,19190,140122183,21542,141873477,24251,143624732,27392,145376083,31063,147127832,35366,148879389,40459,150630896,46570,152382345,53978,154133798,63110,155885290,74584,157636769,81453,158512501,89259,159388226,98208,160264011,108536,161139781,120553,162015515,134666,162891266,151434,163767012,171658,164642780,196317,165518511,226883,166394278,265493,167270023,315303,168145790,381334,169021548,471864,169897298,599673,170773058,787771,171648816,1059714,172524578,1479892,173400335,2149536,174276094,3025295,175151853,92608,159730357,430212,169531896,151264,163758852,907588,172068200
bpy,264358,3588412,224,1794354,371,1974061,630,2153405,1112,2332636,2012,2512001,2580,2583743,3322,2655505,4315,2727211,5663,2798969,7502,2870732,8685,2906625,10108,2942500,11834,2978391,13937,3014279,16517,3050154,19717,3086042,23648,3121921,28487,3157809,34359,3193688,41484,3229575,45411,3247515,49896,3265455,54382,3283399,59339,3301342,65319,3319282,71300,3337225,77281,3355168,86154,3373109,95125,3391051,104096,3408993,113067,3426935,122038,3444877,138764,3462818,156706,3480760,174648,3498702,192590,3516644,210532,3534586,228474,3552528,246416,3570470,264358,3588412,2866,2613808,20882,3097692,13217,3002794,79307,3359415
bqc,33992,588173,109,294713,158,323888,231,353025,350,382501,543,411786,653,423577,787,435280,953,447044,1163,458805,1429,470547,1589,476431,1773,482328,1982,488198,2226,494070,2511,499958,2840,505833,3228,511721,3683,517593,4223,523477,4869,529358,5239,532302,5659,535242,6122,538184,6615,541123,7203,544063,7818,547004,8553,549944,9288,552884,10265,555825,11245,558765,12415,561706,13886,564648,15356,567588,16826,570528,19288,573469,22229,576410,25170,579351,28111,582292,31052,585233,33992,588173,633,421621,4402,525267,1699,480062,10197,555621
bre,833230,20704084,259,10354551,453,11390415,777,12422588,1328,13458751,2324,14493499,2936,14907274,3747,15321044,4821,15735258,6255,16149244,8241,16563289,9528,16770392,11068,16977420,12925,17184419,15179,17391487,17930,17598499,21306,17805563,25499,18012593,30778,18219604,37486,18426638,46128,18633690,51389,18737213,57444,18840722,64389,18944243,72433,19047767,81804,19151284,92747,19254801,105400,19358321,120573,19461843,138582,19565363,160038,19668880,185919,19772404,218655,19875922,253162,19979443,304812,20082963,356572,20186483,419149,20290003,522669,20393523,626190,20497044,729710,20600564,833230,20704084,13119,17203899,86834,19201584,41661,18533363,249969,19969864
bsb,113955,2029646,77,1015328,151,1117060,287,1218239,521,1319604,913,1420802,1139,1461417,1424,1502050,1784,1542624,2246,1583137,2850,1623759,3216,1644045,3639,1664328,4130,1684633,4705,1704917,5382,1725202,6193,1745501,7172,1765794,8352,1786091,9795,1806388,11582,1826691,12635,1836830,13818,1846980,15155,1857129,16653,1867278,18344,1877424,20333,1887573,22570,1897723,25107,1907871,28170,1918017,31553,1928166,35852,1938312,40927,1948462,46001,1958610,53066,1968757,63214,1978905,73363,1989054,83511,1999202,93659,2009350,103807,2019498,113955,2029646,1785,1542724,12244,1833311,5697,1733535,34186,1934980
bua,35592,148166,988,74098,1428,81502,2062,88905,2977,96312,4303,103718,5014,106680,5803,109643,6791,112607,7806,115570,9288,118534,10029,120016,10770,121498,11510,122978,12251,124460,13368,125942,14849,127423,16331,128905,17813,130387,19294,131868,20776,133350,21517,134091,22258,134832,22998,135572,23739,136313,24480,137054,25221,137795,25962,138536,26703,139277,27443,140017,28184,140758,28925,141499,29666,142240,30407,142981,31148,143722,31888,144462,32629,145203,33370,145944,34111,146685,34852,147426,35592,148166,167,40665,2132,89605,1779,85923,10677,121312
bug,2685,6539,242,3270,334,3597,444,3924,608,4252,771,4578,855,4709,985,4839,1116,4970,1247,5101,1378,5232,1443,5297,1508,5362,1574,5428,1639,5493,1705,5559,1770,5624,1835,5689,1901,5755,1966,5820,2032,5886,2064,5918,2097,5951,2130,5984,2162,6016,2195,6049,2228,6082,2260,6114,2293,6147,2326,6180,2359,6213,2391,6245,2424,6278,2457,6311,2489,6343,2522,6376,2555,6409,2587,6441,2620,6474,2653,6507,2685,6539,2,423,82,2308,134,2717,805,4646
bul,5431604,510129338,458,255094471,855,280608961,1497,306097450,2508,331593386,4141,357092000,5073,367293657,6233,377498914,7673,387699872,9493,397903170,11829,408104513,13257,413207843,14903,418307427,16812,423407866,19037,428510732,21648,433611021,24737,438711867,28434,443813642,32934,448914174,38494,454015457,45468,459116981,49650,461667402,54412,464218013,59875,466768383,66196,469319055,73579,471869836,82288,474420389,92674,476971094,105255,479521603,120728,482072332,140078,484622933,164887,487173568,197511,489724205,242111,492274836,306001,494825480,403231,497376119,562402,499926754,849122,502477400,1454319,505028047,2880958,507578692,5431604,510129338,155059,486241273,664330,501033187,271580,493574409,1629481,505535410
bzj,3338,228673,37,115243,50,126076,66,137279,87,148733,119,160186,135,164789,154,169444,175,173937,200,178514,229,183015,246,185347,264,187633,283,189896,303,192101,326,194436,351,196712,378,198956,409,201292,443,203551,482,205807,504,206954,528,208098,555,209264,583,210385,614,211530,648,212683,685,213827,726,214978,770,216097,822,217253,880,218399,946,219537,1022,220671,1116,221813,1231,222960,1380,224101,1573,225243,1847,226388,2314,227530,3338,228673,319,193749,1198,222663,166,172076,1001,220377
cab,16126,162804,116,81462,175,89552,260,97759,378,105853,558,113972,658,117221,783,120477,938,123747,1126,127001,1358,130252,1498,131878,1656,133503,1837,135132,2044,136761,2276,138385,2547,140015,2854,141641,3202,143270,3609,144898,4080,146524,4352,147340,4623,148153,4894,148966,5259,149781,5666,150595,6073,151409,6480,152223,6887,153037,7294,153851,7986,154664,8800,155478,9614,156292,10428,157106,11242,157920,12056,158734,12870,159548,13684,160362,14498,161176,15312,161990,16126,162804,207,93013,1677,133713,806,121003,4837,148795
cak,91411,3707725,70,1854653,109,2039356,171,2224821,272,2410364,439,2596220,537,2670093,659,2744264,810,2818078,1010,2892307,1268,2966426,1424,3003449,1602,3040349,1812,3077557,2059,3114589,2350,3151585,2698,3188687,3116,3225773,3623,3262863,4239,3299886,5013,3336967,5473,3355500,5989,3374054,6571,3392582,7229,3411121,7987,3429650,8860,3448197,9868,3466728,11043,3485264,12436,3503806,14078,3522347,16030,3540884,18421,3559419,21344,3577959,24916,3596494,29551,3615034,35599,3633571,44267,3652111,54334,3670648,72873,3689187,91411,3707725,2654,3184357,15047,3532037,4570,3316789,27423,3606522
cat,4668800,519947538,167,260177392,333,286073004,611,311979309,1060,337990645,1813,363977932,2250,374373093,2791,384765404,3472,395169394,4340,405566211,5471,415963208,6167,421163031,6969,426361482,7901,431559335,9002,436756730,10311,441958132,11883,447155885,13797,452355455,16141,457554701,19053,462753431,22737,467953231,24963,470553258,27513,473152335,30460,475752102,33903,478351856,37948,480951805,42741,483551302,48493,486151318,55520,488750997,64259,491350440,75347,493950168,89692,496550023,108882,499149663,135537,501749455,174563,504349157,235468,506948878,338904,509548594,536049,512148327,975742,514748065,2069063,517347801,4668800,519947538,120088,500355097,530259,512096217,233440,506879926,1400640,516047419
cbk,47563,655585,78,328095,125,360910,209,393387,360,426204,620,458989,772,472027,970,485184,1226,498246,1557,511367,1997,524476,2265,531024,2576,537593,2933,544144,3344,550692,3824,557249,4383,563809,5038,570363,5819,576915,6762,583476,7893,590031,8548,593306,9260,596586,10079,599862,10899,603142,11910,606419,13002,609695,14095,612974,15624,616251,17263,619529,18902,622807,20541,626085,22180,629363,24618,632640,27896,635918,31174,639196,34452,642474,37730,645752,41008,649030,44286,652308,47563,655585,603,457328,4876,568905,2378,533521,14268,613493
cdo,10480,51375,147,25689,228,28283,345,30836,522,33401,812,35963,970,36994,1155,38018,1386,39048,1653,40074,1995,41100,2167,41616,2404,42128,2661,42642,2918,43156,3175,43670,3432,44184,3802,44697,4315,45210,4829,45724,5343,46238,5600,46495,5857,46752,6114,47009,6370,47265,6627,47522,6884,47779,7141,48036,7398,48293,7655,48550,7912,48807,8169,49064,8425,49320,8682,49577,8939,49834,9196,50091,9453,50348,9710,50605,9967,50862,10224,51119,10480,51375,58,19991,610,34320,524,33424,3144,43608
ceb,5695355,574765695,35,288467159,50,317567634,70,345592141,105,373951258,165,402559697,203,414030085,260,425477216,354,436842239,514,448332646,794,459831501,1016,465563395,1322,471318662,1755,477065959,2367,482808177,3240,488552662,4481,494301117,6252,500046810,8769,505795697,12426,511542435,17819,517289255,21470,520163537,26013,523036890,31681,525910836,38833,528784652,48004,531658318,59891,534532223,75503,537405986,96276,540279798,124190,543153630,162266,546027432,214991,548901284,288924,551775069,392767,554648900,537760,557522735,741932,560396563,1014253,563270386,1369361,566144216,1965724,569018042,3165021,571891867,5695355,574765695,112801,542084157,992344,563073205,284767,551637888,1708606,567989570
ces,11195130,1639474654,1194,819767782,1940,901718561,3070,983725098,4798,1065670286,7539,1147637236,9077,1180424409,10957,1213217256,13283,1246012812,16196,1278792556,19886,1311586360,22110,1327976491,24655,1344372520,27580,1360765823,30969,1377162698,34920,1393554187,39549,1409951213,45041,1426344684,51637,1442738884,59656,1459133776,69552,1475527947,75407,1483724568,82021,1491922747,89538,1500119663,98125,1508317392,108010,1516514124,119519,1524711875,133045,1532908942,149178,1541106191,168687,1549303898,192670,1557501210,222747,1565698304,261623,1573895820,313599,1582093066,386244,1590290469,494323,1598487806,669013,1606685164,988993,1614882539,1702731,1623079912,3934381,1631277281,11195130,1639474654,374403,1589144411,1456320,1621032553,559756,1602080909,3358539,1630107348
cha,12777,141875,36,71160,57,78316,90,85219,149,92256,251,99353,311,102179,384,105000,476,107845,590,110664,739,113501,830,114921,935,116342,1056,117764,1192,119178,1353,120596,1540,122014,1756,123432,2004,124850,2288,126270,2640,127690,2817,128398,3053,129108,3289,129816,3526,130527,3831,131235,4186,131945,4541,132655,4895,133363,5250,134073,5684,134782,6393,135491,7102,136200,7812,136910,8521,137619,9231,138329,9940,139038,10649,139747,11359,140457,12068,141166,12777,141875,138,91176,1200,119258,638,111662,3833,131239
che,616746,8976794,149,4488942,239,4940304,402,5387980,766,5834977,1576,6284139,2108,6463361,2834,6643002,3847,6822393,5278,7001917,7325,7181489,8688,7271213,10364,7360981,12444,7450756,15045,7540507,18362,7630293,22639,7720047,28242,7809811,35572,7899580,45240,7989351,58009,8079120,65723,8123999,74700,8168884,85326,8213768,96547,8258652,110638,8303536,125599,8348419,142252,8393303,164694,8438187,187136,8483071,209578,8527955,232020,8572839,257675,8617723,302559,8662607,347443,8707491,392327,8752375,437211,8797259,482095,8842143,526979,8887027,571863,8931911,616746,8976794,5582,7033134,39584,7940307,30837,7844520,185023,8478845
chk,15905,809723,58,405031,78,446034,106,485906,146,526740,206,567329,238,583316,278,599277,328,615629,387,631795,458,647841,500,655925,547,664070,598,672108,657,680254,723,688314,799,696370,888,704536,990,712599,1109,720687,1248,728770,1328,732820,1416,736876,1513,740920,1620,744976,1738,749006,1872,753050,2025,757109,2200,761160,2398,765201,2626,769252,2894,773292,3215,777344,3608,781389,4104,785434,4743,789484,5622,793529,6836,797580,8687,801627,11857,805675,15905,809723,794,695877,3563,780984,795,695976,4771,789624
chr,25703,116610,228,58311,383,64160,642,69969,1100,75801,1870,81629,2308,83961,2848,86293,3498,88625,4275,90956,5255,93289,5838,94455,6421,95621,7004,96787,7587,97953,8212,99119,9378,100285,10544,101451,11710,102617,12876,103783,14042,104949,14626,105533,15209,106116,15792,106699,16375,107282,16958,107865,17541,108448,18124,109031,18707,109614,19290,110197,19873,110780,20456,111363,21039,111946,21622,112529,22205,113112,22788,113695,23371,114278,23954,114861,24537,115444,25120,116027,25703,116610,111,50073,1148,76281,1285,77514,7710,98199
chv,860487,13617218,1853,6809204,2801,7490007,4262,8170629,6568,8851332,10339,9532176,12491,9804462,15186,10076744,18577,10349138,22912,10621481,28540,10893796,32002,11029957,35994,11166138,40642,11302291,46066,11438480,52453,11574641,60053,11710821,69146,11846981,80137,11983157,93554,12119328,110003,12255498,119730,12323587,130770,12391670,142889,12459759,156506,12527844,172387,12595930,189408,12664014,209737,12732100,232432,12800185,255128,12868273,285940,12936358,319983,13004444,354026,13072530,388069,13140616,451971,13208702,520057,13276788,588143,13344874,656229,13412960,724315,13481046,792401,13549132,860487,13617218,13952,9959904,91154,12097728,43024,11364840,258146,12877327
cjk,13815,38918,458,19459,729,21410,1148,23351,1764,25298,2717,27244,3106,28022,3697,28800,4475,29578,5254,30357,6032,31135,6421,31524,6810,31913,7199,32302,7589,32692,7978,33081,8367,33470,8756,33859,9145,34248,9535,34638,9924,35027,10118,35221,10313,35416,10507,35610,10702,35805,10897,36000,11091,36194,11286,36389,11480,36583,11675,36778,11870,36973,12064,37167,12259,37362,12453,37556,12648,37751,12843,37946,13037,38140,13232,38335,13426,38529,13621,38724,13815,38918,34,9911,435,19252,690,21176,4144,29247
ckb,2300047,34087911,1639,17044309,2691,18748738,4440,20453453,7449,22157475,12792,23861595,16037,24543426,20266,25225145,25904,25906872,33554,26588624,44032,27270367,50744,27611233,58732,27952093,68337,28292975,79987,28633852,94201,28974733,111710,29315605,133531,29656484,160829,29997362,195315,30338248,239404,30679122,266112,30849562,295946,31020003,330034,31190443,370276,31360882,412885,31531318,465290,31701758,522103,31872197,578917,32042639,660721,32213077,745941,32383517,831161,32553957,936531,32724395,1106971,32894835,1277410,33065274,1447850,33235714,1618289,33406153,1788729,33576593,1959168,33747032,2129608,33917472,2300047,34087911,26948,26013329,183271,30229852,115002,29371609,690014,32271663
cmn,3779777,5633233,963161,2816617,1244823,3098279,1526484,3379940,1808146,3661602,2089808,3943264,2202472,4055928,2315137,4168593,2427802,4281258,2540466,4393922,2653131,4506587,2709463,4562919,2765796,4619252,2822128,4675584,2878460,4731916,2934793,4788249,2991125,4844581,3047457,4900913,3103790,4957246,3160122,5013578,3216454,5069910,3244620,5098076,3272787,5126243,3300953,5154409,3329119,5182575,3357285,5210741,3385451,5238907,3413617,5267073,3441784,5295240,3469950,5323406,3498116,5351572,3526282,5379738,3554448,5407904,3582614,5436070,3610781,5464237,3638947,5492403,3667113,5520569,3695279,5548735,3723445,5576901,3751611,5605067,3779777,5633233,2316,1101101,19534,1553453,188988,2042444,1133933,2987389
